age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
35,management,married,tertiary,no,2717,no,no,cellular,13,aug,394,6,client was not previously contacted,0,unknown,True
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,True
36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,client was not previously contacted,0,unknown,True
57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,client was not previously contacted,0,unknown,True
50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,client was not previously contacted,0,unknown,True
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success,True
58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,client was not previously contacted,0,unknown,True
29,admin.,married,tertiary,no,332,no,no,cellular,9,apr,179,1,client was not previously contacted,0,unknown,True
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,True
31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,1,client was not previously contacted,0,unknown,True
50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,client was not previously contacted,0,unknown,True
25,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,client was not previously contacted,0,unknown,True
57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,True
65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,1,client was not previously contacted,0,unknown,True
29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,1,client was not previously contacted,0,unknown,True
29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,client was not previously contacted,0,unknown,True
38,management,married,tertiary,no,179,no,no,unknown,8,aug,317,4,client was not previously contacted,0,unknown,True
59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,client was not previously contacted,0,unknown,True
40,unemployed,divorced,secondary,no,1694,no,no,cellular,12,aug,473,6,client was not previously contacted,0,unknown,True
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,True
28,services,single,primary,no,198,no,no,cellular,4,feb,976,2,client was not previously contacted,0,unknown,True
39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,client was not previously contacted,0,unknown,True
48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,True
29,technician,married,secondary,no,95,no,yes,cellular,3,feb,172,3,client was not previously contacted,0,unknown,True
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,True
24,management,single,tertiary,no,393,no,no,cellular,27,sep,1298,1,client was not previously contacted,0,unknown,True
38,management,married,tertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,True
60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,client was not previously contacted,0,unknown,True
52,blue-collar,married,secondary,no,2230,no,no,cellular,29,oct,423,3,client was not previously contacted,0,unknown,True
27,technician,single,secondary,no,1742,yes,no,unknown,16,may,787,1,client was not previously contacted,0,unknown,True
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,client was not previously contacted,0,unknown,True
29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,True
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,client was not previously contacted,0,unknown,True
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,client was not previously contacted,0,unknown,True
35,admin.,single,secondary,no,-32,no,yes,cellular,6,aug,366,2,178,9,success,True
32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,client was not previously contacted,0,unknown,True
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,jul,1175,2,client was not previously contacted,0,unknown,True
48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,127,2,184,2,success,True
37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,client was not previously contacted,0,unknown,True
49,unemployed,married,primary,no,518,no,no,cellular,29,jan,1917,2,client was not previously contacted,0,unknown,True
41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,True
50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,True
24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,client was not previously contacted,0,unknown,True
46,self-employed,married,secondary,no,706,no,no,cellular,21,may,588,1,386,3,failure,True
38,management,married,tertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,True
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,True
35,unemployed,single,tertiary,no,154,no,no,cellular,29,jul,200,4,181,2,failure,True
34,technician,married,secondary,no,133,no,no,cellular,15,nov,401,2,187,5,success,True
45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,client was not previously contacted,0,unknown,True
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,client was not previously contacted,0,unknown,True
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,True
42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,client was not previously contacted,0,unknown,True
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,1,client was not previously contacted,0,unknown,True
55,management,married,unknown,no,1504,yes,no,cellular,31,aug,186,3,101,2,success,True
31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,client was not previously contacted,0,unknown,True
25,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260,1,96,1,success,True
60,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,may,1207,1,client was not previously contacted,0,unknown,True
52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,True
52,services,married,secondary,no,992,yes,no,cellular,27,oct,424,1,515,1,failure,True
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,True
59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,241,2,client was not previously contacted,0,unknown,True
77,unknown,married,unknown,no,397,no,no,telephone,7,may,300,3,client was not previously contacted,0,unknown,True
27,student,single,tertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,True
53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,client was not previously contacted,0,unknown,True
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,client was not previously contacted,0,unknown,True
50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,client was not previously contacted,0,unknown,True
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,1,389,1,failure,True
35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,client was not previously contacted,0,unknown,True
51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,663,3,client was not previously contacted,0,unknown,True
52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,client was not previously contacted,0,unknown,True
31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,client was not previously contacted,0,unknown,True
35,technician,single,secondary,no,354,no,no,cellular,11,aug,444,3,client was not previously contacted,0,unknown,True
53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,True
32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,client was not previously contacted,0,unknown,True
53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,client was not previously contacted,0,unknown,True
35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,client was not previously contacted,0,unknown,True
35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,client was not previously contacted,0,unknown,True
