age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,client was not previously contacted,0,unknown,True
26,admin.,single,secondary,no,96,no,no,cellular,11,aug,349,1,70,3,failure,True
34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,1,client was not previously contacted,0,unknown,True
25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,client was not previously contacted,0,unknown,True
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,True
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,client was not previously contacted,0,unknown,True
85,retired,married,primary,no,1255,no,no,cellular,15,jan,233,3,client was not previously contacted,0,unknown,True
34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,True
70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,client was not previously contacted,0,unknown,True
28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,True
31,technician,married,tertiary,no,3338,yes,no,cellular,21,dec,264,2,client was not previously contacted,0,unknown,True
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,613,1,87,3,success,True
33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,client was not previously contacted,0,unknown,True
31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,jul,355,2,client was not previously contacted,0,unknown,True
22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,client was not previously contacted,0,unknown,True
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,client was not previously contacted,0,unknown,True
49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,client was not previously contacted,0,unknown,True
56,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419,3,client was not previously contacted,0,unknown,True
38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,True
26,technician,single,tertiary,no,515,no,no,cellular,31,may,775,1,client was not previously contacted,0,unknown,True
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,True
