age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
41,management,divorced,tertiary,no,5037,no,no,cellular,23,apr,252,9,185,5,other,True
28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,client was not previously contacted,0,unknown,True
33,management,married,tertiary,no,3401,no,no,cellular,20,nov,253,1,client was not previously contacted,0,unknown,True
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,oct,207,1,194,1,success,True
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,True
27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,True
55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,client was not previously contacted,0,unknown,True
68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,client was not previously contacted,0,unknown,True
34,technician,single,secondary,no,85,yes,no,unknown,20,may,1182,4,client was not previously contacted,0,unknown,True
30,admin.,married,secondary,no,8781,yes,no,cellular,18,nov,898,1,client was not previously contacted,0,unknown,True
42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,1,90,3,success,True
33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,client was not previously contacted,0,unknown,True
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,True
30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,client was not previously contacted,0,unknown,True
61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,1,client was not previously contacted,0,unknown,True
51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,1,client was not previously contacted,0,unknown,True
74,retired,married,secondary,no,1714,no,no,telephone,17,feb,127,1,client was not previously contacted,0,unknown,True
36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,True
35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success,True
32,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,client was not previously contacted,0,unknown,True
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,client was not previously contacted,0,unknown,True
27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,client was not previously contacted,0,unknown,True
31,management,single,tertiary,no,165,no,yes,cellular,8,aug,523,2,client was not previously contacted,0,unknown,True
85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,client was not previously contacted,0,unknown,True
46,services,married,primary,no,4343,yes,no,unknown,20,sep,185,1,client was not previously contacted,0,unknown,True
53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,client was not previously contacted,0,unknown,True
52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,client was not previously contacted,0,unknown,True
35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,client was not previously contacted,0,unknown,True
49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,client was not previously contacted,0,unknown,True
75,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,True
46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,client was not previously contacted,0,unknown,True
47,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,39,1,client was not previously contacted,0,unknown,True
55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,True
42,blue-collar,married,primary,no,201,yes,no,cellular,11,aug,265,1,103,3,success,True
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,client was not previously contacted,0,unknown,True
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,True
63,admin.,married,secondary,no,0,yes,no,cellular,31,aug,253,5,client was not previously contacted,0,unknown,True
30,entrepreneur,married,secondary,no,12737,no,yes,cellular,19,nov,589,2,client was not previously contacted,0,unknown,True
38,management,married,tertiary,no,630,no,no,cellular,2,sep,362,1,388,3,other,True
28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,client was not previously contacted,0,unknown,True
66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,True
36,services,married,unknown,no,618,no,no,cellular,13,jul,360,1,335,2,success,True
37,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,6,client was not previously contacted,0,unknown,True
31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,client was not previously contacted,0,unknown,True
59,services,single,secondary,no,739,no,no,cellular,14,jan,408,1,client was not previously contacted,0,unknown,True
31,self-employed,single,tertiary,no,2589,no,no,cellular,21,nov,614,1,client was not previously contacted,0,unknown,True
53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,1,client was not previously contacted,0,unknown,True
32,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,2078,6,client was not previously contacted,0,unknown,True
24,management,single,tertiary,no,507,no,no,cellular,3,jul,257,1,client was not previously contacted,0,unknown,True
48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,1,client was not previously contacted,0,unknown,True
39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,client was not previously contacted,0,unknown,True
61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,975,4,98,1,unknown,True
32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,client was not previously contacted,0,unknown,True
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,1,91,12,success,True
37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,138,1,failure,True
26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,client was not previously contacted,0,unknown,True
41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,client was not previously contacted,0,unknown,True
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure,True
43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,1120,2,client was not previously contacted,0,unknown,True
28,management,single,tertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,True
37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,client was not previously contacted,0,unknown,True
31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,client was not previously contacted,0,unknown,True
45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,client was not previously contacted,0,unknown,True
47,housemaid,single,primary,no,2785,yes,no,cellular,13,may,570,1,client was not previously contacted,0,unknown,True
35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,client was not previously contacted,0,unknown,True
69,retired,divorced,secondary,no,4572,no,no,telephone,27,oct,146,2,56,1,other,True
31,management,single,secondary,no,360,yes,no,cellular,18,may,309,1,client was not previously contacted,0,unknown,True
33,blue-collar,married,secondary,no,89,yes,no,cellular,18,jul,278,2,client was not previously contacted,0,unknown,True
29,student,single,unknown,no,7585,no,no,cellular,3,mar,145,2,198,1,failure,True
31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,529,1,client was not previously contacted,0,unknown,True
30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,client was not previously contacted,0,unknown,True
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,client was not previously contacted,0,unknown,True
51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,True
41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640,3,client was not previously contacted,0,unknown,True
44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,2,client was not previously contacted,0,unknown,True
38,admin.,divorced,secondary,no,198,yes,no,unknown,26,may,431,2,client was not previously contacted,0,unknown,True
32,blue-collar,married,primary,no,1644,no,no,cellular,7,sep,492,3,102,5,other,True
35,technician,single,tertiary,no,670,no,no,cellular,13,oct,301,2,client was not previously contacted,0,unknown,True
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,client was not previously contacted,0,unknown,True
33,admin.,single,tertiary,no,272,yes,no,cellular,1,sep,293,2,92,3,success,True
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,True
29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,True
32,self-employed,single,tertiary,no,2559,no,no,cellular,7,jul,889,1,client was not previously contacted,0,unknown,True
55,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,1329,2,client was not previously contacted,0,unknown,True
29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,True
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,True
70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,True
40,management,married,tertiary,no,1855,no,no,telephone,8,feb,78,6,client was not previously contacted,0,unknown,True
47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,True
32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,client was not previously contacted,0,unknown,True
45,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,client was not previously contacted,0,unknown,True
64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,client was not previously contacted,0,unknown,True
43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,client was not previously contacted,0,unknown,True
39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,client was not previously contacted,0,unknown,True
31,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139,2,client was not previously contacted,0,unknown,True
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,True
46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,True
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,client was not previously contacted,0,unknown,True
39,services,single,secondary,no,403,yes,no,cellular,7,may,1262,3,client was not previously contacted,0,unknown,True
34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,True
27,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448,5,client was not previously contacted,0,unknown,True
61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,client was not previously contacted,0,unknown,True
60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,client was not previously contacted,0,unknown,True
38,technician,married,secondary,no,0,no,no,cellular,8,jul,635,1,client was not previously contacted,0,unknown,True
