Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
33,White,Male,never married,Own-child,United States,sales sector,private sector employee,0,0,bachelor's degree,40,False
50,White,Male,married,Husband,United States,execution and management,private sector employee,15024,0,master's degree,65,True
40,Black,Female,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
44,White,Female,married,Wife,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,1902,master's degree,60,True
44,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,40,True
19,White,Female,married,Other-relative,United States,sales sector,private sector employee,0,0,high school graduate,25,False
69,White,Male,married,Husband,United States,,,1409,0,high school graduate,35,False
42,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 8th class,40,False
42,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,40,True
28,White,Male,never married,Not-in-family,United States,machine operator and inspector,private sector employee,0,0,high school graduate,48,False
22,White,Female,never married,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
39,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,finished 10th class,40,False
27,White,Male,never married,Own-child,United States,execution and management,private sector employee,0,0,college for one or more years without a degree,50,False
60,Black,Male,separated,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,finished 6th class,40,False
35,White,Male,divorced,Unmarried,United States,craft and repair sector,private sector employee,0,0,associate's degree,45,True
25,,Female,separated,Other-relative,Ecuador,office and administrative support,private sector employee,0,0,college for less than one year,40,False
50,White,Male,married,Husband,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,35,False
29,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
36,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
38,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
43,White,Male,divorced,Unmarried,United States,professional specialty,local government,0,0,master's degree,40,False
63,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,college for less than one year,38,False
48,Black,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,52,False
59,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,finished 11th class,40,False
25,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,35,False
43,White,Male,married,Husband,United States,technology and support sector,private sector employee,0,0,associate's degree,40,False
57,White,Female,divorced,Not-in-family,United States,office and administrative support,federal government,0,0,high school graduate,40,False
65,Asian-Pac-Islander,Male,married,Husband,United States,,,0,0,high school graduate,48,True
43,White,Male,married,Husband,United States,execution and management,state government,0,0,bachelor's degree,35,True
60,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,50,False
36,White,Female,married,Own-child,United States,office and administrative support,private sector employee,0,0,college for less than one year,30,True
21,White,Male,never married,Own-child,,sales sector,private sector employee,0,0,college for less than one year,40,False
30,White,Female,never married,Not-in-family,France,office and administrative support,private sector employee,0,0,master's degree,40,False
55,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 8th class,41,False
28,White,Female,never married,Not-in-family,,sales sector,private sector employee,0,0,associate's degree,40,False
57,White,Male,married,Husband,United States,,,7298,0,finished 6th class,84,True
31,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,professional degree,60,True
34,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for one or more years without a degree,40,False
36,White,Male,married,Husband,United States,professional specialty,private sector employee,0,1887,college for less than one year,40,True
61,White,Male,married,Husband,United States,,,0,0,high school graduate,16,False
59,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",15024,0,master's degree,80,True
38,White,Female,divorced,Not-in-family,United States,technology and support sector,private sector employee,0,0,college for one or more years without a degree,36,False
51,Black,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
24,White,Male,married,Husband,United States,office and administrative support,federal government,0,0,high school graduate,40,False
48,Black,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,99,False
38,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,professional degree,40,True
33,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,40,True
42,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",local government,0,0,college for less than one year,40,False
29,White,Female,married,Wife,United States,professional specialty,local government,0,0,bachelor's degree,25,True
19,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
38,Asian-Pac-Islander,Male,married,Husband,India,professional specialty,state government,7688,0,bachelor's degree,60,True
20,White,Male,never married,Not-in-family,United States,,,0,0,high school graduate,40,False
58,White,Male,divorced,Not-in-family,United States,professional specialty,private sector employee,0,0,master's degree,20,False
30,White,Male,never married,Not-in-family,United States,craft and repair sector,private sector employee,0,0,finished 8th class,50,False
61,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",99999,0,professional degree,40,True
24,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,finished 10th class,40,False
45,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,master's degree,50,True
25,White,Male,never married,Not-in-family,,professional specialty,private sector employee,0,0,bachelor's degree,40,False
31,,Female,never married,Not-in-family,Mexico,machine operator and inspector,private sector employee,0,0,finished 8th class,40,False
19,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,26,False
61,White,Male,married,Husband,Mexico,service sector,local government,0,0,finished 4th class,40,False
51,White,Male,divorced,Own-child,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,finished 9th class,40,False
