age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
54,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,0,1902,Doctorate,50,True
38,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,1902,Bachelors,40,True
54,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,1977,Masters,40,True
65,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Private,0,0,Some-college,16,False
59,White,Male,Never-married,Not-in-family,Guatemala,Adm-clerical,Private,0,0,HS-grad,50,False
31,White,Male,Never-married,Not-in-family,United-States,Craft-repair,Private,0,0,Some-college,40,False
60,White,Female,Married-civ-spouse,Wife,United-States,Exec-managerial,State-gov,3103,0,Masters,40,True
31,White,Male,Divorced,Not-in-family,United-States,Transport-moving,Private,0,0,9th,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Local-gov,0,0,Some-college,60,True
57,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,20,False
25,White,Male,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,30,False
44,White,Male,Divorced,Not-in-family,United-States,Machine-op-inspct,Self-emp-inc,0,0,Some-college,60,False
40,White,Male,Separated,Unmarried,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
28,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,False
63,Black,Female,Widowed,Other-relative,Haiti,Machine-op-inspct,Private,0,0,HS-grad,40,False
23,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
31,White,Female,Divorced,Not-in-family,United-States,Other-service,Private,0,0,11th,40,False
41,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,Some-college,50,False
20,White,Female,Never-married,Not-in-family,United-States,Sales,Private,0,0,Some-college,56,False
29,White,Female,Never-married,Unmarried,United-States,Adm-clerical,State-gov,0,0,HS-grad,40,False
21,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,Some-college,40,False
21,White,Female,Never-married,Own-child,United-States,Prof-specialty,Private,0,0,HS-grad,30,False
23,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,40,True
45,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Assoc-voc,60,False
25,Black,Female,Separated,Unmarried,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
80,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,5th-6th,32,False
42,Black,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Assoc-acdm,40,False
50,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,10th,50,False
18,White,Male,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,16,False
23,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Assoc-acdm,60,False
56,White,Male,Divorced,Not-in-family,United-States,Prof-specialty,State-gov,0,1669,Masters,40,False
