age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
25,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,47,False
32,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Private,0,0,Assoc-acdm,40,False
34,Black,Female,Married-civ-spouse,Other-relative,Haiti,Protective-serv,Private,0,0,Some-college,25,False
71,White,Male,Married-civ-spouse,Husband,Cuba,Protective-serv,Private,0,0,9th,39,False
52,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,HS-grad,35,False
53,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,3137,0,Some-college,40,False
24,White,Female,Divorced,Not-in-family,United-States,Sales,Private,0,0,HS-grad,30,False
29,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Some-college,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
34,White,Female,Never-married,Own-child,United-States,Prof-specialty,Private,0,0,Bachelors,15,False
47,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Local-gov,0,0,Assoc-acdm,40,True
42,White,Male,Married-civ-spouse,Husband,Ecuador,Prof-specialty,Private,0,0,Masters,55,True
57,Black,Female,Widowed,Not-in-family,United-States,Tech-support,Private,0,0,HS-grad,54,False
18,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,20,False
30,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,11th,40,False
31,White,Female,Married-civ-spouse,Wife,United-States,Other-service,Private,0,0,Some-college,40,False
44,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,Bachelors,60,True
25,White,Female,Divorced,Own-child,United-States,Tech-support,Private,0,1594,Assoc-acdm,25,False
48,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Private,0,0,Assoc-acdm,40,False
90,White,Male,Widowed,Not-in-family,United-States,Prof-specialty,Self-emp-not-inc,1086,0,Prof-school,60,False
39,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,1977,Masters,45,True
38,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Some-college,44,False
40,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Federal-gov,0,0,Some-college,50,False
26,White,Female,Never-married,Unmarried,United-States,,,0,0,Some-college,40,False
