age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
64,White,Male,Married-civ-spouse,Husband,Canada,Prof-specialty,Self-emp-inc,7688,0,Doctorate,60,True
57,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Some-college,50,False
19,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,20,False
38,White,Female,Married-civ-spouse,Wife,United-States,,,0,0,HS-grad,4,False
32,Black,Female,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,Some-college,40,False
45,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Self-emp-not-inc,0,0,Assoc-voc,3,False
66,White,Female,Divorced,Other-relative,United-States,,,0,0,Some-college,35,False
45,White,Female,Divorced,Not-in-family,United-States,Machine-op-inspct,Private,0,0,HS-grad,45,False
49,White,Male,Divorced,Unmarried,United-States,Handlers-cleaners,Local-gov,0,0,11th,40,False
32,White,Female,Divorced,Own-child,United-States,Sales,Private,0,0,10th,35,False
55,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Assoc-acdm,40,True
50,White,Male,Separated,Not-in-family,United-States,Prof-specialty,Self-emp-inc,0,0,Doctorate,40,True
24,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Vietnam,Transport-moving,Private,0,0,11th,40,False
56,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
36,White,Female,Separated,Unmarried,Canada,Prof-specialty,Self-emp-not-inc,0,0,Doctorate,10,False
18,White,Female,Never-married,Own-child,United-States,,,0,0,Some-college,40,False
26,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Federal-gov,0,0,Some-college,32,False
41,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,7688,0,Bachelors,45,True
26,White,Female,Never-married,Own-child,United-States,Exec-managerial,Private,0,0,Some-college,40,False
27,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Federal-gov,0,0,Bachelors,40,False
20,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,20,False
43,White,Female,Divorced,Unmarried,United-States,Prof-specialty,Local-gov,0,0,Bachelors,48,False
37,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,55,True
45,Black,Male,Married-civ-spouse,Husband,Haiti,Craft-repair,Self-emp-not-inc,0,0,10th,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
24,White,Female,Never-married,Own-child,United-States,Adm-clerical,State-gov,0,0,Assoc-voc,40,False
33,White,Female,Divorced,Not-in-family,United-States,Prof-specialty,State-gov,0,0,Some-college,40,False
63,White,Female,Married-spouse-absent,Other-relative,United-States,Adm-clerical,Private,0,0,Assoc-acdm,35,False
34,Black,Male,Never-married,Not-in-family,United-States,Farming-fishing,Local-gov,594,0,HS-grad,60,False
53,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Local-gov,0,0,HS-grad,40,False
20,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,Assoc-voc,60,True
48,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,0,0,Bachelors,38,True
23,Amer-Indian-Eskimo,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,Some-college,40,False
24,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
