age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
32,White,Female,Separated,Unmarried,United-States,Sales,Private,0,0,7th-8th,35,False
58,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Masters,40,True
42,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,HS-grad,40,False
18,Black,Male,Never-married,Own-child,United-States,,,0,0,10th,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,1977,Bachelors,45,True
50,White,Male,Divorced,Unmarried,,Craft-repair,Self-emp-not-inc,0,0,11th,40,False
73,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-not-inc,0,0,Some-college,25,False
30,White,Male,Never-married,Own-child,United-States,Protective-serv,Private,0,0,HS-grad,70,False
28,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
58,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-inc,0,0,Bachelors,40,True
50,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Local-gov,0,0,HS-grad,45,False
35,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,60,True
23,White,Male,Married-civ-spouse,Husband,Canada,Prof-specialty,Private,2407,0,Bachelors,6,False
22,White,Male,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,HS-grad,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,State-gov,0,0,Some-college,40,False
24,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,12,False
48,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Masters,40,True
34,Black,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Bachelors,40,False
18,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,25,False
22,White,Female,Never-married,Own-child,United-States,Exec-managerial,Local-gov,0,0,Some-college,25,False
35,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,60,False
38,White,Male,Divorced,Other-relative,United-States,Tech-support,Private,0,0,Bachelors,40,False
26,White,Male,Married-civ-spouse,Other-relative,United-States,Craft-repair,Private,0,0,10th,48,False
35,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Masters,50,False
27,White,Male,Never-married,Not-in-family,United-States,Transport-moving,Private,0,0,HS-grad,60,False
18,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,12th,30,False
42,White,Female,Married-civ-spouse,Wife,United-States,Machine-op-inspct,Private,0,0,Some-college,37,True
62,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Some-college,40,False
43,White,Male,Married-civ-spouse,Husband,Poland,Machine-op-inspct,Private,0,0,HS-grad,40,False
31,White,Male,Never-married,Own-child,United-States,Protective-serv,Local-gov,0,0,HS-grad,40,False
32,White,Male,Married-civ-spouse,Husband,Dominican-Republic,Protective-serv,Private,0,0,Some-college,46,False
21,White,Male,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Some-college,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,65,True
19,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
50,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,7th-8th,40,False
32,White,Male,Divorced,Not-in-family,United-States,Handlers-cleaners,Private,0,0,Some-college,16,False
40,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,1672,HS-grad,45,False
37,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,Assoc-voc,50,True
23,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,12th,40,True
50,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,60,True
31,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,50,False
28,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,0,Doctorate,50,True
27,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,0,Assoc-voc,35,False
38,White,Female,Widowed,Unmarried,United-States,Other-service,Private,0,0,HS-grad,20,False
40,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
23,White,Female,Divorced,Other-relative,United-States,Adm-clerical,Private,0,0,Some-college,20,False
71,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Prof-school,16,False
23,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Bachelors,60,False
37,White,Male,Divorced,Own-child,United-States,Handlers-cleaners,Private,0,1504,Some-college,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Masters,41,True
28,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,50,True
61,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Bachelors,40,True
37,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Federal-gov,0,0,HS-grad,40,True
23,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,32,False
24,White,Female,Never-married,Own-child,United-States,Craft-repair,Private,0,0,Some-college,45,False
17,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,11th,25,False
31,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Masters,50,True
37,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,True
23,White,Female,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Bachelors,30,False
54,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,98,False
43,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,1887,HS-grad,80,True
37,Black,Male,Separated,Not-in-family,United-States,Handlers-cleaners,Private,0,0,Some-college,35,False
31,White,Female,Divorced,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
42,White,Male,Divorced,Unmarried,United-States,Exec-managerial,Local-gov,0,0,HS-grad,40,False
48,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Some-college,65,True
23,Other,Male,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Some-college,25,False
23,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,11th,3,False
58,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Local-gov,0,0,HS-grad,40,False
20,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
74,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,1648,Some-college,35,False
38,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Trinadad&Tobago,Adm-clerical,Private,0,0,HS-grad,48,False
36,White,Female,Never-married,Own-child,United-States,,,0,0,Bachelors,50,False
18,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,10th,30,False
51,White,Male,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Masters,55,True
44,White,Male,Divorced,Not-in-family,Portugal,Craft-repair,Self-emp-inc,0,0,HS-grad,60,False
52,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,0,Prof-school,50,True
50,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,40,False
31,White,Female,Never-married,Own-child,Cuba,Exec-managerial,Federal-gov,0,0,Bachelors,40,False
41,White,Male,Married-civ-spouse,Husband,Canada,Exec-managerial,Private,15024,0,Doctorate,50,True
33,Black,Male,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Masters,50,False
38,White,Male,Married-civ-spouse,Husband,Poland,Craft-repair,Private,0,0,Masters,50,False
71,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,7th-8th,50,False
28,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,Some-college,40,False
67,White,Female,Widowed,Not-in-family,United-States,Other-service,Self-emp-not-inc,0,0,HS-grad,20,False
50,Black,Female,Separated,Unmarried,United-States,Exec-managerial,Local-gov,6497,0,HS-grad,35,False
25,Black,Female,Never-married,Unmarried,United-States,,,0,0,HS-grad,40,False
50,White,Female,Widowed,Not-in-family,United-States,Other-service,State-gov,0,0,HS-grad,37,False
45,Asian-Pac-Islander,Female,Divorced,Not-in-family,Japan,Adm-clerical,Private,0,1590,HS-grad,40,False
28,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,HS-grad,40,False
53,White,Female,Separated,Unmarried,United-States,Exec-managerial,Private,0,0,Assoc-acdm,40,False
59,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,44,True
39,White,Male,Never-married,Not-in-family,United-States,Craft-repair,Self-emp-not-inc,0,0,Some-college,25,False
26,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,52,True
57,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,0,0,HS-grad,1,False
61,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Local-gov,4064,0,Doctorate,40,False
49,Black,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
24,Other,Male,Never-married,Other-relative,Guatemala,Craft-repair,Private,0,0,9th,58,False
61,Black,Female,Widowed,Not-in-family,United-States,Other-service,Private,0,0,7th-8th,21,False
26,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,10th,55,False
56,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Federal-gov,7688,0,Bachelors,40,True
19,White,Male,Never-married,Other-relative,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
40,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Federal-gov,0,0,Some-college,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,99999,0,Doctorate,55,True
43,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,Assoc-acdm,40,False
35,White,Female,Married-civ-spouse,Wife,United-States,Exec-managerial,Private,0,0,HS-grad,40,True
39,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Federal-gov,0,0,HS-grad,40,False
17,White,Female,Never-married,Own-child,United-States,,,0,0,11th,20,False
20,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,40,False
22,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,45,False
44,White,Female,Divorced,Unmarried,,Prof-specialty,Local-gov,0,0,Masters,16,False
37,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,50,True
31,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,40,True
29,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Masters,40,False
