age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
54,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,40,False
52,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,Bachelors,60,False
39,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,40,True
47,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,True
58,White,Male,Divorced,Not-in-family,United-States,Exec-managerial,Self-emp-not-inc,0,0,HS-grad,70,False
34,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,45,True
36,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
50,White,Male,Married-civ-spouse,Husband,Italy,Exec-managerial,Self-emp-not-inc,0,0,Bachelors,40,True
38,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,55,True
21,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,40,False
23,Other,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,9th,55,False
54,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,37,False
47,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,5013,0,HS-grad,24,False
38,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,7298,0,Some-college,60,True
52,White,Male,Never-married,Unmarried,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
35,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Masters,45,True
55,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,HS-grad,15,False
48,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Assoc-voc,40,True
33,White,Male,Married-civ-spouse,Husband,United-States,Other-service,State-gov,0,0,10th,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,False
37,White,Female,Divorced,Own-child,United-States,Sales,Self-emp-not-inc,0,0,HS-grad,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,55,False
42,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,99,True
39,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,1977,Masters,45,True
30,White,Male,Never-married,Other-relative,Mexico,Craft-repair,Private,0,0,Some-college,40,False
26,White,Male,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,50,False
54,White,Female,Never-married,Not-in-family,United-States,,,0,0,7th-8th,25,False
19,White,Female,Married-civ-spouse,Own-child,United-States,,,0,0,HS-grad,20,False
49,White,Male,Married-civ-spouse,Other-relative,Italy,Other-service,Local-gov,0,0,HS-grad,40,False
42,White,Female,Divorced,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,25,False
51,White,Female,Widowed,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
42,White,Male,Separated,Unmarried,United-States,,,0,0,HS-grad,40,False
47,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Private,0,0,Bachelors,65,False
34,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,9th,40,False
23,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,55,False
52,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,State-gov,0,0,HS-grad,40,True
48,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,2415,Bachelors,50,True
66,White,Female,Widowed,Not-in-family,United-States,Exec-managerial,Private,0,0,HS-grad,25,False
37,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,48,True
21,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
35,White,Female,Never-married,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Private,0,0,HS-grad,20,False
21,White,Female,Never-married,Not-in-family,United-States,Other-service,State-gov,0,0,Some-college,35,False
38,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Self-emp-not-inc,0,0,Prof-school,32,False
40,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Some-college,40,False
21,White,Male,Never-married,Unmarried,United-States,Craft-repair,Private,0,0,HS-grad,50,False
