age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
40,White,Female,Married-civ-spouse,Wife,United-States,Exec-managerial,Private,0,0,Bachelors,45,True
58,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,True
53,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,State-gov,0,0,Doctorate,40,True
55,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,True
49,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Some-college,40,False
28,Black,Male,Never-married,Other-relative,United-States,Handlers-cleaners,Local-gov,0,0,HS-grad,40,False
33,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,43,False
27,White,Male,Never-married,Not-in-family,Mexico,Other-service,Private,0,0,10th,60,False
31,White,Female,Never-married,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,56,False
39,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-not-inc,0,0,HS-grad,40,False
41,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Some-college,40,False
62,Black,Male,Widowed,Not-in-family,United-States,,,0,0,7th-8th,40,False
48,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-inc,0,0,HS-grad,40,True
33,White,Male,Never-married,Own-child,El-Salvador,Craft-repair,Private,0,0,HS-grad,40,False
64,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Local-gov,0,0,HS-grad,40,False
28,White,Male,Never-married,Not-in-family,Columbia,Craft-repair,Private,0,0,5th-6th,40,False
40,White,Female,Separated,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
22,White,Male,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,20,False
20,Black,Male,Married-civ-spouse,Own-child,United-States,Sales,Private,0,0,HS-grad,32,False
39,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-inc,0,0,Assoc-voc,60,True
34,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
24,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,35,False
60,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,7688,0,Some-college,50,True
22,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,12th,40,False
55,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,1672,HS-grad,45,False
34,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,Assoc-voc,45,False
21,White,Female,Never-married,Not-in-family,United-States,,,1055,0,HS-grad,40,False
28,Asian-Pac-Islander,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Assoc-voc,45,False
47,White,Female,Divorced,Not-in-family,United-States,Exec-managerial,Private,0,0,Some-college,48,False
50,Asian-Pac-Islander,Male,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,Assoc-acdm,40,False
17,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,11th,16,False
42,White,Male,Divorced,Not-in-family,United-States,Machine-op-inspct,Private,0,1590,Some-college,40,False
75,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,20,False
58,White,Female,Married-civ-spouse,Wife,United-States,Sales,Private,0,0,HS-grad,38,False
28,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Private,0,0,HS-grad,50,False
47,Black,Female,Divorced,Not-in-family,United-States,Transport-moving,Private,0,0,11th,40,False
50,White,Male,Divorced,Not-in-family,United-States,Exec-managerial,Self-emp-inc,0,0,Masters,80,True
42,Black,Female,Divorced,Not-in-family,United-States,Machine-op-inspct,Private,0,0,9th,46,False
29,White,Female,Divorced,Own-child,United-States,,,0,0,Some-college,15,False
22,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,Some-college,40,False
44,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,56,True
18,White,Male,Never-married,Not-in-family,United-States,Sales,Private,0,0,10th,20,False
19,White,Female,Never-married,Other-relative,Mexico,Sales,Private,0,0,HS-grad,28,False
51,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,State-gov,0,0,HS-grad,45,False
39,White,Female,Divorced,Unmarried,United-States,Craft-repair,Local-gov,0,0,HS-grad,40,False
27,White,Male,Married-civ-spouse,Husband,Mexico,Other-service,Private,0,0,5th-6th,52,False
66,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,7th-8th,50,False
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,11th,15,False
28,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,40,False
17,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,11th,30,False
28,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Philippines,Exec-managerial,Private,0,0,Some-college,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,40,False
36,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,40,True
56,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,50,False
32,White,Female,Married-civ-spouse,Wife,United-States,Other-service,Private,0,0,12th,40,False
33,Black,Female,Never-married,Not-in-family,United-States,Exec-managerial,Federal-gov,0,0,Some-college,40,False
29,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
20,White,Female,Never-married,Own-child,United-States,Machine-op-inspct,Self-emp-inc,0,0,HS-grad,30,False
45,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Some-college,50,True
63,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,7th-8th,45,False
27,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,0,0,Bachelors,60,True
22,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,14084,0,HS-grad,60,True
45,Asian-Pac-Islander,Male,Never-married,Unmarried,United-States,Sales,Self-emp-inc,0,0,HS-grad,40,False
43,White,Male,Married-civ-spouse,Husband,United-States,Other-service,Local-gov,0,0,Some-college,40,False
