age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
27,White,Male,Separated,Not-in-family,United-States,Machine-op-inspct,Private,0,0,HS-grad,43,False
23,Asian-Pac-Islander,Male,Never-married,Own-child,Vietnam,Craft-repair,Private,14344,0,11th,40,True
46,White,Male,Married-civ-spouse,Husband,Guatemala,Machine-op-inspct,Private,3411,0,HS-grad,35,False
21,White,Male,Never-married,Other-relative,United-States,Machine-op-inspct,Private,0,0,Some-college,35,False
48,White,Female,Divorced,Unmarried,United-States,Prof-specialty,Private,0,0,Prof-school,25,False
35,White,Male,Divorced,Own-child,United-States,Craft-repair,Private,0,0,HS-grad,20,False
25,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Private,0,0,7th-8th,50,True
36,Black,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,15024,0,Prof-school,75,True
22,White,Male,Never-married,Not-in-family,United-States,Prof-specialty,State-gov,0,0,Bachelors,15,False
61,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Local-gov,0,0,Bachelors,63,True
19,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,12,False
46,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,Assoc-voc,45,False
25,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
42,White,Female,Divorced,Unmarried,United-States,Sales,Private,0,0,Bachelors,50,False
51,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Local-gov,0,0,Assoc-acdm,40,False
44,White,Male,Married-civ-spouse,Husband,,Prof-specialty,Private,99999,0,Bachelors,40,True
30,White,Male,Never-married,Not-in-family,United-States,Craft-repair,Private,0,0,HS-grad,45,False
56,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Private,0,0,HS-grad,40,False
55,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,4787,0,HS-grad,40,True
25,Asian-Pac-Islander,Male,Never-married,Own-child,China,Exec-managerial,Private,0,0,Some-college,40,False
55,Black,Male,Divorced,Not-in-family,United-States,Adm-clerical,Local-gov,0,0,Some-college,40,False
43,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,7298,0,Bachelors,50,True
19,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,12th,20,False
52,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,70,False
61,Black,Female,Divorced,Unmarried,United-States,Exec-managerial,State-gov,0,0,Bachelors,40,False
36,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Local-gov,0,0,HS-grad,40,False
30,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Iran,Prof-specialty,Private,0,1887,Masters,45,True
78,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,11th,10,False
55,White,Female,Separated,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
41,Black,Female,Divorced,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
35,White,Male,Divorced,Not-in-family,United-States,Sales,Private,0,0,Assoc-voc,40,False
42,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,5178,0,Bachelors,40,True
45,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,China,Prof-specialty,Private,0,0,Doctorate,45,True
51,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,50,False
37,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Assoc-acdm,45,False
61,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,7688,0,Some-college,40,True
26,White,Female,Never-married,Own-child,United-States,Prof-specialty,Local-gov,0,0,Bachelors,40,False
22,White,Male,Married-civ-spouse,Husband,Mexico,Machine-op-inspct,Private,0,0,7th-8th,40,False
32,Black,Female,Divorced,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
48,White,Female,Divorced,Unmarried,United-States,Prof-specialty,State-gov,0,0,Masters,40,False
48,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,15024,0,Bachelors,50,True
27,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
42,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,1485,Bachelors,60,False
23,White,Female,Never-married,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,30,False
28,White,Female,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Some-college,35,False
66,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-inc,0,0,7th-8th,40,True
64,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Self-emp-not-inc,0,0,Some-college,35,False
41,White,Female,Divorced,Unmarried,United-States,Prof-specialty,Local-gov,0,0,Masters,40,False
23,White,Male,Never-married,Own-child,United-States,,,0,0,Bachelors,35,False
27,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Laos,Machine-op-inspct,Private,2885,0,HS-grad,40,False
62,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,45,False
34,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Some-college,40,False
43,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,State-gov,0,0,Bachelors,40,False
34,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Assoc-voc,40,False
25,White,Male,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Some-college,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,40,True
26,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Local-gov,0,0,HS-grad,40,False
56,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,HS-grad,40,False
50,White,Male,Never-married,Not-in-family,United-States,Prof-specialty,State-gov,0,0,Masters,38,False
35,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,0,Assoc-voc,40,True
34,White,Male,Married-civ-spouse,Husband,Iran,Prof-specialty,Private,0,0,Bachelors,65,False
30,White,Male,Never-married,Other-relative,Vietnam,Machine-op-inspct,Private,0,0,HS-grad,40,False
38,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Bachelors,48,False
41,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,10th,60,False
41,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Bachelors,35,True
29,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
73,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Self-emp-not-inc,0,0,7th-8th,99,False
38,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,50,True
21,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,25,False
27,White,Male,Never-married,Not-in-family,United-States,Sales,Self-emp-not-inc,0,0,Bachelors,50,False
43,Black,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-inc,0,0,Prof-school,99,True
36,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,40,True
47,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,0,Some-college,40,False
21,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,HS-grad,25,False
51,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,0,0,Masters,50,True
26,White,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
31,White,Male,Never-married,Own-child,Mexico,Farming-fishing,Private,0,0,5th-6th,25,False
47,White,Male,Married-civ-spouse,Husband,Iran,Craft-repair,Self-emp-not-inc,0,0,Some-college,40,True
46,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
17,White,Female,Never-married,Other-relative,United-States,Other-service,Private,0,0,11th,20,False
37,White,Male,Married-civ-spouse,Husband,United-States,Tech-support,Private,0,0,Assoc-acdm,50,True
37,Asian-Pac-Islander,Female,Divorced,Not-in-family,,,,0,0,HS-grad,42,False
47,White,Male,Divorced,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,65,False
41,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,60,False
35,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,HS-grad,20,False
37,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,50,True
50,Black,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
60,White,Female,Separated,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,25,False
17,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,10th,10,False
46,Black,Female,Separated,Not-in-family,Jamaica,Other-service,Private,0,0,HS-grad,45,False
56,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Some-college,40,False
34,Black,Female,Never-married,Unmarried,United-States,Other-service,Private,0,0,10th,20,False
64,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Local-gov,3471,0,HS-grad,40,False
35,Black,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,11th,40,False
34,White,Male,Divorced,Own-child,United-States,Exec-managerial,Private,0,0,Some-college,44,False
26,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,0,0,HS-grad,45,False
49,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,40,True
58,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,State-gov,0,0,HS-grad,40,False
