Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
24,White,Male,married,Husband,United States,office and administrative support,state government,0,0,associate's degree,30,False
59,White,Female,widowed,Not-in-family,United States,professional specialty,private sector employee,4650,0,bachelor's degree,37,False
28,White,Female,married,Wife,United States,professional specialty,state government,0,0,master's degree,50,True
30,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,48,False
67,White,Female,widowed,Not-in-family,United States,professional specialty,private sector employee,0,0,college for less than one year,16,False
31,White,Male,married,Husband,United States,protective services sector,local government,0,0,bachelor's degree,97,True
19,White,Female,separated,Own-child,United States,professional specialty,private sector employee,1055,0,finished 12th class without diploma,40,False
45,White,Male,widowed,Unmarried,United States,technology and support sector,private sector employee,0,0,associate's degree,40,True
39,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,bachelor's degree,40,False
31,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,50,False
34,White,Male,married,Husband,United States,professional specialty,state government,0,0,bachelor's degree,55,False
70,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector","owner of a non-incorporated business, professional practice, or farm",2653,0,college for less than one year,70,False
47,White,Female,divorced,Unmarried,United States,execution and management,private sector employee,0,0,high school graduate,43,False
58,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
29,White,Female,never married,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,18,False
48,Black,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,52,False
22,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,35,False
41,Asian-Pac-Islander,Male,never married,Not-in-family,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,master's degree,45,True
20,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,40,False
51,White,Male,married,Husband,United States,professional specialty,local government,0,1887,doctoral degree,40,True
33,White,Male,never married,Not-in-family,United States,execution and management,private sector employee,0,0,bachelor's degree,40,False
34,White,Female,married,Wife,United States,office and administrative support,"owner of a incorporated business, professional practice, or farm",0,0,associate's degree,36,False
60,White,Male,married,Husband,United States,,,0,0,college for less than one year,2,False
56,White,Female,widowed,Unmarried,Mexico,sales sector,private sector employee,0,0,high school graduate,25,False
22,White,Female,never married,Unmarried,United States,service sector,private sector employee,0,0,high school graduate,40,False
23,White,Male,never married,Not-in-family,Germany,craft and repair sector,private sector employee,0,0,finished 8th class,25,False
74,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,30,True
28,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
38,White,Male,divorced,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,32,False
33,White,Male,married,Husband,United States,execution and management,"owner of a incorporated business, professional practice, or farm",0,1887,associate's degree,60,True
46,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,50,False
46,White,Female,divorced,Not-in-family,United States,sales sector,private sector employee,0,0,college for less than one year,80,False
31,White,Male,married,Husband,United States,sales sector,state government,0,0,college for one or more years without a degree,40,True
55,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,finished 11th class,45,False
26,Black,Male,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,20,False
37,Asian-Pac-Islander,Male,married,Husband,Cambodia,craft and repair sector,private sector employee,0,0,bachelor's degree,40,True
41,White,Male,married,Husband,United States,"agriculture, forestry, and fisheries sector",state government,0,0,bachelor's degree,40,True
20,White,Female,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,finished 12th class without diploma,40,False
37,White,Male,divorced,Not-in-family,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,high school graduate,40,False
39,White,Male,married,Husband,United States,professional specialty,local government,0,0,master's degree,45,True
