age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
24,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,State-gov,0,0,Assoc-acdm,30,False
59,White,Female,Widowed,Not-in-family,United-States,Prof-specialty,Private,4650,0,Bachelors,37,False
28,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,State-gov,0,0,Masters,50,True
30,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,Some-college,48,False
67,White,Female,Widowed,Not-in-family,United-States,Prof-specialty,Private,0,0,Some-college,16,False
31,White,Male,Married-civ-spouse,Husband,United-States,Protective-serv,Local-gov,0,0,Bachelors,97,True
19,White,Female,Separated,Own-child,United-States,Prof-specialty,Private,1055,0,12th,40,False
45,White,Male,Widowed,Unmarried,United-States,Tech-support,Private,0,0,Assoc-acdm,40,True
39,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,Bachelors,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,50,False
34,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,State-gov,0,0,Bachelors,55,False
70,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Self-emp-not-inc,2653,0,Some-college,70,False
47,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,HS-grad,43,False
58,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
29,White,Female,Never-married,Not-in-family,United-States,Other-service,Private,0,0,Some-college,18,False
48,Black,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,52,False
22,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,35,False
41,Asian-Pac-Islander,Male,Never-married,Not-in-family,United-States,Exec-managerial,Self-emp-not-inc,0,0,Masters,45,True
20,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,40,False
51,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,1887,Doctorate,40,True
33,White,Male,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
34,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Self-emp-inc,0,0,Assoc-acdm,36,False
60,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,Some-college,2,False
56,White,Female,Widowed,Unmarried,Mexico,Sales,Private,0,0,HS-grad,25,False
22,White,Female,Never-married,Unmarried,United-States,Other-service,Private,0,0,HS-grad,40,False
23,White,Male,Never-married,Not-in-family,Germany,Craft-repair,Private,0,0,7th-8th,25,False
74,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,HS-grad,30,True
28,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
38,White,Male,Divorced,Not-in-family,United-States,Other-service,Private,0,0,HS-grad,32,False
33,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,1887,Assoc-acdm,60,True
46,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Some-college,50,False
46,White,Female,Divorced,Not-in-family,United-States,Sales,Private,0,0,Some-college,80,False
31,White,Male,Married-civ-spouse,Husband,United-States,Sales,State-gov,0,0,Assoc-voc,40,True
55,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,11th,45,False
26,Black,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,20,False
37,Asian-Pac-Islander,Male,Married-civ-spouse,Husband,Cambodia,Craft-repair,Private,0,0,Bachelors,40,True
41,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,State-gov,0,0,Bachelors,40,True
20,White,Female,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,12th,40,False
37,White,Male,Divorced,Not-in-family,United-States,Farming-fishing,Private,0,0,HS-grad,40,False
39,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Masters,45,True
49,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,11th,75,False
54,White,Female,Separated,Unmarried,United-States,Sales,Private,0,0,HS-grad,35,False
41,White,Male,Married-civ-spouse,Husband,Mexico,Transport-moving,Private,0,0,1st-4th,40,False
42,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,HS-grad,40,False
50,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-inc,0,0,Some-college,60,True
28,White,Female,Married-civ-spouse,Wife,United-States,Transport-moving,Private,0,0,Some-college,45,False
38,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,HS-grad,50,False
23,White,Male,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,40,False
23,Black,Male,Never-married,Not-in-family,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
36,Black,Female,Married-civ-spouse,Wife,Haiti,,,0,0,Assoc-acdm,21,False
30,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Local-gov,0,0,HS-grad,40,True
25,White,Male,Never-married,Own-child,United-States,Sales,Self-emp-not-inc,0,0,11th,40,False
25,White,Female,Never-married,Not-in-family,United-States,Other-service,Private,0,0,Bachelors,38,False
27,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,37,False
48,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Bachelors,40,True
50,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,Some-college,40,False
59,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,0,Bachelors,50,False
20,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,6,False
35,White,Female,Married-civ-spouse,Wife,United-States,,,0,0,HS-grad,12,False
35,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Some-college,60,False
22,Black,Male,Married-civ-spouse,Husband,United-States,Other-service,State-gov,0,0,Some-college,15,False
45,White,Male,Married-civ-spouse,Husband,United-States,Sales,Self-emp-inc,0,0,Bachelors,60,True
54,Black,Female,Widowed,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
36,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,Some-college,30,True
32,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,46,True
35,White,Female,Married-civ-spouse,Wife,United-States,,,5178,0,Assoc-acdm,12,True
17,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,12th,25,False
19,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,25,False
31,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,11th,51,False
35,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,HS-grad,40,False
34,White,Male,Never-married,Unmarried,United-States,Craft-repair,Private,2036,0,HS-grad,30,False
32,White,Female,Never-married,Unmarried,Mexico,Priv-house-serv,Private,0,0,HS-grad,40,False
48,Black,Female,Separated,Not-in-family,United-States,Adm-clerical,Local-gov,0,0,Assoc-acdm,40,False
75,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,10th,40,False
31,White,Female,Divorced,Not-in-family,United-States,,,0,0,HS-grad,99,False
21,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,Some-college,40,False
58,White,Female,Divorced,Other-relative,United-States,Sales,Private,0,0,HS-grad,32,False
20,White,Female,Never-married,Own-child,United-States,,,0,0,Some-college,18,False
24,Black,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,30,False
38,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,Bachelors,48,False
62,Black,Male,Married-civ-spouse,Husband,United-States,,,0,0,Some-college,35,True
28,Amer-Indian-Eskimo,Female,Never-married,Unmarried,United-States,Exec-managerial,Local-gov,0,0,HS-grad,35,False
45,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,40,True
28,White,Male,Never-married,Own-child,United-States,Protective-serv,Self-emp-not-inc,0,0,Bachelors,40,False
18,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,0,0,HS-grad,20,False
19,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
35,Black,Female,Widowed,Not-in-family,United-States,Other-service,Private,0,1980,10th,40,False
36,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,Assoc-voc,40,False
33,Black,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,State-gov,0,0,Bachelors,40,False
49,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,40,True
50,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-inc,0,0,Prof-school,45,True
21,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,State-gov,0,0,Some-college,15,False
43,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,HS-grad,40,False
19,Asian-Pac-Islander,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Assoc-voc,16,False
20,White,Female,Never-married,Own-child,United-States,,,0,0,Some-college,20,False
23,Asian-Pac-Islander,Male,Never-married,Own-child,Philippines,Machine-op-inspct,Private,0,0,HS-grad,40,False
54,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,7298,0,Bachelors,55,True
36,White,Male,Separated,Not-in-family,United-States,Transport-moving,Private,0,0,Some-college,40,False
26,White,Male,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
62,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,HS-grad,40,False
26,White,Male,Divorced,Unmarried,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,65,False
38,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,50,False
32,White,Male,Separated,Not-in-family,,Exec-managerial,Private,0,0,HS-grad,40,False
47,White,Female,Never-married,Not-in-family,United-States,Sales,Private,0,0,HS-grad,65,True
43,White,Female,Divorced,Not-in-family,United-States,,,0,0,Some-college,40,False
50,White,Female,Married-spouse-absent,Unmarried,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
65,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,20051,0,Masters,40,True
41,White,Female,Never-married,Not-in-family,United-States,Sales,Private,0,0,Bachelors,40,False
50,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
22,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
65,White,Female,Widowed,Not-in-family,United-States,Prof-specialty,Private,0,0,Doctorate,40,False
22,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Private,0,0,Some-college,35,False
29,Black,Female,Never-married,Other-relative,United-States,Other-service,Private,0,0,HS-grad,52,False
54,White,Male,Separated,Unmarried,United-States,Craft-repair,Private,0,0,9th,40,False
43,Black,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,5178,0,Some-college,40,True
45,White,Female,Divorced,Unmarried,United-States,Tech-support,State-gov,0,0,Assoc-voc,40,False
35,White,Female,Never-married,Own-child,United-States,Adm-clerical,State-gov,0,0,Some-college,38,False
42,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,99999,0,Prof-school,50,True
19,White,Male,Never-married,Own-child,United-States,Tech-support,Private,0,1719,Some-college,16,False
28,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,Some-college,35,False
22,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,40,False
45,Black,Female,Divorced,Unmarried,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
44,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,1st-4th,10,False
44,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,Some-college,40,False
41,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Self-emp-not-inc,0,2179,HS-grad,40,False
57,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Masters,60,True
26,White,Female,Divorced,Not-in-family,United-States,Prof-specialty,Private,5060,0,Some-college,40,False
60,Black,Female,Separated,Unmarried,United-States,Adm-clerical,Private,0,0,HS-grad,20,False
