age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
37,White,Female,Divorced,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
61,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,HS-grad,35,False
41,Black,Male,Divorced,Not-in-family,United-States,Prof-specialty,Private,0,0,Bachelors,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Assoc-voc,40,True
39,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,15024,0,Bachelors,99,True
22,White,Male,Married-civ-spouse,Husband,England,Prof-specialty,State-gov,0,0,Bachelors,20,False
41,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,11th,40,False
22,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,20,False
36,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,HS-grad,40,False
54,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
50,White,Female,Separated,Unmarried,United-States,Other-service,Private,0,0,HS-grad,35,False
63,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-inc,0,0,HS-grad,40,True
47,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Local-gov,0,0,Masters,60,True
35,White,Male,Never-married,Not-in-family,United-States,Craft-repair,Private,0,0,Masters,50,True
57,White,Male,Never-married,Not-in-family,United-States,Protective-serv,Private,0,0,Some-college,40,False
35,Black,Female,Never-married,Unmarried,United-States,,,0,0,HS-grad,40,False
19,White,Male,Never-married,Own-child,United-States,Craft-repair,Self-emp-not-inc,0,0,Some-college,20,False
63,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,Bachelors,50,True
57,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Masters,60,True
33,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,10th,40,False
18,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,11th,20,False
51,Black,Male,Divorced,Unmarried,United-States,Transport-moving,Local-gov,0,0,HS-grad,40,False
29,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Private,0,0,Bachelors,35,True
49,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Local-gov,0,0,Bachelors,50,False
47,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,60,True
46,White,Female,Married-civ-spouse,Wife,United-States,Exec-managerial,Private,0,0,Some-college,40,True
28,White,Male,Separated,Not-in-family,United-States,Other-service,Private,0,0,11th,40,False
41,White,Female,Married-civ-spouse,Wife,United-States,Tech-support,Private,0,0,Bachelors,25,True
19,White,Female,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,15,False
48,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
21,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,Bachelors,40,True
