age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
41.0,technician,married,secondary,no,741.0,yes,no,cellular,6.0,may,606.0,3.0,335.0,6.0,other,False
29.0,blue-collar,single,secondary,no,353.0,yes,no,unknown,4.0,jun,184.0,1.0,-1.0,0.0,unknown,False
32.0,technician,married,tertiary,no,52.0,yes,yes,cellular,5.0,may,188.0,1.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,secondary,no,1969.0,yes,yes,cellular,13.0,may,87.0,1.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,primary,no,453.0,yes,no,cellular,16.0,apr,176.0,1.0,330.0,2.0,failure,False
33.0,admin.,divorced,secondary,no,1128.0,yes,no,unknown,8.0,may,139.0,2.0,-1.0,0.0,unknown,False
46.0,technician,married,secondary,no,152.0,no,no,cellular,9.0,jul,72.0,1.0,-1.0,0.0,unknown,False
29.0,blue-collar,single,unknown,no,694.0,yes,yes,cellular,16.0,jul,1806.0,4.0,-1.0,0.0,unknown,True
48.0,admin.,married,secondary,no,490.0,no,no,cellular,6.0,aug,136.0,2.0,-1.0,0.0,unknown,False
49.0,services,divorced,secondary,no,933.0,no,yes,cellular,29.0,jul,92.0,33.0,-1.0,0.0,unknown,False
35.0,blue-collar,married,secondary,no,5639.0,yes,no,cellular,20.0,nov,945.0,2.0,-1.0,0.0,unknown,True
45.0,technician,divorced,secondary,no,54.0,no,no,cellular,29.0,aug,83.0,3.0,-1.0,0.0,unknown,False
59.0,retired,married,primary,no,6955.0,no,yes,unknown,20.0,jun,179.0,10.0,-1.0,0.0,unknown,False
45.0,unemployed,single,secondary,no,0.0,yes,no,cellular,17.0,nov,113.0,2.0,-1.0,0.0,unknown,False
39.0,technician,single,secondary,no,1104.0,no,no,cellular,7.0,aug,395.0,2.0,-1.0,0.0,unknown,True
41.0,blue-collar,married,secondary,no,1334.0,yes,no,cellular,20.0,apr,234.0,5.0,-1.0,0.0,unknown,False
51.0,technician,married,secondary,no,52.0,no,no,cellular,13.0,aug,114.0,2.0,-1.0,0.0,unknown,False
28.0,self-employed,single,tertiary,no,1579.0,no,no,cellular,13.0,jan,163.0,1.0,91.0,3.0,failure,True
31.0,blue-collar,single,primary,no,-443.0,yes,no,unknown,28.0,may,507.0,1.0,-1.0,0.0,unknown,False
38.0,blue-collar,married,secondary,no,526.0,yes,yes,unknown,23.0,may,553.0,2.0,-1.0,0.0,unknown,False
40.0,blue-collar,divorced,secondary,no,181.0,no,no,unknown,12.0,jun,89.0,6.0,-1.0,0.0,unknown,False
45.0,services,married,secondary,no,-3.0,yes,no,unknown,13.0,may,213.0,1.0,-1.0,0.0,unknown,False
35.0,management,married,tertiary,no,4286.0,yes,no,unknown,9.0,may,357.0,1.0,-1.0,0.0,unknown,False
53.0,blue-collar,married,primary,no,238.0,yes,no,cellular,11.0,may,238.0,2.0,361.0,5.0,failure,False
48.0,management,married,tertiary,no,1567.0,yes,no,cellular,20.0,aug,77.0,3.0,-1.0,0.0,unknown,False
34.0,management,married,tertiary,no,6808.0,yes,no,cellular,21.0,nov,8.0,3.0,-1.0,0.0,unknown,False
45.0,technician,married,secondary,no,-312.0,yes,no,cellular,16.0,jul,268.0,1.0,-1.0,0.0,unknown,False
39.0,management,married,tertiary,no,346.0,no,no,cellular,30.0,jul,230.0,3.0,-1.0,0.0,unknown,False
56.0,technician,married,primary,no,284.0,no,no,cellular,4.0,feb,177.0,1.0,197.0,9.0,failure,False
31.0,technician,single,secondary,no,628.0,yes,no,unknown,12.0,may,1083.0,2.0,-1.0,0.0,unknown,False
51.0,admin.,married,secondary,no,684.0,yes,no,cellular,20.0,nov,68.0,1.0,-1.0,0.0,unknown,False
60.0,technician,divorced,secondary,no,0.0,no,no,unknown,6.0,jun,105.0,1.0,-1.0,0.0,unknown,False
42.0,technician,divorced,tertiary,no,343.0,no,no,cellular,25.0,aug,87.0,4.0,-1.0,0.0,unknown,False
39.0,services,married,secondary,no,208.0,no,yes,cellular,9.0,feb,122.0,2.0,-1.0,0.0,unknown,False
42.0,blue-collar,married,secondary,no,108.0,yes,no,telephone,31.0,jul,51.0,21.0,-1.0,0.0,unknown,False
52.0,technician,divorced,secondary,no,144.0,yes,no,cellular,15.0,may,362.0,1.0,-1.0,0.0,unknown,False
33.0,blue-collar,married,secondary,no,175.0,yes,no,unknown,15.0,may,392.0,2.0,-1.0,0.0,unknown,False
53.0,retired,married,secondary,no,366.0,no,yes,cellular,16.0,jul,171.0,6.0,-1.0,0.0,unknown,False
33.0,technician,married,secondary,no,804.0,no,yes,telephone,18.0,aug,212.0,2.0,-1.0,0.0,unknown,False
45.0,services,married,secondary,no,-158.0,yes,no,telephone,29.0,jul,340.0,1.0,-1.0,0.0,unknown,False
47.0,management,married,primary,no,52.0,yes,yes,unknown,15.0,may,140.0,1.0,-1.0,0.0,unknown,False
29.0,admin.,single,secondary,no,315.0,yes,no,unknown,2.0,jun,121.0,4.0,-1.0,0.0,unknown,False
33.0,blue-collar,married,primary,no,256.0,yes,no,unknown,21.0,may,151.0,2.0,-1.0,0.0,unknown,False
27.0,blue-collar,single,secondary,no,23.0,no,no,cellular,26.0,feb,590.0,2.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,primary,no,0.0,no,no,telephone,9.0,jul,39.0,1.0,-1.0,0.0,unknown,False
23.0,blue-collar,married,primary,no,-213.0,no,no,unknown,13.0,may,165.0,2.0,-1.0,0.0,unknown,False
31.0,admin.,single,secondary,no,-48.0,yes,no,unknown,16.0,may,254.0,17.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,primary,no,117.0,yes,no,unknown,7.0,may,113.0,2.0,-1.0,0.0,unknown,False
36.0,management,married,tertiary,no,396.0,no,no,cellular,21.0,nov,64.0,2.0,100.0,5.0,failure,False
44.0,technician,divorced,secondary,no,-357.0,yes,yes,unknown,28.0,may,318.0,2.0,-1.0,0.0,unknown,False
58.0,unemployed,married,secondary,no,0.0,no,no,unknown,3.0,jul,84.0,1.0,-1.0,0.0,unknown,False
55.0,retired,divorced,tertiary,no,0.0,no,no,cellular,18.0,may,616.0,1.0,370.0,1.0,success,True
43.0,blue-collar,married,primary,no,8.0,no,yes,cellular,21.0,jul,564.0,2.0,-1.0,0.0,unknown,False
44.0,management,married,tertiary,no,1383.0,no,no,cellular,22.0,aug,243.0,12.0,-1.0,0.0,unknown,False
31.0,self-employed,married,secondary,no,33.0,no,no,cellular,6.0,aug,165.0,4.0,-1.0,0.0,unknown,False
28.0,admin.,married,secondary,no,330.0,no,no,cellular,2.0,dec,357.0,1.0,188.0,3.0,other,True
42.0,self-employed,married,secondary,no,95.0,no,no,cellular,19.0,aug,119.0,6.0,-1.0,0.0,unknown,False
38.0,technician,married,secondary,no,625.0,yes,no,unknown,4.0,jun,140.0,2.0,-1.0,0.0,unknown,False
46.0,blue-collar,married,secondary,no,2836.0,yes,no,cellular,14.0,may,13.0,7.0,358.0,7.0,other,False
48.0,housemaid,married,tertiary,no,197.0,no,no,cellular,28.0,aug,256.0,8.0,-1.0,0.0,unknown,False
31.0,management,single,tertiary,no,938.0,no,no,cellular,14.0,jun,472.0,1.0,384.0,3.0,failure,False
40.0,management,married,tertiary,no,-117.0,yes,no,cellular,17.0,jul,770.0,2.0,-1.0,0.0,unknown,False
33.0,blue-collar,married,secondary,no,137.0,no,yes,cellular,18.0,jul,305.0,12.0,-1.0,0.0,unknown,False
35.0,admin.,married,secondary,no,1204.0,no,no,cellular,3.0,sep,789.0,2.0,-1.0,0.0,unknown,False
72.0,retired,married,primary,no,2304.0,no,no,telephone,5.0,may,510.0,4.0,-1.0,0.0,unknown,True
30.0,management,single,tertiary,no,220.0,no,yes,cellular,12.0,aug,111.0,2.0,-1.0,0.0,unknown,False
41.0,blue-collar,married,primary,no,-571.0,yes,yes,unknown,26.0,may,207.0,4.0,-1.0,0.0,unknown,False
60.0,blue-collar,married,secondary,no,2879.0,yes,no,cellular,5.0,aug,122.0,1.0,-1.0,0.0,unknown,False
57.0,admin.,married,secondary,no,100.0,no,no,unknown,28.0,may,23.0,16.0,-1.0,0.0,unknown,False
38.0,blue-collar,single,tertiary,no,263.0,yes,no,cellular,14.0,jul,84.0,6.0,-1.0,0.0,unknown,False
30.0,blue-collar,single,secondary,no,155.0,yes,yes,cellular,9.0,jul,1426.0,3.0,-1.0,0.0,unknown,True
41.0,admin.,married,secondary,no,2993.0,yes,no,cellular,22.0,jul,24.0,12.0,-1.0,0.0,unknown,False
45.0,management,married,tertiary,no,726.0,yes,yes,cellular,18.0,jul,199.0,1.0,-1.0,0.0,unknown,False
44.0,admin.,divorced,secondary,no,161.0,yes,no,unknown,7.0,may,89.0,2.0,-1.0,0.0,unknown,False
70.0,blue-collar,married,primary,no,3075.0,no,no,telephone,10.0,aug,74.0,1.0,-1.0,0.0,unknown,False
28.0,unemployed,married,secondary,no,655.0,yes,no,unknown,4.0,jun,606.0,2.0,-1.0,0.0,unknown,False
42.0,management,married,tertiary,no,1686.0,yes,yes,cellular,20.0,apr,522.0,4.0,-1.0,0.0,unknown,False
31.0,services,single,secondary,no,122.0,yes,no,cellular,4.0,feb,157.0,4.0,268.0,2.0,failure,False
47.0,technician,married,secondary,no,644.0,no,no,telephone,28.0,jan,54.0,3.0,160.0,13.0,failure,False
33.0,student,single,tertiary,no,3404.0,yes,no,unknown,2.0,jun,312.0,3.0,-1.0,0.0,unknown,False
40.0,management,single,tertiary,no,-275.0,yes,no,unknown,8.0,may,219.0,2.0,-1.0,0.0,unknown,False
43.0,admin.,single,secondary,no,250.0,yes,no,cellular,4.0,feb,390.0,2.0,-1.0,0.0,unknown,False
43.0,management,divorced,tertiary,no,171.0,no,no,cellular,18.0,aug,67.0,2.0,-1.0,0.0,unknown,False
44.0,technician,married,secondary,no,1371.0,no,no,cellular,7.0,aug,159.0,3.0,-1.0,0.0,unknown,False
59.0,unemployed,divorced,secondary,no,2921.0,no,no,telephone,3.0,feb,251.0,1.0,-1.0,0.0,unknown,False
36.0,services,single,secondary,no,398.0,yes,yes,unknown,17.0,jun,77.0,2.0,-1.0,0.0,unknown,False
34.0,management,single,tertiary,no,1396.0,yes,no,cellular,17.0,jul,630.0,1.0,-1.0,0.0,unknown,False
29.0,admin.,single,secondary,no,596.0,yes,no,cellular,18.0,may,172.0,2.0,346.0,6.0,failure,False
35.0,admin.,divorced,secondary,no,1085.0,no,no,cellular,4.0,feb,195.0,6.0,97.0,12.0,other,True
52.0,services,divorced,secondary,no,238.0,yes,no,cellular,6.0,may,101.0,1.0,362.0,5.0,other,False
59.0,services,divorced,primary,no,6290.0,yes,no,cellular,17.0,apr,19.0,4.0,-1.0,0.0,unknown,False
41.0,management,single,tertiary,no,275.0,yes,no,cellular,18.0,nov,82.0,2.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,secondary,no,1587.0,yes,no,cellular,28.0,jul,200.0,2.0,-1.0,0.0,unknown,False
