age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
41,technician,married,secondary,no,741,yes,no,cellular,6,may,606,3,335,6,other,False
29,blue-collar,single,secondary,no,353,yes,no,unknown,4,jun,184,1,client was not previously contacted,0,unknown,False
32,technician,married,tertiary,no,52,yes,yes,cellular,5,may,188,1,client was not previously contacted,0,unknown,False
36,blue-collar,married,secondary,no,1969,yes,yes,cellular,13,may,87,1,client was not previously contacted,0,unknown,False
36,blue-collar,married,primary,no,453,yes,no,cellular,16,apr,176,1,330,2,failure,False
33,admin.,divorced,secondary,no,1128,yes,no,unknown,8,may,139,2,client was not previously contacted,0,unknown,False
46,technician,married,secondary,no,152,no,no,cellular,9,jul,72,1,client was not previously contacted,0,unknown,False
29,blue-collar,single,unknown,no,694,yes,yes,cellular,16,jul,1806,4,client was not previously contacted,0,unknown,True
48,admin.,married,secondary,no,490,no,no,cellular,6,aug,136,2,client was not previously contacted,0,unknown,False
49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,client was not previously contacted,0,unknown,False
35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,client was not previously contacted,0,unknown,True
45,technician,divorced,secondary,no,54,no,no,cellular,29,aug,83,3,client was not previously contacted,0,unknown,False
59,retired,married,primary,no,6955,no,yes,unknown,20,jun,179,10,client was not previously contacted,0,unknown,False
45,unemployed,single,secondary,no,0,yes,no,cellular,17,nov,113,2,client was not previously contacted,0,unknown,False
39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,client was not previously contacted,0,unknown,True
41,blue-collar,married,secondary,no,1334,yes,no,cellular,20,apr,234,5,client was not previously contacted,0,unknown,False
51,technician,married,secondary,no,52,no,no,cellular,13,aug,114,2,client was not previously contacted,0,unknown,False
28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,True
31,blue-collar,single,primary,no,-443,yes,no,unknown,28,may,507,1,client was not previously contacted,0,unknown,False
38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,client was not previously contacted,0,unknown,False
40,blue-collar,divorced,secondary,no,181,no,no,unknown,12,jun,89,6,client was not previously contacted,0,unknown,False
45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,client was not previously contacted,0,unknown,False
35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,client was not previously contacted,0,unknown,False
53,blue-collar,married,primary,no,238,yes,no,cellular,11,may,238,2,361,5,failure,False
48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,client was not previously contacted,0,unknown,False
34,management,married,tertiary,no,6808,yes,no,cellular,21,nov,8,3,client was not previously contacted,0,unknown,False
45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268,1,client was not previously contacted,0,unknown,False
39,management,married,tertiary,no,346,no,no,cellular,30,jul,230,3,client was not previously contacted,0,unknown,False
