age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
42,technician,divorced,secondary,no,0,yes,no,unknown,30,may,115,6,client was not previously contacted,0,unknown,False
39,technician,single,tertiary,no,741,yes,no,cellular,7,may,69,1,client was not previously contacted,0,unknown,False
33,student,single,unknown,no,86,no,no,cellular,22,may,136,1,client was not previously contacted,0,unknown,False
39,admin.,married,secondary,no,8,yes,no,telephone,15,may,155,6,client was not previously contacted,0,unknown,False
43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,client was not previously contacted,0,unknown,True
37,services,married,secondary,no,1960,yes,yes,cellular,15,oct,246,5,client was not previously contacted,0,unknown,False
40,technician,single,secondary,no,1001,yes,yes,cellular,7,may,148,1,client was not previously contacted,0,unknown,False
40,blue-collar,married,secondary,no,1313,no,no,unknown,14,may,87,1,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,2344,yes,no,cellular,14,aug,221,6,client was not previously contacted,0,unknown,False
50,admin.,married,secondary,no,3258,no,yes,cellular,14,jul,56,2,client was not previously contacted,0,unknown,False
45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,True
28,management,married,tertiary,no,1246,no,no,cellular,4,feb,239,2,client was not previously contacted,0,unknown,False
38,services,single,secondary,no,1076,no,no,unknown,9,jun,69,6,client was not previously contacted,0,unknown,False
33,blue-collar,married,secondary,no,596,yes,no,cellular,18,nov,77,1,127,3,failure,False
40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,other,False
57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure,True
31,unemployed,single,secondary,no,2066,no,yes,cellular,21,aug,162,2,client was not previously contacted,0,unknown,False
36,management,single,tertiary,no,2032,no,yes,cellular,20,nov,736,1,client was not previously contacted,0,unknown,True
36,blue-collar,married,primary,no,4608,yes,no,cellular,14,may,284,7,client was not previously contacted,0,unknown,False
58,unemployed,married,tertiary,no,1798,yes,no,cellular,5,feb,19,8,client was not previously contacted,0,unknown,False
45,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,473,2,283,1,success,True
56,entrepreneur,married,tertiary,no,21,no,no,cellular,21,jul,118,3,client was not previously contacted,0,unknown,False
35,management,single,tertiary,no,1064,yes,no,cellular,6,feb,69,2,261,1,other,False
34,unemployed,single,secondary,no,9,yes,no,unknown,14,may,153,2,client was not previously contacted,0,unknown,False
29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,client was not previously contacted,0,unknown,False
32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,may,427,1,client was not previously contacted,0,unknown,False
31,technician,married,secondary,no,0,yes,yes,cellular,10,jul,114,1,client was not previously contacted,0,unknown,False
48,blue-collar,married,primary,no,0,no,yes,cellular,17,nov,479,1,client was not previously contacted,0,unknown,False
51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,client was not previously contacted,0,unknown,True
35,management,married,tertiary,no,1361,no,yes,cellular,7,jul,15,11,client was not previously contacted,0,unknown,False
37,management,single,tertiary,no,10269,yes,no,cellular,18,may,28,2,client was not previously contacted,0,unknown,False
34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,client was not previously contacted,0,unknown,False
27,services,single,secondary,no,2153,yes,no,unknown,30,may,256,6,client was not previously contacted,0,unknown,False
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,client was not previously contacted,0,unknown,False
49,housemaid,married,primary,no,3436,no,no,unknown,16,jun,171,2,client was not previously contacted,0,unknown,False
48,services,married,secondary,no,35,no,no,cellular,6,aug,232,4,client was not previously contacted,0,unknown,False
34,management,married,secondary,no,29,no,yes,cellular,17,jul,94,2,client was not previously contacted,0,unknown,False
32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,client was not previously contacted,0,unknown,True
25,management,single,tertiary,no,145,no,no,cellular,5,feb,145,1,182,1,failure,False
31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,may,299,3,client was not previously contacted,0,unknown,False
38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,227,1,client was not previously contacted,0,unknown,True
41,technician,married,secondary,no,2185,yes,no,cellular,7,apr,157,4,309,4,other,False
40,services,married,primary,no,44,yes,no,unknown,16,may,144,1,client was not previously contacted,0,unknown,False
44,blue-collar,married,primary,no,4581,yes,no,cellular,15,apr,520,3,146,2,failure,False
32,blue-collar,single,secondary,no,3201,yes,no,cellular,20,nov,98,1,178,5,failure,False
38,management,married,tertiary,no,184,no,no,cellular,10,feb,64,2,188,2,failure,False
37,self-employed,single,secondary,no,125,no,no,unknown,5,jun,56,1,client was not previously contacted,0,unknown,False
60,housemaid,married,primary,no,182,no,no,cellular,26,apr,166,5,181,5,failure,False
24,student,single,secondary,no,1719,no,no,cellular,13,aug,161,4,client was not previously contacted,0,unknown,False
36,management,married,tertiary,no,2813,yes,no,cellular,7,aug,88,3,client was not previously contacted,0,unknown,False
59,blue-collar,divorced,primary,no,55,no,no,cellular,7,jul,13,20,client was not previously contacted,0,unknown,False
