age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
40.0,self-employed,married,tertiary,no,13669.0,no,no,cellular,15.0,oct,138.0,1.0,136.0,8.0,other,False
52.0,retired,married,secondary,no,5423.0,no,yes,cellular,17.0,nov,93.0,1.0,115.0,1.0,failure,False
30.0,management,married,tertiary,no,739.0,no,no,cellular,17.0,mar,163.0,2.0,-1.0,0.0,unknown,False
58.0,retired,married,primary,no,0.0,no,no,cellular,4.0,aug,506.0,1.0,-1.0,0.0,unknown,False
43.0,services,divorced,secondary,no,130.0,yes,no,unknown,8.0,may,193.0,1.0,-1.0,0.0,unknown,False
35.0,management,single,tertiary,no,304.0,yes,no,cellular,19.0,nov,274.0,2.0,-1.0,0.0,unknown,False
33.0,management,single,tertiary,no,1724.0,no,no,cellular,3.0,feb,252.0,6.0,-1.0,0.0,unknown,False
34.0,services,single,secondary,no,1239.0,yes,no,unknown,23.0,may,164.0,1.0,-1.0,0.0,unknown,False
45.0,management,divorced,tertiary,no,2307.0,no,no,cellular,14.0,aug,126.0,3.0,-1.0,0.0,unknown,False
27.0,services,single,secondary,no,194.0,yes,no,unknown,16.0,may,326.0,1.0,-1.0,0.0,unknown,False
47.0,services,married,secondary,no,223.0,no,no,cellular,15.0,may,133.0,2.0,-1.0,0.0,unknown,False
27.0,management,single,tertiary,no,948.0,yes,no,cellular,12.0,mar,121.0,2.0,207.0,1.0,failure,False
40.0,entrepreneur,divorced,tertiary,no,224.0,no,no,unknown,20.0,jun,606.0,1.0,-1.0,0.0,unknown,False
58.0,technician,married,secondary,no,86.0,no,no,cellular,30.0,jul,95.0,3.0,-1.0,0.0,unknown,False
46.0,technician,divorced,secondary,no,111.0,yes,no,cellular,19.0,nov,178.0,3.0,183.0,2.0,other,False
58.0,blue-collar,single,primary,no,26.0,yes,no,cellular,12.0,may,600.0,4.0,-1.0,0.0,unknown,False
43.0,blue-collar,married,secondary,no,500.0,yes,no,cellular,14.0,jul,324.0,2.0,-1.0,0.0,unknown,False
41.0,technician,single,secondary,no,-618.0,yes,yes,cellular,11.0,jul,215.0,1.0,-1.0,0.0,unknown,False
26.0,services,single,secondary,no,335.0,no,no,telephone,29.0,jan,393.0,2.0,-1.0,0.0,unknown,False
48.0,services,married,secondary,no,400.0,yes,yes,cellular,13.0,aug,158.0,1.0,-1.0,0.0,unknown,False
46.0,unemployed,divorced,primary,no,23.0,no,no,cellular,21.0,nov,344.0,1.0,-1.0,0.0,unknown,False
53.0,entrepreneur,married,primary,no,943.0,yes,yes,unknown,5.0,jun,314.0,2.0,-1.0,0.0,unknown,False
40.0,admin.,single,tertiary,no,283.0,yes,no,cellular,20.0,apr,222.0,1.0,153.0,4.0,failure,False
53.0,entrepreneur,married,tertiary,no,1961.0,no,no,cellular,15.0,dec,351.0,1.0,-1.0,0.0,unknown,True
31.0,technician,single,secondary,no,4028.0,no,yes,cellular,25.0,aug,139.0,5.0,-1.0,0.0,unknown,False
52.0,management,married,secondary,no,638.0,yes,no,cellular,23.0,jul,213.0,1.0,-1.0,0.0,unknown,False
33.0,technician,single,tertiary,no,34.0,no,no,cellular,28.0,aug,13.0,30.0,-1.0,0.0,unknown,False
56.0,blue-collar,married,primary,no,862.0,yes,yes,unknown,7.0,may,198.0,2.0,-1.0,0.0,unknown,False
31.0,technician,single,secondary,no,388.0,no,no,cellular,11.0,aug,144.0,2.0,-1.0,0.0,unknown,False
29.0,management,single,tertiary,no,176.0,no,no,cellular,9.0,feb,204.0,2.0,-1.0,0.0,unknown,False
42.0,blue-collar,married,primary,no,0.0,yes,no,telephone,31.0,jul,190.0,4.0,-1.0,0.0,unknown,False
53.0,management,divorced,tertiary,no,-187.0,yes,no,cellular,31.0,jul,27.0,2.0,-1.0,0.0,unknown,False
33.0,blue-collar,married,secondary,no,61.0,yes,no,unknown,26.0,may,129.0,3.0,-1.0,0.0,unknown,False
32.0,management,married,secondary,no,0.0,no,no,cellular,20.0,aug,162.0,4.0,-1.0,0.0,unknown,False
42.0,technician,divorced,secondary,no,611.0,yes,no,cellular,16.0,apr,804.0,2.0,262.0,5.0,failure,False
36.0,technician,married,secondary,no,30.0,no,no,cellular,27.0,aug,111.0,2.0,-1.0,0.0,unknown,False
60.0,blue-collar,married,primary,no,109.0,no,no,unknown,27.0,jun,349.0,5.0,-1.0,0.0,unknown,False
38.0,admin.,married,secondary,no,47.0,yes,no,cellular,4.0,may,288.0,5.0,-1.0,0.0,unknown,True
27.0,technician,single,secondary,no,489.0,yes,no,cellular,30.0,jul,356.0,4.0,-1.0,0.0,unknown,True
41.0,services,married,secondary,no,1445.0,no,no,cellular,21.0,nov,104.0,3.0,-1.0,0.0,unknown,False
30.0,technician,married,secondary,no,2326.0,no,no,cellular,22.0,jun,67.0,1.0,108.0,1.0,success,False
44.0,technician,married,secondary,no,111.0,yes,yes,cellular,25.0,jul,356.0,3.0,-1.0,0.0,unknown,False
28.0,admin.,single,tertiary,no,282.0,yes,yes,cellular,3.0,feb,329.0,1.0,-1.0,0.0,unknown,False
55.0,retired,married,secondary,no,2312.0,no,no,unknown,12.0,jun,60.0,1.0,-1.0,0.0,unknown,False
39.0,technician,single,secondary,no,709.0,yes,no,cellular,10.0,jul,441.0,1.0,-1.0,0.0,unknown,False
44.0,blue-collar,married,primary,no,67.0,yes,no,unknown,6.0,may,220.0,2.0,-1.0,0.0,unknown,False
58.0,management,married,tertiary,no,5680.0,no,no,unknown,18.0,jun,114.0,1.0,-1.0,0.0,unknown,False
51.0,management,married,tertiary,no,346.0,no,no,cellular,12.0,nov,134.0,2.0,192.0,3.0,failure,True
51.0,management,married,tertiary,no,1612.0,yes,no,cellular,18.0,nov,61.0,2.0,131.0,1.0,failure,False
64.0,retired,married,tertiary,no,2059.0,no,yes,cellular,9.0,nov,326.0,1.0,95.0,1.0,other,False
44.0,blue-collar,divorced,unknown,no,284.0,no,no,cellular,3.0,feb,167.0,4.0,187.0,5.0,other,False
36.0,management,married,tertiary,no,9.0,no,no,cellular,11.0,aug,386.0,4.0,-1.0,0.0,unknown,True
45.0,management,married,tertiary,no,203.0,no,no,unknown,16.0,jun,202.0,4.0,-1.0,0.0,unknown,False
23.0,services,married,secondary,no,0.0,yes,yes,unknown,26.0,may,90.0,5.0,-1.0,0.0,unknown,False
55.0,blue-collar,married,primary,no,3957.0,no,yes,cellular,4.0,feb,79.0,2.0,-1.0,0.0,unknown,False
34.0,services,divorced,secondary,no,0.0,yes,yes,unknown,20.0,may,203.0,1.0,-1.0,0.0,unknown,False
28.0,technician,single,secondary,no,584.0,yes,no,cellular,13.0,may,354.0,1.0,370.0,2.0,failure,False
28.0,blue-collar,single,secondary,no,6307.0,yes,no,unknown,28.0,may,615.0,1.0,-1.0,0.0,unknown,False
45.0,management,married,tertiary,no,726.0,yes,yes,cellular,18.0,jul,199.0,1.0,-1.0,0.0,unknown,False
60.0,management,married,tertiary,no,0.0,no,no,cellular,26.0,aug,362.0,6.0,-1.0,0.0,unknown,False
27.0,management,single,secondary,no,178.0,yes,no,unknown,3.0,jun,732.0,2.0,-1.0,0.0,unknown,True
33.0,blue-collar,married,secondary,no,175.0,yes,no,unknown,15.0,may,392.0,2.0,-1.0,0.0,unknown,False
31.0,services,married,secondary,no,891.0,yes,no,unknown,21.0,may,44.0,3.0,-1.0,0.0,unknown,False
36.0,technician,single,secondary,no,18.0,no,no,cellular,21.0,aug,67.0,2.0,-1.0,0.0,unknown,False
47.0,admin.,married,secondary,no,829.0,yes,yes,cellular,18.0,nov,48.0,1.0,188.0,1.0,failure,False
46.0,technician,divorced,secondary,no,-154.0,yes,no,cellular,7.0,may,215.0,2.0,294.0,1.0,failure,False
75.0,retired,married,unknown,no,7819.0,no,no,cellular,15.0,feb,261.0,1.0,97.0,4.0,other,False
30.0,technician,single,tertiary,no,0.0,yes,no,cellular,5.0,jul,140.0,1.0,424.0,8.0,success,True
57.0,blue-collar,married,secondary,no,0.0,no,yes,cellular,22.0,jul,127.0,2.0,-1.0,0.0,unknown,False
23.0,services,single,secondary,no,279.0,yes,no,cellular,18.0,may,843.0,1.0,370.0,1.0,failure,True
43.0,admin.,married,secondary,no,132.0,no,no,cellular,19.0,aug,574.0,1.0,84.0,3.0,success,True
22.0,student,single,secondary,no,381.0,no,no,cellular,12.0,feb,227.0,1.0,-1.0,0.0,unknown,True
32.0,admin.,married,secondary,no,4764.0,no,no,telephone,21.0,nov,69.0,2.0,-1.0,0.0,unknown,False
54.0,blue-collar,married,primary,no,781.0,yes,no,unknown,9.0,may,103.0,2.0,-1.0,0.0,unknown,False
50.0,management,married,secondary,no,3002.0,no,no,cellular,8.0,aug,125.0,2.0,-1.0,0.0,unknown,False
45.0,management,married,tertiary,no,1033.0,yes,no,cellular,7.0,may,177.0,1.0,357.0,1.0,failure,False
48.0,admin.,divorced,secondary,no,132.0,yes,no,unknown,30.0,may,171.0,1.0,-1.0,0.0,unknown,False
30.0,blue-collar,married,secondary,no,-135.0,yes,no,cellular,18.0,may,57.0,1.0,-1.0,0.0,unknown,False
54.0,management,married,tertiary,no,511.0,no,no,cellular,17.0,feb,1201.0,3.0,-1.0,0.0,unknown,False
57.0,blue-collar,married,primary,no,23.0,yes,no,telephone,31.0,jul,25.0,8.0,-1.0,0.0,unknown,False
51.0,management,married,tertiary,no,15904.0,no,no,cellular,7.0,aug,504.0,4.0,-1.0,0.0,unknown,False
38.0,technician,married,secondary,no,1960.0,yes,no,cellular,21.0,aug,161.0,2.0,-1.0,0.0,unknown,False
42.0,technician,married,secondary,no,8036.0,no,no,unknown,9.0,jun,948.0,5.0,-1.0,0.0,unknown,False
43.0,admin.,single,unknown,no,682.0,no,no,unknown,19.0,jun,156.0,6.0,-1.0,0.0,unknown,False
50.0,management,married,tertiary,no,0.0,no,no,cellular,21.0,aug,89.0,2.0,-1.0,0.0,unknown,False
37.0,self-employed,married,primary,no,90.0,yes,no,telephone,6.0,may,39.0,1.0,363.0,2.0,failure,False
36.0,self-employed,married,tertiary,no,16.0,yes,yes,cellular,18.0,jul,95.0,4.0,-1.0,0.0,unknown,False
40.0,entrepreneur,divorced,secondary,no,2998.0,yes,no,cellular,18.0,jul,623.0,3.0,-1.0,0.0,unknown,True
31.0,management,married,tertiary,no,1720.0,yes,yes,cellular,18.0,jul,104.0,1.0,-1.0,0.0,unknown,False
38.0,admin.,single,secondary,no,115.0,no,no,cellular,5.0,aug,250.0,3.0,182.0,10.0,failure,False
55.0,technician,single,secondary,no,1199.0,no,yes,telephone,11.0,aug,91.0,1.0,99.0,10.0,failure,False
27.0,admin.,single,secondary,no,-215.0,yes,no,unknown,20.0,may,89.0,3.0,-1.0,0.0,unknown,False
