age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
33.0,services,single,tertiary,no,1268.0,yes,no,cellular,6.0,may,451.0,1.0,350.0,1.0,other,False
44.0,technician,married,unknown,no,1127.0,yes,no,unknown,19.0,jun,118.0,4.0,-1.0,0.0,unknown,False
50.0,blue-collar,married,primary,no,888.0,no,yes,telephone,10.0,jul,160.0,3.0,-1.0,0.0,unknown,False
38.0,management,married,tertiary,no,14352.0,no,no,unknown,6.0,sep,8.0,1.0,-1.0,0.0,unknown,False
35.0,blue-collar,married,primary,no,1176.0,yes,no,unknown,21.0,may,166.0,2.0,-1.0,0.0,unknown,False
34.0,blue-collar,married,secondary,no,457.0,yes,no,unknown,9.0,may,266.0,1.0,-1.0,0.0,unknown,False
31.0,management,single,tertiary,no,4319.0,yes,no,cellular,29.0,mar,515.0,2.0,334.0,5.0,failure,False
52.0,management,married,secondary,no,335.0,no,no,cellular,21.0,oct,411.0,1.0,182.0,1.0,failure,True
37.0,blue-collar,married,secondary,no,934.0,no,no,unknown,9.0,may,258.0,2.0,-1.0,0.0,unknown,False
42.0,unemployed,married,secondary,no,0.0,yes,no,unknown,20.0,jun,158.0,1.0,-1.0,0.0,unknown,False
35.0,services,divorced,secondary,no,394.0,yes,no,unknown,23.0,may,154.0,1.0,-1.0,0.0,unknown,False
47.0,management,married,unknown,no,1128.0,no,no,cellular,28.0,jan,65.0,2.0,-1.0,0.0,unknown,False
32.0,blue-collar,single,secondary,no,8.0,yes,no,unknown,16.0,may,265.0,1.0,-1.0,0.0,unknown,False
40.0,technician,married,tertiary,no,103.0,yes,no,unknown,8.0,may,135.0,2.0,-1.0,0.0,unknown,False
36.0,services,married,secondary,no,1024.0,yes,no,unknown,18.0,jun,111.0,2.0,-1.0,0.0,unknown,False
30.0,management,married,tertiary,no,42.0,no,no,cellular,25.0,aug,115.0,6.0,-1.0,0.0,unknown,False
31.0,services,married,secondary,no,1062.0,yes,yes,cellular,6.0,apr,230.0,1.0,-1.0,0.0,unknown,False
38.0,admin.,single,unknown,no,0.0,yes,no,cellular,15.0,may,64.0,2.0,-1.0,0.0,unknown,False
49.0,blue-collar,divorced,secondary,no,10613.0,no,yes,cellular,4.0,feb,1226.0,1.0,-1.0,0.0,unknown,True
28.0,student,single,tertiary,no,118.0,no,no,cellular,31.0,may,85.0,2.0,35.0,5.0,other,False
45.0,unemployed,divorced,secondary,no,728.0,yes,yes,cellular,6.0,may,156.0,2.0,169.0,1.0,failure,False
39.0,unemployed,single,secondary,no,-53.0,yes,no,unknown,28.0,may,189.0,3.0,-1.0,0.0,unknown,False
32.0,blue-collar,married,secondary,no,169.0,yes,no,cellular,14.0,may,291.0,2.0,-1.0,0.0,unknown,False
33.0,technician,married,secondary,no,218.0,yes,yes,cellular,10.0,aug,162.0,1.0,161.0,4.0,failure,False
27.0,student,single,unknown,no,598.0,no,no,cellular,12.0,aug,126.0,1.0,524.0,1.0,failure,False
45.0,blue-collar,married,secondary,no,156.0,yes,yes,unknown,28.0,may,47.0,1.0,-1.0,0.0,unknown,False
80.0,retired,married,primary,no,997.0,no,no,cellular,29.0,oct,746.0,2.0,86.0,1.0,other,True
37.0,blue-collar,married,secondary,no,4321.0,no,no,cellular,5.0,jun,657.0,1.0,-1.0,0.0,unknown,True
45.0,self-employed,married,secondary,no,1051.0,no,no,cellular,4.0,aug,96.0,1.0,-1.0,0.0,unknown,False
29.0,admin.,married,secondary,no,265.0,yes,no,unknown,23.0,may,329.0,2.0,-1.0,0.0,unknown,False
31.0,admin.,single,secondary,no,527.0,yes,no,unknown,3.0,jun,722.0,2.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,primary,no,-169.0,yes,yes,cellular,14.0,may,172.0,2.0,310.0,1.0,failure,False
38.0,services,married,primary,yes,1.0,yes,no,cellular,17.0,jul,169.0,7.0,-1.0,0.0,unknown,False
34.0,technician,married,secondary,no,0.0,no,no,cellular,28.0,aug,183.0,10.0,-1.0,0.0,unknown,False
40.0,management,married,tertiary,no,1308.0,no,no,telephone,3.0,feb,1776.0,2.0,-1.0,0.0,unknown,True
22.0,admin.,single,secondary,no,114.0,no,no,cellular,30.0,mar,517.0,1.0,-1.0,0.0,unknown,True
36.0,management,married,tertiary,no,-825.0,no,no,unknown,27.0,may,95.0,1.0,-1.0,0.0,unknown,False
33.0,entrepreneur,married,secondary,no,-118.0,yes,yes,unknown,27.0,may,421.0,3.0,-1.0,0.0,unknown,False
31.0,blue-collar,married,secondary,no,873.0,yes,no,unknown,23.0,may,145.0,4.0,-1.0,0.0,unknown,False
