age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
39.0,technician,single,secondary,no,681.0,yes,no,unknown,5.0,jun,170.0,1.0,-1.0,0.0,unknown,False
42.0,management,married,tertiary,no,5.0,no,no,cellular,21.0,nov,1067.0,2.0,-1.0,0.0,unknown,False
45.0,technician,divorced,unknown,yes,-25.0,no,yes,unknown,3.0,jul,158.0,3.0,-1.0,0.0,unknown,False
29.0,management,divorced,tertiary,no,415.0,yes,yes,unknown,28.0,may,449.0,4.0,-1.0,0.0,unknown,False
36.0,management,single,secondary,no,1898.0,yes,no,cellular,22.0,aug,243.0,4.0,-1.0,0.0,unknown,False
29.0,services,married,secondary,no,1135.0,yes,no,cellular,26.0,may,407.0,2.0,98.0,1.0,success,False
28.0,blue-collar,single,secondary,no,2700.0,no,no,cellular,3.0,feb,337.0,4.0,-1.0,0.0,unknown,False
35.0,services,married,secondary,no,195.0,yes,no,cellular,17.0,apr,203.0,1.0,-1.0,0.0,unknown,False
34.0,entrepreneur,married,tertiary,no,4343.0,no,no,unknown,9.0,jun,85.0,4.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,secondary,no,1392.0,no,yes,cellular,17.0,nov,231.0,1.0,-1.0,0.0,unknown,False
43.0,technician,married,secondary,no,212.0,yes,no,unknown,14.0,may,78.0,1.0,-1.0,0.0,unknown,False
37.0,blue-collar,married,primary,no,2939.0,yes,no,cellular,4.0,may,191.0,3.0,-1.0,0.0,unknown,False
32.0,technician,single,secondary,no,1107.0,no,no,cellular,27.0,aug,113.0,8.0,-1.0,0.0,unknown,False
35.0,admin.,single,tertiary,no,994.0,no,no,cellular,2.0,feb,75.0,2.0,-1.0,0.0,unknown,False
50.0,housemaid,divorced,primary,no,120.0,yes,no,cellular,21.0,jul,99.0,1.0,-1.0,0.0,unknown,False
33.0,technician,married,secondary,no,168.0,yes,no,unknown,26.0,may,238.0,2.0,-1.0,0.0,unknown,False
30.0,management,married,tertiary,no,1567.0,yes,no,cellular,12.0,aug,1133.0,4.0,-1.0,0.0,unknown,True
51.0,blue-collar,married,secondary,no,0.0,no,no,telephone,30.0,jul,145.0,4.0,-1.0,0.0,unknown,False
48.0,technician,married,secondary,no,141.0,yes,yes,unknown,6.0,may,424.0,1.0,-1.0,0.0,unknown,False
24.0,technician,single,secondary,no,84.0,yes,no,unknown,27.0,may,570.0,1.0,-1.0,0.0,unknown,False
49.0,technician,married,secondary,no,3466.0,yes,no,cellular,25.0,aug,161.0,3.0,410.0,2.0,success,False
40.0,blue-collar,single,primary,no,-21.0,no,no,cellular,18.0,may,68.0,2.0,368.0,3.0,failure,False
54.0,self-employed,divorced,secondary,no,1016.0,yes,no,cellular,21.0,nov,643.0,3.0,-1.0,0.0,unknown,False
26.0,services,single,secondary,no,-481.0,yes,yes,cellular,6.0,may,595.0,5.0,-1.0,0.0,unknown,False
29.0,technician,married,secondary,no,767.0,yes,no,cellular,5.0,feb,253.0,1.0,-1.0,0.0,unknown,False
44.0,blue-collar,married,secondary,no,647.0,yes,no,cellular,6.0,apr,276.0,2.0,-1.0,0.0,unknown,False
37.0,management,married,unknown,no,247.0,no,no,cellular,9.0,jul,366.0,1.0,-1.0,0.0,unknown,False
40.0,management,married,tertiary,no,1666.0,yes,no,cellular,28.0,aug,271.0,4.0,-1.0,0.0,unknown,False
55.0,self-employed,married,tertiary,no,0.0,no,no,cellular,17.0,nov,252.0,3.0,-1.0,0.0,unknown,False
56.0,admin.,single,secondary,no,-13.0,no,no,unknown,16.0,jun,52.0,3.0,-1.0,0.0,unknown,False
26.0,management,single,tertiary,no,45.0,no,no,cellular,10.0,jul,1187.0,3.0,-1.0,0.0,unknown,True
48.0,technician,divorced,secondary,no,40.0,no,no,unknown,12.0,may,300.0,3.0,-1.0,0.0,unknown,False
