age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
41.0,technician,married,secondary,no,-804.0,yes,yes,unknown,27.0,may,269.0,11.0,-1.0,0.0,unknown,False
42.0,blue-collar,single,secondary,no,24.0,no,no,unknown,14.0,may,229.0,1.0,-1.0,0.0,unknown,False
59.0,management,married,tertiary,no,2239.0,no,no,cellular,22.0,may,431.0,1.0,-1.0,0.0,unknown,True
25.0,admin.,single,secondary,no,0.0,no,yes,cellular,25.0,jul,49.0,1.0,-1.0,0.0,unknown,False
24.0,blue-collar,single,secondary,no,5482.0,yes,no,cellular,18.0,may,424.0,2.0,-1.0,0.0,unknown,False
59.0,retired,single,secondary,no,351.0,yes,no,unknown,27.0,may,1063.0,5.0,-1.0,0.0,unknown,True
45.0,management,married,tertiary,no,210.0,yes,no,cellular,21.0,jul,623.0,1.0,-1.0,0.0,unknown,False
23.0,admin.,single,secondary,no,589.0,yes,no,cellular,6.0,may,62.0,1.0,-1.0,0.0,unknown,False
29.0,technician,single,secondary,no,382.0,no,no,cellular,27.0,aug,64.0,3.0,202.0,3.0,other,False
39.0,services,divorced,secondary,no,687.0,yes,no,cellular,9.0,jul,869.0,1.0,-1.0,0.0,unknown,True
35.0,blue-collar,single,primary,no,-230.0,yes,no,cellular,14.0,jul,183.0,3.0,-1.0,0.0,unknown,False
45.0,blue-collar,married,primary,no,19.0,yes,no,unknown,29.0,may,33.0,2.0,-1.0,0.0,unknown,False
35.0,technician,single,secondary,no,1693.0,yes,no,cellular,10.0,feb,515.0,1.0,-1.0,0.0,unknown,True
60.0,retired,married,primary,no,1216.0,no,no,cellular,28.0,jan,156.0,1.0,-1.0,0.0,unknown,False
36.0,services,married,tertiary,no,0.0,yes,no,cellular,8.0,may,52.0,1.0,-1.0,0.0,unknown,False
52.0,technician,married,tertiary,no,0.0,no,no,cellular,9.0,aug,145.0,3.0,94.0,4.0,success,False
35.0,management,single,tertiary,no,870.0,yes,no,unknown,29.0,may,188.0,6.0,-1.0,0.0,unknown,False
34.0,entrepreneur,married,tertiary,no,842.0,yes,no,cellular,6.0,may,141.0,2.0,-1.0,0.0,unknown,False
60.0,blue-collar,married,primary,no,38.0,yes,no,cellular,15.0,may,109.0,11.0,373.0,1.0,other,False
30.0,services,married,secondary,no,80.0,yes,no,unknown,8.0,may,185.0,2.0,-1.0,0.0,unknown,False
44.0,blue-collar,married,primary,no,-337.0,yes,no,cellular,20.0,apr,326.0,3.0,-1.0,0.0,unknown,False
28.0,admin.,single,secondary,no,377.0,no,no,cellular,30.0,apr,571.0,1.0,-1.0,0.0,unknown,True
49.0,admin.,single,secondary,no,1150.0,yes,no,cellular,18.0,may,126.0,2.0,355.0,1.0,failure,False
58.0,retired,married,primary,no,269.0,yes,no,unknown,16.0,may,38.0,2.0,-1.0,0.0,unknown,False
53.0,admin.,married,secondary,no,1228.0,yes,yes,cellular,8.0,feb,116.0,2.0,188.0,1.0,success,False
35.0,technician,single,secondary,no,-476.0,yes,no,cellular,20.0,nov,57.0,6.0,177.0,4.0,failure,False
30.0,management,single,tertiary,no,78.0,yes,no,unknown,15.0,may,73.0,2.0,-1.0,0.0,unknown,False
45.0,management,married,unknown,no,169.0,no,no,cellular,5.0,feb,58.0,1.0,-1.0,0.0,unknown,False
52.0,unemployed,married,secondary,no,9139.0,no,no,cellular,13.0,aug,684.0,2.0,-1.0,0.0,unknown,False
21.0,blue-collar,single,secondary,no,1385.0,yes,no,cellular,20.0,apr,12.0,5.0,-1.0,0.0,unknown,False
54.0,technician,married,tertiary,no,6507.0,no,no,cellular,26.0,may,145.0,1.0,-1.0,0.0,unknown,False
32.0,admin.,single,secondary,no,739.0,yes,no,cellular,20.0,nov,91.0,3.0,-1.0,0.0,unknown,False
56.0,technician,married,secondary,no,2065.0,no,no,cellular,14.0,aug,71.0,2.0,-1.0,0.0,unknown,False
42.0,housemaid,married,primary,no,0.0,no,yes,cellular,11.0,jul,83.0,2.0,-1.0,0.0,unknown,False
31.0,management,married,tertiary,no,303.0,yes,no,unknown,14.0,may,143.0,1.0,-1.0,0.0,unknown,False
43.0,management,divorced,tertiary,no,3163.0,yes,no,cellular,22.0,jul,211.0,3.0,-1.0,0.0,unknown,False
27.0,admin.,single,tertiary,no,73.0,no,no,cellular,29.0,jan,242.0,1.0,-1.0,0.0,unknown,False
44.0,blue-collar,married,primary,no,582.0,no,no,cellular,21.0,jul,83.0,2.0,-1.0,0.0,unknown,False
48.0,self-employed,married,tertiary,no,7.0,yes,no,unknown,5.0,may,286.0,1.0,-1.0,0.0,unknown,False
51.0,technician,married,secondary,no,223.0,no,no,cellular,6.0,aug,132.0,3.0,-1.0,0.0,unknown,False
34.0,blue-collar,married,primary,no,695.0,yes,yes,unknown,16.0,may,1064.0,4.0,-1.0,0.0,unknown,True
48.0,blue-collar,married,primary,no,1778.0,yes,no,telephone,8.0,may,267.0,3.0,-1.0,0.0,unknown,False
30.0,services,single,secondary,no,63.0,no,no,unknown,13.0,aug,75.0,1.0,-1.0,0.0,unknown,False
41.0,management,married,tertiary,no,-370.0,yes,no,cellular,8.0,may,233.0,2.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,secondary,no,2548.0,yes,no,cellular,11.0,may,577.0,1.0,368.0,1.0,other,False
52.0,management,married,tertiary,no,1339.0,yes,no,cellular,22.0,aug,343.0,5.0,-1.0,0.0,unknown,False
34.0,unemployed,married,tertiary,no,822.0,no,no,unknown,1.0,aug,11.0,1.0,-1.0,0.0,unknown,False
34.0,technician,married,tertiary,no,1524.0,yes,no,cellular,16.0,apr,399.0,1.0,-1.0,0.0,unknown,False
