age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
41,technician,married,secondary,no,-804,yes,yes,unknown,27,may,269,11,client was not previously contacted,0,unknown,False
42,blue-collar,single,secondary,no,24,no,no,unknown,14,may,229,1,client was not previously contacted,0,unknown,False
59,management,married,tertiary,no,2239,no,no,cellular,22,may,431,1,client was not previously contacted,0,unknown,True
25,admin.,single,secondary,no,0,no,yes,cellular,25,jul,49,1,client was not previously contacted,0,unknown,False
24,blue-collar,single,secondary,no,5482,yes,no,cellular,18,may,424,2,client was not previously contacted,0,unknown,False
59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,client was not previously contacted,0,unknown,True
45,management,married,tertiary,no,210,yes,no,cellular,21,jul,623,1,client was not previously contacted,0,unknown,False
23,admin.,single,secondary,no,589,yes,no,cellular,6,may,62,1,client was not previously contacted,0,unknown,False
29,technician,single,secondary,no,382,no,no,cellular,27,aug,64,3,202,3,other,False
39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,client was not previously contacted,0,unknown,True
35,blue-collar,single,primary,no,-230,yes,no,cellular,14,jul,183,3,client was not previously contacted,0,unknown,False
45,blue-collar,married,primary,no,19,yes,no,unknown,29,may,33,2,client was not previously contacted,0,unknown,False
35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,client was not previously contacted,0,unknown,True
60,retired,married,primary,no,1216,no,no,cellular,28,jan,156,1,client was not previously contacted,0,unknown,False
36,services,married,tertiary,no,0,yes,no,cellular,8,may,52,1,client was not previously contacted,0,unknown,False
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145,3,94,4,success,False
35,management,single,tertiary,no,870,yes,no,unknown,29,may,188,6,client was not previously contacted,0,unknown,False
34,entrepreneur,married,tertiary,no,842,yes,no,cellular,6,may,141,2,client was not previously contacted,0,unknown,False
60,blue-collar,married,primary,no,38,yes,no,cellular,15,may,109,11,373,1,other,False
30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,client was not previously contacted,0,unknown,False
44,blue-collar,married,primary,no,-337,yes,no,cellular,20,apr,326,3,client was not previously contacted,0,unknown,False
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,client was not previously contacted,0,unknown,True
49,admin.,single,secondary,no,1150,yes,no,cellular,18,may,126,2,355,1,failure,False
58,retired,married,primary,no,269,yes,no,unknown,16,may,38,2,client was not previously contacted,0,unknown,False
53,admin.,married,secondary,no,1228,yes,yes,cellular,8,feb,116,2,188,1,success,False
35,technician,single,secondary,no,-476,yes,no,cellular,20,nov,57,6,177,4,failure,False
30,management,single,tertiary,no,78,yes,no,unknown,15,may,73,2,client was not previously contacted,0,unknown,False
45,management,married,unknown,no,169,no,no,cellular,5,feb,58,1,client was not previously contacted,0,unknown,False
52,unemployed,married,secondary,no,9139,no,no,cellular,13,aug,684,2,client was not previously contacted,0,unknown,False
21,blue-collar,single,secondary,no,1385,yes,no,cellular,20,apr,12,5,client was not previously contacted,0,unknown,False
54,technician,married,tertiary,no,6507,no,no,cellular,26,may,145,1,client was not previously contacted,0,unknown,False
