age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
35.0,admin.,divorced,secondary,no,869.0,yes,no,unknown,29.0,may,173.0,1.0,-1.0,0.0,unknown,False
40.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,17.0,nov,113.0,1.0,-1.0,0.0,unknown,False
37.0,admin.,married,secondary,no,766.0,yes,no,unknown,14.0,may,123.0,1.0,-1.0,0.0,unknown,False
35.0,admin.,single,secondary,no,0.0,yes,yes,telephone,20.0,nov,61.0,3.0,-1.0,0.0,unknown,False
25.0,student,single,tertiary,no,293.0,no,no,cellular,12.0,apr,231.0,1.0,-1.0,0.0,unknown,False
48.0,blue-collar,married,secondary,no,1230.0,yes,no,cellular,12.0,nov,169.0,1.0,196.0,2.0,success,True
31.0,admin.,married,secondary,no,212.0,yes,no,cellular,18.0,jul,191.0,3.0,-1.0,0.0,unknown,False
58.0,management,married,tertiary,no,648.0,no,no,cellular,8.0,aug,110.0,2.0,-1.0,0.0,unknown,False
48.0,services,divorced,secondary,no,142.0,yes,no,cellular,18.0,may,11.0,10.0,-1.0,0.0,unknown,False
43.0,blue-collar,married,unknown,no,285.0,yes,no,cellular,15.0,may,22.0,6.0,-1.0,0.0,unknown,False
42.0,unemployed,married,secondary,no,1990.0,yes,yes,unknown,19.0,may,13.0,1.0,-1.0,0.0,unknown,False
30.0,self-employed,married,secondary,no,57.0,no,yes,cellular,8.0,jul,55.0,2.0,-1.0,0.0,unknown,False
46.0,unknown,married,unknown,no,2911.0,no,no,telephone,7.0,jul,41.0,9.0,-1.0,0.0,unknown,False
30.0,management,single,tertiary,no,2995.0,yes,no,cellular,18.0,nov,329.0,1.0,-1.0,0.0,unknown,False
41.0,services,divorced,secondary,no,654.0,yes,no,cellular,13.0,may,139.0,2.0,-1.0,0.0,unknown,False
32.0,technician,single,secondary,no,68.0,no,yes,cellular,20.0,aug,237.0,4.0,-1.0,0.0,unknown,False
35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,18.0,jul,799.0,2.0,-1.0,0.0,unknown,True
36.0,management,married,tertiary,no,0.0,yes,no,unknown,2.0,jun,1576.0,3.0,-1.0,0.0,unknown,False
49.0,admin.,divorced,secondary,no,1320.0,no,no,cellular,21.0,nov,129.0,2.0,-1.0,0.0,unknown,False
56.0,retired,married,secondary,no,20.0,no,yes,cellular,19.0,aug,153.0,3.0,-1.0,0.0,unknown,False
61.0,admin.,married,unknown,no,1088.0,yes,no,cellular,20.0,may,254.0,1.0,359.0,1.0,failure,False
59.0,retired,divorced,primary,no,81.0,yes,no,unknown,5.0,may,107.0,1.0,-1.0,0.0,unknown,False
