age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
45.0,admin.,married,secondary,no,72.0,yes,yes,cellular,15.0,may,262.0,2.0,352.0,2.0,failure,False
31.0,admin.,single,secondary,no,-1.0,yes,no,cellular,15.0,may,99.0,1.0,352.0,1.0,failure,False
39.0,blue-collar,married,secondary,no,1309.0,no,yes,telephone,10.0,jul,37.0,1.0,-1.0,0.0,unknown,False
34.0,blue-collar,married,secondary,no,2495.0,yes,no,unknown,23.0,may,924.0,1.0,-1.0,0.0,unknown,True
51.0,services,married,secondary,no,135.0,no,no,cellular,25.0,aug,105.0,4.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,primary,no,550.0,yes,no,unknown,7.0,may,113.0,1.0,-1.0,0.0,unknown,False
44.0,blue-collar,married,primary,no,-315.0,yes,no,unknown,23.0,may,90.0,3.0,-1.0,0.0,unknown,False
48.0,blue-collar,married,primary,no,-460.0,no,no,cellular,23.0,jul,135.0,1.0,-1.0,0.0,unknown,False
39.0,blue-collar,married,primary,no,558.0,yes,no,unknown,22.0,jul,23.0,1.0,531.0,3.0,failure,False
33.0,housemaid,married,primary,no,0.0,no,no,cellular,8.0,aug,138.0,2.0,-1.0,0.0,unknown,False
54.0,technician,single,tertiary,no,1433.0,yes,yes,unknown,18.0,jun,18.0,20.0,-1.0,0.0,unknown,False
36.0,admin.,married,tertiary,no,157.0,yes,no,cellular,17.0,apr,277.0,2.0,-1.0,0.0,unknown,False
53.0,technician,married,secondary,no,2818.0,yes,no,cellular,16.0,jul,350.0,7.0,-1.0,0.0,unknown,False
30.0,admin.,single,tertiary,no,33.0,yes,no,cellular,25.0,jul,396.0,1.0,-1.0,0.0,unknown,False
25.0,admin.,single,tertiary,no,1734.0,no,no,cellular,19.0,oct,366.0,1.0,-1.0,0.0,unknown,False
37.0,admin.,divorced,tertiary,no,43.0,yes,no,cellular,20.0,apr,328.0,2.0,264.0,2.0,failure,False
35.0,services,single,secondary,no,-437.0,yes,no,unknown,3.0,jun,43.0,5.0,-1.0,0.0,unknown,False
38.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,12.0,may,84.0,3.0,-1.0,0.0,unknown,False
67.0,management,divorced,tertiary,no,361.0,no,no,cellular,13.0,oct,411.0,2.0,-1.0,0.0,unknown,True
35.0,entrepreneur,single,tertiary,no,-49.0,no,no,unknown,17.0,jun,668.0,8.0,-1.0,0.0,unknown,False
72.0,retired,married,primary,no,9160.0,no,no,cellular,5.0,feb,229.0,1.0,-1.0,0.0,unknown,False
49.0,management,divorced,tertiary,no,169.0,no,no,cellular,18.0,jul,141.0,1.0,-1.0,0.0,unknown,False
26.0,blue-collar,single,secondary,no,-188.0,no,no,telephone,16.0,jul,198.0,1.0,-1.0,0.0,unknown,False
41.0,self-employed,married,secondary,no,305.0,yes,no,cellular,13.0,may,174.0,2.0,-1.0,0.0,unknown,False
29.0,technician,single,tertiary,no,0.0,yes,no,unknown,7.0,may,104.0,2.0,-1.0,0.0,unknown,False
21.0,student,single,tertiary,no,1258.0,no,no,cellular,7.0,jul,404.0,1.0,-1.0,0.0,unknown,False
45.0,management,married,primary,no,1533.0,no,no,cellular,31.0,jul,83.0,4.0,-1.0,0.0,unknown,False
40.0,blue-collar,married,secondary,no,1451.0,no,no,cellular,30.0,sep,117.0,1.0,121.0,1.0,success,True
29.0,technician,single,secondary,no,825.0,no,no,cellular,25.0,jun,472.0,2.0,-1.0,0.0,unknown,True
49.0,technician,divorced,tertiary,no,917.0,no,no,cellular,11.0,aug,165.0,6.0,-1.0,0.0,unknown,False
69.0,housemaid,married,primary,no,1080.0,no,no,cellular,22.0,apr,164.0,2.0,-1.0,0.0,unknown,False
46.0,admin.,married,secondary,no,171.0,yes,yes,cellular,11.0,oct,251.0,1.0,430.0,1.0,failure,False
