age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
32,management,single,tertiary,no,611,yes,yes,cellular,9,jul,353,1,client was not previously contacted,0,unknown,False
60,admin.,divorced,secondary,no,162,no,no,unknown,27,may,74,1,client was not previously contacted,0,unknown,False
36,entrepreneur,married,secondary,no,-280,no,no,unknown,17,aug,6,1,client was not previously contacted,0,unknown,False
27,management,single,tertiary,no,1277,no,no,cellular,30,jan,267,4,client was not previously contacted,0,unknown,False
54,blue-collar,married,primary,no,2110,yes,no,cellular,22,aug,120,8,client was not previously contacted,0,unknown,False
48,technician,single,secondary,no,469,no,yes,cellular,9,jul,313,1,client was not previously contacted,0,unknown,False
58,blue-collar,married,unknown,no,64,no,yes,cellular,21,jul,78,2,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,432,yes,no,cellular,21,nov,197,1,client was not previously contacted,0,unknown,False
28,blue-collar,single,secondary,no,9,yes,no,unknown,17,oct,115,1,client was not previously contacted,0,unknown,False
28,admin.,single,tertiary,no,373,yes,no,cellular,14,aug,78,1,79,4,other,False
60,retired,married,primary,no,71188,no,no,cellular,6,oct,205,1,client was not previously contacted,0,unknown,False
59,admin.,married,unknown,no,64343,no,no,cellular,6,aug,45,4,client was not previously contacted,0,unknown,False
40,admin.,single,secondary,no,877,yes,no,unknown,28,may,318,6,client was not previously contacted,0,unknown,False
31,services,married,secondary,no,2083,yes,no,cellular,4,may,190,3,355,2,other,False
34,technician,married,secondary,no,256,yes,no,cellular,12,aug,201,2,267,1,failure,False
42,management,married,tertiary,no,1773,no,no,cellular,9,apr,311,1,336,1,failure,False
30,management,married,tertiary,no,913,yes,no,cellular,18,aug,341,4,client was not previously contacted,0,unknown,False
33,technician,married,secondary,no,1166,no,no,cellular,11,aug,90,3,client was not previously contacted,0,unknown,False
46,management,single,tertiary,no,593,yes,no,cellular,29,jan,190,3,client was not previously contacted,0,unknown,False
30,self-employed,married,primary,no,674,yes,no,cellular,21,nov,72,2,client was not previously contacted,0,unknown,False
32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,client was not previously contacted,0,unknown,True
48,blue-collar,married,primary,no,237,yes,no,unknown,19,jun,18,18,client was not previously contacted,0,unknown,False
42,services,married,secondary,no,9277,yes,no,cellular,15,may,395,1,361,3,other,False
42,management,divorced,tertiary,no,266,no,yes,cellular,28,jan,228,1,client was not previously contacted,0,unknown,False
33,technician,married,secondary,no,2284,yes,yes,cellular,7,jul,210,2,client was not previously contacted,0,unknown,False
35,services,single,secondary,no,2110,no,yes,cellular,7,jul,39,1,client was not previously contacted,0,unknown,False
49,blue-collar,single,primary,no,87,yes,no,telephone,14,may,162,2,client was not previously contacted,0,unknown,False
70,retired,married,secondary,no,616,no,no,cellular,27,apr,149,2,182,1,failure,False
36,admin.,married,secondary,no,542,yes,no,unknown,18,jun,604,6,client was not previously contacted,0,unknown,False
30,services,single,primary,no,411,yes,no,cellular,6,may,457,1,358,1,other,False
36,blue-collar,divorced,secondary,no,107,yes,no,cellular,31,jul,134,2,client was not previously contacted,0,unknown,False
29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,client was not previously contacted,0,unknown,True
52,unemployed,married,primary,no,-110,no,yes,cellular,29,jan,141,1,client was not previously contacted,0,unknown,False
34,technician,married,secondary,no,390,yes,no,cellular,27,mar,95,2,231,2,failure,True
33,blue-collar,married,secondary,yes,-406,yes,yes,cellular,14,jul,332,2,client was not previously contacted,0,unknown,False
31,blue-collar,married,secondary,no,1017,yes,no,unknown,29,may,514,3,client was not previously contacted,0,unknown,False
39,blue-collar,single,primary,no,446,yes,no,unknown,12,may,183,1,client was not previously contacted,0,unknown,False
39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,False
59,management,married,tertiary,no,7049,no,no,unknown,11,jun,647,2,client was not previously contacted,0,unknown,False
37,management,single,tertiary,no,331,yes,no,cellular,8,may,94,3,client was not previously contacted,0,unknown,False
31,self-employed,single,tertiary,no,120,yes,no,unknown,8,may,239,2,client was not previously contacted,0,unknown,False
54,services,married,secondary,no,2681,no,no,telephone,29,jul,481,3,client was not previously contacted,0,unknown,False
44,technician,married,secondary,no,0,yes,no,unknown,30,may,243,3,client was not previously contacted,0,unknown,False
29,unemployed,single,secondary,no,670,yes,no,unknown,26,sep,6,1,client was not previously contacted,0,unknown,False
53,services,married,secondary,no,2774,no,yes,unknown,19,jun,193,1,client was not previously contacted,0,unknown,False
60,technician,married,secondary,no,591,no,no,telephone,23,jul,248,2,client was not previously contacted,0,unknown,False
