age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
26,technician,single,secondary,no,124,yes,no,unknown,12,may,57,8,client was not previously contacted,0,unknown,False
55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,client was not previously contacted,0,unknown,True
28,student,single,secondary,no,4716,yes,no,unknown,26,may,329,2,client was not previously contacted,0,unknown,False
41,management,single,tertiary,no,7595,no,no,cellular,17,nov,1121,2,client was not previously contacted,0,unknown,False
57,unemployed,divorced,secondary,no,3,no,no,cellular,20,nov,77,3,client was not previously contacted,0,unknown,False
28,blue-collar,single,secondary,no,387,yes,no,cellular,13,mar,61,11,282,1,other,False
37,blue-collar,married,primary,no,660,yes,yes,unknown,20,may,170,2,client was not previously contacted,0,unknown,False
49,services,single,secondary,no,1884,yes,no,cellular,8,may,43,1,client was not previously contacted,0,unknown,False
36,blue-collar,married,secondary,no,70,yes,no,unknown,6,jun,100,2,client was not previously contacted,0,unknown,False
36,services,single,secondary,no,-330,yes,no,unknown,27,may,256,2,client was not previously contacted,0,unknown,False
28,entrepreneur,married,secondary,no,490,yes,no,cellular,17,apr,728,1,316,3,other,False
53,retired,married,tertiary,no,183,yes,no,unknown,15,may,73,1,client was not previously contacted,0,unknown,False
40,technician,married,secondary,no,26,yes,no,unknown,16,may,230,3,client was not previously contacted,0,unknown,False
39,services,married,secondary,no,2040,yes,no,cellular,12,may,312,6,client was not previously contacted,0,unknown,False
43,admin.,divorced,tertiary,no,1440,yes,yes,unknown,30,may,254,1,client was not previously contacted,0,unknown,False
42,blue-collar,divorced,primary,yes,78,yes,no,cellular,7,may,227,2,client was not previously contacted,0,unknown,False
33,technician,single,secondary,no,608,no,no,cellular,31,jul,58,4,client was not previously contacted,0,unknown,False
36,services,single,secondary,no,365,no,no,cellular,4,may,643,1,client was not previously contacted,0,unknown,True
36,blue-collar,divorced,secondary,no,853,no,no,unknown,20,jun,15,12,client was not previously contacted,0,unknown,False
34,technician,married,secondary,no,672,no,no,cellular,23,jul,158,3,client was not previously contacted,0,unknown,False
49,admin.,single,secondary,no,-412,yes,no,cellular,21,jul,31,1,client was not previously contacted,0,unknown,False
59,technician,single,secondary,no,571,no,yes,unknown,2,aug,25,1,client was not previously contacted,0,unknown,False
37,technician,married,secondary,no,1458,no,no,cellular,22,mar,344,1,326,1,success,False
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,169,2,client was not previously contacted,0,unknown,False
30,technician,divorced,secondary,no,0,no,no,cellular,21,jul,101,1,client was not previously contacted,0,unknown,False
36,services,single,secondary,no,528,no,no,cellular,3,feb,225,2,client was not previously contacted,0,unknown,False
48,admin.,married,secondary,no,811,no,yes,cellular,8,aug,149,2,client was not previously contacted,0,unknown,False
30,services,single,tertiary,no,803,no,no,cellular,30,apr,243,1,client was not previously contacted,0,unknown,False
38,services,divorced,secondary,no,439,no,no,unknown,16,jun,50,1,client was not previously contacted,0,unknown,False
25,self-employed,single,tertiary,no,931,yes,no,cellular,11,may,263,2,348,4,failure,False
39,technician,single,secondary,no,2321,no,yes,unknown,16,jun,203,2,client was not previously contacted,0,unknown,False
33,entrepreneur,married,tertiary,no,1145,yes,no,cellular,14,may,92,3,client was not previously contacted,0,unknown,False
33,management,single,tertiary,no,0,no,no,cellular,11,aug,699,7,client was not previously contacted,0,unknown,True
57,retired,married,secondary,no,-418,no,yes,unknown,27,jun,95,1,client was not previously contacted,0,unknown,False
33,services,single,secondary,no,239,yes,no,cellular,15,may,101,2,client was not previously contacted,0,unknown,False
41,blue-collar,married,secondary,no,2152,yes,no,cellular,17,nov,369,1,client was not previously contacted,0,unknown,False
44,technician,married,secondary,no,78,yes,no,cellular,7,may,122,1,357,1,failure,False
32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,client was not previously contacted,0,unknown,False
40,management,married,tertiary,no,2840,yes,no,cellular,8,jul,1720,4,client was not previously contacted,0,unknown,False
51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,186,2,client was not previously contacted,0,unknown,False
52,management,married,tertiary,no,-1112,yes,no,cellular,9,jul,94,1,client was not previously contacted,0,unknown,False
51,self-employed,married,tertiary,no,146,no,no,cellular,15,jul,132,3,client was not previously contacted,0,unknown,False
49,technician,divorced,secondary,no,1669,yes,no,unknown,20,jun,34,3,client was not previously contacted,0,unknown,False
44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,788,11,client was not previously contacted,0,unknown,True
32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,client was not previously contacted,0,unknown,False
24,admin.,married,secondary,no,-94,yes,no,cellular,15,may,217,1,client was not previously contacted,0,unknown,False
30,management,single,tertiary,no,620,yes,no,cellular,30,apr,513,1,client was not previously contacted,0,unknown,False
39,management,married,secondary,no,0,no,no,cellular,28,jan,224,2,client was not previously contacted,0,unknown,False
53,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,False
41,services,single,secondary,no,-278,yes,no,cellular,7,may,17,5,360,3,failure,False
37,blue-collar,married,secondary,no,3420,yes,no,cellular,12,may,77,1,301,2,failure,False
45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,client was not previously contacted,0,unknown,False
52,blue-collar,married,primary,no,382,no,yes,cellular,26,aug,98,7,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,4945,no,no,cellular,11,aug,445,1,client was not previously contacted,0,unknown,False
38,services,divorced,secondary,no,8554,yes,no,cellular,21,nov,29,2,176,4,other,False
38,unemployed,married,tertiary,no,380,no,no,cellular,10,feb,100,1,client was not previously contacted,0,unknown,False
41,blue-collar,married,secondary,no,1521,yes,no,cellular,8,apr,46,4,client was not previously contacted,0,unknown,False
31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,True
50,entrepreneur,married,tertiary,no,1605,yes,no,unknown,23,may,22,2,client was not previously contacted,0,unknown,False
37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,client was not previously contacted,0,unknown,False
35,management,married,tertiary,no,-4,no,no,cellular,8,aug,129,2,client was not previously contacted,0,unknown,False
