age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
39,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,HS-grad,60,False
34,Asian-Pac-Islander,Male,Never-married,Own-child,China,Tech-support,Private,14084,0,HS-grad,35,True
47,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,7th-8th,40,False
65,Asian-Pac-Islander,Female,Divorced,Not-in-family,United-States,Other-service,Private,0,0,Some-college,15,False
33,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,40,False
68,White,Female,Widowed,Not-in-family,United-States,,,0,0,HS-grad,12,False
33,Black,Female,Divorced,Unmarried,United-States,Adm-clerical,Local-gov,0,0,Some-college,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,40,False
32,White,Male,Married-spouse-absent,Other-relative,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,False
19,White,Female,Never-married,Own-child,United-States,Sales,Private,0,0,Some-college,20,False
29,White,Male,Separated,Not-in-family,United-States,Transport-moving,Self-emp-not-inc,0,0,11th,60,False
19,White,Male,Never-married,Other-relative,United-States,Sales,Private,0,0,Some-college,40,False
20,Amer-Indian-Eskimo,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,Some-college,40,False
46,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Self-emp-not-inc,0,0,Assoc-acdm,40,False
47,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Federal-gov,0,0,HS-grad,40,True
22,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,50,False
38,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,0,HS-grad,40,False
35,White,Female,Married-civ-spouse,Wife,United-States,Exec-managerial,Private,0,0,9th,40,False
42,White,Male,Divorced,Not-in-family,United-States,Prof-specialty,Private,4650,0,Masters,40,False
