age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
72,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,1455,0,Bachelors,6,False
22,White,Male,Never-married,Own-child,United-States,Machine-op-inspct,Private,0,0,Some-college,25,False
55,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Federal-gov,0,0,Masters,60,True
45,Black,Female,Divorced,Unmarried,United-States,Prof-specialty,Private,0,3004,Doctorate,35,True
43,White,Male,Divorced,Not-in-family,United-States,Exec-managerial,Private,0,1564,Bachelors,45,True
40,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,0,Some-college,50,False
27,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,HS-grad,60,False
62,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,State-gov,0,0,HS-grad,44,False
57,White,Male,Married-civ-spouse,Husband,Hungary,Transport-moving,Self-emp-inc,5178,0,HS-grad,60,True
43,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,State-gov,0,0,Bachelors,40,True
30,White,Male,Never-married,Own-child,United-States,Craft-repair,Private,0,0,Assoc-voc,40,True
65,White,Female,Married-civ-spouse,Wife,United-States,Sales,Self-emp-not-inc,0,0,HS-grad,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,State-gov,7298,0,Doctorate,55,True
43,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Federal-gov,0,0,Masters,40,True
22,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Federal-gov,0,0,Some-college,40,False
22,White,Female,Never-married,Own-child,United-States,Prof-specialty,Local-gov,594,0,Some-college,25,False
18,White,Male,Never-married,Own-child,United-States,Handlers-cleaners,Private,0,0,11th,12,False
32,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,2042,11th,30,False
36,White,Male,Divorced,Not-in-family,United-States,Craft-repair,Private,0,0,HS-grad,55,False
36,White,Male,Divorced,Unmarried,United-States,Protective-serv,Local-gov,0,0,Some-college,55,False
37,White,Male,Married-civ-spouse,Husband,Mexico,Craft-repair,Private,0,0,7th-8th,45,False
37,Black,Female,Never-married,Unmarried,United-States,Handlers-cleaners,Private,0,0,HS-grad,30,False
31,White,Female,Married-civ-spouse,Wife,United-States,Adm-clerical,Private,0,0,Bachelors,40,True
67,White,Female,Divorced,Not-in-family,United-States,Sales,Private,0,0,HS-grad,20,False
43,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
33,Black,Female,Never-married,Unmarried,United-States,Machine-op-inspct,Private,0,0,Assoc-voc,40,False
25,White,Female,Never-married,Own-child,United-States,Machine-op-inspct,Private,2176,0,HS-grad,40,False
28,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
46,White,Female,Divorced,Unmarried,Ecuador,Priv-house-serv,Private,0,0,HS-grad,28,False
25,White,Male,Separated,Own-child,Mexico,Craft-repair,Private,0,0,HS-grad,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Farming-fishing,Private,0,0,10th,40,False
33,White,Male,Divorced,Not-in-family,United-States,Transport-moving,Private,0,0,HS-grad,45,False
