Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
35,White,Male,married,Husband,United States,,,0,0,high school graduate,40,False
27,White,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,finished 12th class without diploma,40,False
48,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,60,False
62,White,Male,married,Husband,United States,office and administrative support,state government,0,0,bachelor's degree,38,False
29,White,Male,never married,Not-in-family,United States,execution and management,private sector employee,0,0,college for less than one year,45,False
25,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,college for less than one year,45,False
44,White,Female,separated,Not-in-family,Dominican-Republic,professional specialty,private sector employee,0,0,college for one or more years without a degree,40,False
30,White,Male,married,Husband,United States,execution and management,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,75,False
59,White,Male,divorced,Not-in-family,United States,professional specialty,local government,0,0,master's degree,40,True
21,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,20,False
63,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,finished 10th class,40,False
60,White,Female,married,Wife,United States,machine operator and inspector,private sector employee,0,0,finished 8th class,40,False
63,Black,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
41,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,bachelor's degree,45,True
41,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,44,False
27,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
25,White,Female,married,Wife,United States,service sector,state government,0,0,bachelor's degree,40,False
34,Black,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,40,True
54,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,2051,high school graduate,50,False
32,White,Male,married,Own-child,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
37,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,bachelor's degree,55,True
52,White,Female,widowed,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,40,False
50,White,Male,married,Husband,Mexico,cleaning and maintenance sector,private sector employee,0,0,finished 6th class,40,False
30,Black,Female,separated,Unmarried,United States,professional specialty,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,40,False
44,Black,Female,divorced,Not-in-family,United States,office and administrative support,federal government,0,1741,associate's degree,40,False
32,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
47,White,Female,divorced,Not-in-family,United States,service sector,private sector employee,99999,0,bachelor's degree,40,True
28,Black,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,associate's degree,40,False
37,Amer-Indian-Eskimo,Male,never married,Own-child,United States,service sector,private sector employee,0,0,high school graduate,18,False
45,White,Male,married,Husband,United States,execution and management,local government,0,0,college for less than one year,40,True
56,White,Male,married,Husband,England,execution and management,private sector employee,0,0,master's degree,60,True
36,White,Male,married,Husband,United States,professional specialty,federal government,0,0,bachelor's degree,40,True
42,White,Male,married,Husband,United States,execution and management,private sector employee,0,1902,bachelor's degree,50,True
25,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
48,White,Male,divorced,Not-in-family,United States,cleaning and maintenance sector,federal government,0,0,high school graduate,40,False
42,White,Female,divorced,Unmarried,United States,execution and management,private sector employee,0,0,college for less than one year,45,False
52,White,Male,divorced,Not-in-family,United States,"agriculture, forestry, and fisheries sector",private sector employee,0,0,bachelor's degree,40,False
22,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,50,False
38,White,Male,married,Husband,Nicaragua,craft and repair sector,private sector employee,0,0,high school graduate,40,False
40,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,high school graduate,60,True
52,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,True
43,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,1902,high school graduate,40,True
43,Asian-Pac-Islander,Female,divorced,Own-child,South,service sector,private sector employee,0,0,high school graduate,40,False
33,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,high school graduate,50,False
19,White,Male,never married,Not-in-family,United States,cleaning and maintenance sector,private sector employee,0,0,finished 12th class without diploma,40,False
49,White,Male,married,Husband,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,high school graduate,40,False
51,White,Female,married,Wife,United States,professional specialty,local government,0,0,bachelor's degree,40,True
44,Black,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,high school graduate,52,True
44,White,Male,married,Husband,,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,48,False
31,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,college for less than one year,50,True
46,White,Male,married,Husband,United States,cleaning and maintenance sector,private sector employee,0,1740,high school graduate,35,False
34,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
18,White,Male,never married,Own-child,United States,craft and repair sector,private sector employee,0,0,finished 11th class,20,False
65,White,Female,widowed,Other-relative,United States,,,0,0,high school graduate,25,False
23,White,Female,never married,Own-child,United States,service sector,private sector employee,0,0,college for less than one year,40,False
52,White,Male,never married,Unmarried,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,college for less than one year,30,False
26,White,Male,married,Husband,United States,sales sector,private sector employee,0,0,college for less than one year,50,False
27,White,Male,married,Husband,,professional specialty,federal government,0,0,professional degree,45,True
24,White,Male,never married,Not-in-family,United States,sales sector,private sector employee,0,0,associate's degree,35,False
40,White,Male,married,Husband,United States,sales sector,"owner of a non-incorporated business, professional practice, or farm",0,0,master's degree,60,False
65,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
17,White,Male,never married,Own-child,United States,service sector,private sector employee,0,0,finished 10th class,15,False
28,White,Male,married,Husband,Japan,professional specialty,private sector employee,0,0,bachelor's degree,40,False
30,White,Male,married,Other-relative,United States,execution and management,private sector employee,0,0,college for less than one year,40,False
46,White,Male,never married,Not-in-family,United States,professional specialty,state government,0,0,bachelor's degree,40,False
67,White,Female,widowed,Not-in-family,United States,service sector,"owner of a non-incorporated business, professional practice, or farm",0,0,high school graduate,30,False
24,White,Male,never married,Not-in-family,United States,technology and support sector,private sector employee,0,0,bachelor's degree,35,False
90,White,Female,divorced,Not-in-family,United States,,,0,0,finished 10th class,7,False
27,Asian-Pac-Islander,Male,married,Husband,India,technology and support sector,private sector employee,0,0,bachelor's degree,40,True
38,White,Male,married,Husband,United States,execution and management,private sector employee,0,0,bachelor's degree,50,True
23,Black,Female,never married,Unmarried,Trinadad&Tobago,office and administrative support,private sector employee,0,0,college for less than one year,40,False
48,White,Male,divorced,Unmarried,United States,execution and management,state government,0,0,bachelor's degree,40,False
23,White,Female,never married,Not-in-family,United States,office and administrative support,private sector employee,0,0,high school graduate,50,False
