age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
35,White,Male,Married-civ-spouse,Husband,United-States,,,0,0,HS-grad,40,False
27,White,Male,Never-married,Not-in-family,United-States,Other-service,Private,0,0,12th,40,False
48,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,60,False
62,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,State-gov,0,0,Bachelors,38,False
29,White,Male,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Some-college,45,False
25,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Some-college,45,False
44,White,Female,Separated,Not-in-family,Dominican-Republic,Prof-specialty,Private,0,0,Assoc-voc,40,False
30,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Self-emp-not-inc,0,0,HS-grad,75,False
59,White,Male,Divorced,Not-in-family,United-States,Prof-specialty,Local-gov,0,0,Masters,40,True
21,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,Some-college,20,False
63,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,10th,40,False
60,White,Female,Married-civ-spouse,Wife,United-States,Machine-op-inspct,Private,0,0,7th-8th,40,False
63,Black,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
41,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Private,0,0,Bachelors,45,True
41,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,44,False
27,White,Female,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Bachelors,40,False
25,White,Female,Married-civ-spouse,Wife,United-States,Other-service,State-gov,0,0,Bachelors,40,False
34,Black,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,HS-grad,40,True
54,White,Male,Married-civ-spouse,Husband,United-States,Transport-moving,Private,0,2051,HS-grad,50,False
32,White,Male,Married-civ-spouse,Own-child,United-States,Transport-moving,Private,0,0,HS-grad,40,False
37,White,Male,Married-civ-spouse,Husband,United-States,Sales,Private,0,0,Bachelors,55,True
52,White,Female,Widowed,Not-in-family,United-States,Adm-clerical,Private,0,0,HS-grad,40,False
50,White,Male,Married-civ-spouse,Husband,Mexico,Handlers-cleaners,Private,0,0,5th-6th,40,False
30,Black,Female,Separated,Unmarried,United-States,Prof-specialty,Self-emp-not-inc,0,0,Some-college,40,False
44,Black,Female,Divorced,Not-in-family,United-States,Adm-clerical,Federal-gov,0,1741,Assoc-acdm,40,False
32,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
47,White,Female,Divorced,Not-in-family,United-States,Other-service,Private,99999,0,Bachelors,40,True
28,Black,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,Assoc-acdm,40,False
37,Amer-Indian-Eskimo,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,HS-grad,18,False
45,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Local-gov,0,0,Some-college,40,True
56,White,Male,Married-civ-spouse,Husband,England,Exec-managerial,Private,0,0,Masters,60,True
36,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Federal-gov,0,0,Bachelors,40,True
42,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,1902,Bachelors,50,True
25,White,Male,Married-civ-spouse,Husband,United-States,Machine-op-inspct,Private,0,0,HS-grad,40,False
48,White,Male,Divorced,Not-in-family,United-States,Handlers-cleaners,Federal-gov,0,0,HS-grad,40,False
42,White,Female,Divorced,Unmarried,United-States,Exec-managerial,Private,0,0,Some-college,45,False
52,White,Male,Divorced,Not-in-family,United-States,Farming-fishing,Private,0,0,Bachelors,40,False
22,White,Male,Never-married,Own-child,United-States,,,0,0,Some-college,50,False
38,White,Male,Married-civ-spouse,Husband,Nicaragua,Craft-repair,Private,0,0,HS-grad,40,False
40,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,60,True
52,White,Male,Married-civ-spouse,Husband,United-States,Handlers-cleaners,Private,0,0,HS-grad,40,True
43,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,1902,HS-grad,40,True
43,Asian-Pac-Islander,Female,Divorced,Own-child,South,Other-service,Private,0,0,HS-grad,40,False
33,White,Male,Married-civ-spouse,Husband,United-States,Exec-managerial,Private,0,0,HS-grad,50,False
