Age,Race,Sex, Marital status,Relation to head of the household,Native country,Occupation,Work class,Capital gain last year,Capital loss last year,Education,Work hours per week,label
39,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,60,False
34,Asian-Pac-Islander,Male,never married,Own-child,China,technology and support sector,private sector employee,14084,0,high school graduate,35,True
47,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,finished 8th class,40,False
65,Asian-Pac-Islander,Female,divorced,Not-in-family,United States,service sector,private sector employee,0,0,college for less than one year,15,False
33,White,Male,never married,Own-child,United States,,,0,0,college for less than one year,40,False
68,White,Female,widowed,Not-in-family,United States,,,0,0,high school graduate,12,False
33,Black,Female,divorced,Unmarried,United States,office and administrative support,local government,0,0,college for less than one year,40,False
30,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
32,White,Male,married,Other-relative,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
19,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,college for less than one year,20,False
29,White,Male,separated,Not-in-family,United States,"transportation, communication, and other public utilities sector","owner of a non-incorporated business, professional practice, or farm",0,0,finished 11th class,60,False
19,White,Male,never married,Other-relative,United States,sales sector,private sector employee,0,0,college for less than one year,40,False
20,Amer-Indian-Eskimo,Male,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,college for less than one year,40,False
46,White,Male,divorced,Not-in-family,United States,craft and repair sector,"owner of a non-incorporated business, professional practice, or farm",0,0,associate's degree,40,False
47,White,Male,married,Husband,United States,office and administrative support,federal government,0,0,high school graduate,40,True
22,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,50,False
38,White,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
35,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,finished 9th class,40,False
42,White,Male,divorced,Not-in-family,United States,professional specialty,private sector employee,4650,0,master's degree,40,False
43,White,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,False
35,White,Male,married,Husband,United States,professional specialty,state government,0,0,master's degree,75,False
38,Black,Male,divorced,Not-in-family,United States,craft and repair sector,private sector employee,0,0,high school graduate,40,False
39,White,Male,married,Husband,United States,office and administrative support,private sector employee,0,0,bachelor's degree,40,False
22,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
22,White,Female,never married,Not-in-family,United States,,,0,0,bachelor's degree,23,False
30,White,Male,married,Husband,United States,craft and repair sector,private sector employee,2580,0,finished 11th class,40,False
23,White,Male,never married,Own-child,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
41,Black,Female,never married,Unmarried,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,30,False
47,White,Male,divorced,Not-in-family,United States,technology and support sector,private sector employee,0,0,master's degree,40,False
20,White,Male,never married,Own-child,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,college for less than one year,23,False
36,White,Male,married,Husband,United States,craft and repair sector,private sector employee,0,0,college for less than one year,40,True
46,Black,Male,married,Husband,United States,"transportation, communication, and other public utilities sector",private sector employee,0,0,high school graduate,40,False
31,White,Female,married,Wife,United States,execution and management,private sector employee,0,0,high school graduate,40,True
28,White,Male,never married,Own-child,United States,cleaning and maintenance sector,private sector employee,0,0,high school graduate,40,False
30,White,Male,married,Husband,United States,professional specialty,private sector employee,0,0,college for one or more years without a degree,40,True
35,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,associate's degree,60,False
55,White,Male,married,Husband,United States,sales sector,"owner of a incorporated business, professional practice, or farm",0,0,bachelor's degree,60,True
71,White,Female,never married,Not-in-family,United States,execution and management,private sector employee,0,0,bachelor's degree,14,False
28,White,Male,never married,Not-in-family,United States,service sector,private sector employee,0,0,high school graduate,32,False
50,White,Male,divorced,Unmarried,United States,,,0,0,college for less than one year,40,False
28,White,Male,married,Husband,United States,machine operator and inspector,private sector employee,0,0,high school graduate,40,False
46,Asian-Pac-Islander,Male,married,Not-in-family,China,service sector,private sector employee,0,0,finished 10th class,37,False
19,White,Female,never married,Own-child,United States,sales sector,private sector employee,0,0,college for less than one year,20,False
