age,race,sex,marital_status,relationship,native_country,occupation,workclass,capital_gain,capital_loss,education,hours_per_week,label
28,White,Female,Never-married,Not-in-family,United-States,Prof-specialty,Local-gov,0,0,Masters,40,False
22,White,Male,Never-married,Other-relative,United-States,Craft-repair,Private,0,0,10th,30,False
49,White,Female,Divorced,Other-relative,United-States,Sales,Private,0,0,Bachelors,35,False
25,White,Male,Married-civ-spouse,Other-relative,Mexico,Machine-op-inspct,Private,0,0,11th,40,False
26,White,Female,Separated,Own-child,United-States,Tech-support,Private,0,0,HS-grad,40,False
23,Asian-Pac-Islander,Male,Never-married,Not-in-family,Taiwan,Sales,Private,0,0,Bachelors,50,False
58,White,Female,Widowed,Not-in-family,United-States,Prof-specialty,State-gov,0,0,Some-college,20,False
40,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,State-gov,0,0,Some-college,40,False
39,White,Male,Never-married,Not-in-family,Columbia,Handlers-cleaners,Private,0,0,10th,40,False
17,White,Male,Never-married,Own-child,United-States,Other-service,Private,0,0,10th,20,False
47,Black,Female,Married-civ-spouse,Wife,United-States,Machine-op-inspct,Private,15024,0,HS-grad,40,True
37,White,Female,Divorced,Unmarried,United-States,Prof-specialty,State-gov,0,0,Masters,40,False
23,White,Female,Never-married,Own-child,United-States,Adm-clerical,Private,2174,0,Bachelors,40,False
37,White,Male,Never-married,Not-in-family,United-States,Farming-fishing,Self-emp-not-inc,0,0,HS-grad,86,False
33,White,Male,Married-spouse-absent,Not-in-family,United-States,Craft-repair,Private,0,0,Assoc-acdm,20,False
47,White,Female,Divorced,Unmarried,United-States,Adm-clerical,Local-gov,0,0,Some-college,40,False
57,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Private,0,0,HS-grad,40,False
43,White,Male,Married-civ-spouse,Husband,United-States,Prof-specialty,Self-emp-not-inc,0,0,Prof-school,20,False
41,White,Male,Married-civ-spouse,Husband,Iran,Exec-managerial,Private,0,0,Bachelors,50,True
33,White,Male,Divorced,Own-child,United-States,Craft-repair,Private,0,0,HS-grad,40,False
47,Other,Male,Never-married,Not-in-family,,Craft-repair,Self-emp-inc,0,0,7th-8th,40,False
37,White,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Private,0,0,Assoc-voc,30,False
25,White,Female,Never-married,Not-in-family,United-States,Tech-support,Private,0,0,Bachelors,10,False
28,White,Male,Married-civ-spouse,Husband,France,Sales,Private,0,0,Masters,45,True
29,White,Male,Never-married,Not-in-family,United-States,Exec-managerial,Private,0,0,Bachelors,40,False
68,White,Male,Separated,Unmarried,Canada,Sales,Self-emp-inc,0,0,Bachelors,70,False
43,Black,Female,Married-civ-spouse,Wife,United-States,Prof-specialty,Local-gov,0,0,Masters,35,True
42,Other,Male,Married-civ-spouse,Husband,Mexico,Craft-repair,Private,3103,0,5th-6th,40,True
30,White,Male,Never-married,Unmarried,El-Salvador,Other-service,Private,0,0,Preschool,28,False
42,White,Male,Married-civ-spouse,Husband,United-States,Craft-repair,Self-emp-not-inc,0,2002,HS-grad,40,False
38,White,Female,Married-civ-spouse,Wife,Poland,Other-service,Self-emp-inc,0,0,HS-grad,20,False
43,White,Male,Never-married,Not-in-family,United-States,Adm-clerical,Private,0,0,Masters,40,False
31,White,Male,Married-civ-spouse,Husband,United-States,Adm-clerical,Private,0,0,Bachelors,40,True
