age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
41,services,married,secondary,no,2399,yes,no,cellular,15,may,303,2,351,2,failure,False
34,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,client was not previously contacted,0,unknown,False
50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,True
27,housemaid,single,tertiary,no,979,yes,no,cellular,7,may,272,4,357,1,other,False
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,True
28,blue-collar,single,primary,no,-457,yes,no,unknown,15,may,43,9,client was not previously contacted,0,unknown,False
56,blue-collar,single,primary,no,533,no,yes,cellular,11,jul,166,1,client was not previously contacted,0,unknown,False
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,client was not previously contacted,0,unknown,True
60,technician,married,secondary,no,914,no,no,unknown,4,aug,64,1,client was not previously contacted,0,unknown,False
33,admin.,married,secondary,no,139,yes,yes,cellular,13,may,84,1,client was not previously contacted,0,unknown,False
32,admin.,married,secondary,no,1078,yes,no,cellular,16,apr,177,1,client was not previously contacted,0,unknown,False
34,management,married,tertiary,no,0,no,no,cellular,18,aug,431,6,client was not previously contacted,0,unknown,False
31,housemaid,married,primary,no,0,yes,no,cellular,11,aug,57,7,client was not previously contacted,0,unknown,False
32,technician,married,secondary,no,235,yes,no,telephone,28,aug,688,6,client was not previously contacted,0,unknown,False
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,True
31,services,married,secondary,no,238,yes,yes,unknown,9,may,156,2,client was not previously contacted,0,unknown,False
42,blue-collar,single,primary,no,-376,yes,no,cellular,18,may,53,1,client was not previously contacted,0,unknown,False
35,services,married,secondary,no,347,yes,no,cellular,6,may,282,4,client was not previously contacted,0,unknown,False
58,admin.,married,secondary,no,1464,yes,yes,unknown,5,jun,53,29,client was not previously contacted,0,unknown,False
32,blue-collar,married,primary,no,2198,no,no,cellular,15,may,463,1,175,4,failure,False
32,admin.,single,secondary,no,91,yes,no,unknown,14,may,302,2,client was not previously contacted,0,unknown,False
32,services,single,secondary,no,124,yes,no,cellular,6,feb,202,3,9,5,other,False
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,True
46,blue-collar,married,secondary,no,209,yes,no,cellular,22,jul,126,4,client was not previously contacted,0,unknown,False
35,services,married,secondary,no,1047,yes,no,cellular,20,apr,95,2,client was not previously contacted,0,unknown,False
42,technician,married,secondary,no,3,no,no,cellular,28,aug,11,26,client was not previously contacted,0,unknown,False
