age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
41.0,services,married,secondary,no,2399.0,yes,no,cellular,15.0,may,303.0,2.0,351.0,2.0,failure,False
34.0,admin.,single,secondary,no,1704.0,yes,no,unknown,15.0,may,218.0,2.0,-1.0,0.0,unknown,False
50.0,housemaid,married,secondary,no,388.0,no,no,cellular,15.0,sep,173.0,2.0,99.0,4.0,failure,True
27.0,housemaid,single,tertiary,no,979.0,yes,no,cellular,7.0,may,272.0,4.0,357.0,1.0,other,False
55.0,blue-collar,divorced,primary,no,8180.0,no,no,cellular,14.0,may,854.0,2.0,360.0,1.0,failure,True
28.0,blue-collar,single,primary,no,-457.0,yes,no,unknown,15.0,may,43.0,9.0,-1.0,0.0,unknown,False
56.0,blue-collar,single,primary,no,533.0,no,yes,cellular,11.0,jul,166.0,1.0,-1.0,0.0,unknown,False
25.0,student,married,tertiary,no,10.0,yes,no,cellular,21.0,jul,857.0,4.0,-1.0,0.0,unknown,True
60.0,technician,married,secondary,no,914.0,no,no,unknown,4.0,aug,64.0,1.0,-1.0,0.0,unknown,False
33.0,admin.,married,secondary,no,139.0,yes,yes,cellular,13.0,may,84.0,1.0,-1.0,0.0,unknown,False
32.0,admin.,married,secondary,no,1078.0,yes,no,cellular,16.0,apr,177.0,1.0,-1.0,0.0,unknown,False
34.0,management,married,tertiary,no,0.0,no,no,cellular,18.0,aug,431.0,6.0,-1.0,0.0,unknown,False
31.0,housemaid,married,primary,no,0.0,yes,no,cellular,11.0,aug,57.0,7.0,-1.0,0.0,unknown,False
32.0,technician,married,secondary,no,235.0,yes,no,telephone,28.0,aug,688.0,6.0,-1.0,0.0,unknown,False
38.0,management,married,tertiary,no,1199.0,no,no,cellular,4.0,aug,178.0,1.0,1.0,1.0,success,True
31.0,services,married,secondary,no,238.0,yes,yes,unknown,9.0,may,156.0,2.0,-1.0,0.0,unknown,False
42.0,blue-collar,single,primary,no,-376.0,yes,no,cellular,18.0,may,53.0,1.0,-1.0,0.0,unknown,False
35.0,services,married,secondary,no,347.0,yes,no,cellular,6.0,may,282.0,4.0,-1.0,0.0,unknown,False
58.0,admin.,married,secondary,no,1464.0,yes,yes,unknown,5.0,jun,53.0,29.0,-1.0,0.0,unknown,False
32.0,blue-collar,married,primary,no,2198.0,no,no,cellular,15.0,may,463.0,1.0,175.0,4.0,failure,False
32.0,admin.,single,secondary,no,91.0,yes,no,unknown,14.0,may,302.0,2.0,-1.0,0.0,unknown,False
32.0,services,single,secondary,no,124.0,yes,no,cellular,6.0,feb,202.0,3.0,9.0,5.0,other,False
63.0,entrepreneur,married,secondary,no,3904.0,no,no,telephone,8.0,nov,360.0,1.0,96.0,4.0,success,True
46.0,blue-collar,married,secondary,no,209.0,yes,no,cellular,22.0,jul,126.0,4.0,-1.0,0.0,unknown,False
35.0,services,married,secondary,no,1047.0,yes,no,cellular,20.0,apr,95.0,2.0,-1.0,0.0,unknown,False
42.0,technician,married,secondary,no,3.0,no,no,cellular,28.0,aug,11.0,26.0,-1.0,0.0,unknown,False
42.0,admin.,single,secondary,no,1143.0,yes,yes,telephone,17.0,nov,106.0,1.0,-1.0,0.0,unknown,False
32.0,technician,single,secondary,no,554.0,no,no,cellular,7.0,aug,520.0,3.0,-1.0,0.0,unknown,False
26.0,management,single,secondary,no,565.0,yes,no,unknown,6.0,jun,582.0,11.0,-1.0,0.0,unknown,False
59.0,technician,married,secondary,no,116.0,no,no,cellular,12.0,aug,398.0,4.0,422.0,3.0,failure,True
52.0,admin.,married,unknown,no,635.0,no,no,cellular,7.0,aug,228.0,4.0,-1.0,0.0,unknown,False
30.0,technician,married,tertiary,no,81.0,no,no,cellular,28.0,aug,51.0,1.0,-1.0,0.0,unknown,False
25.0,management,single,secondary,no,1923.0,no,yes,cellular,8.0,jul,71.0,1.0,-1.0,0.0,unknown,False
57.0,management,married,tertiary,no,929.0,no,no,cellular,19.0,aug,387.0,8.0,-1.0,0.0,unknown,False
48.0,services,married,secondary,no,665.0,yes,no,cellular,7.0,apr,271.0,2.0,230.0,3.0,failure,False
29.0,admin.,divorced,secondary,no,883.0,no,yes,cellular,8.0,may,85.0,1.0,-1.0,0.0,unknown,False
37.0,admin.,single,tertiary,no,224.0,yes,no,cellular,9.0,jul,128.0,2.0,-1.0,0.0,unknown,False
47.0,services,divorced,secondary,no,430.0,yes,yes,unknown,14.0,may,335.0,1.0,-1.0,0.0,unknown,False
76.0,retired,married,primary,no,3324.0,no,no,cellular,13.0,aug,227.0,2.0,192.0,1.0,failure,True
34.0,blue-collar,married,secondary,yes,1.0,yes,no,cellular,9.0,jul,394.0,1.0,-1.0,0.0,unknown,False
44.0,management,single,tertiary,no,6350.0,yes,no,cellular,9.0,jul,323.0,1.0,-1.0,0.0,unknown,False
32.0,technician,married,secondary,no,-95.0,yes,no,cellular,29.0,jul,935.0,4.0,-1.0,0.0,unknown,False
41.0,services,married,secondary,no,6687.0,yes,no,cellular,21.0,jul,91.0,3.0,-1.0,0.0,unknown,False
27.0,student,single,secondary,no,6036.0,no,no,cellular,31.0,mar,175.0,1.0,181.0,1.0,failure,True
34.0,services,married,secondary,no,1337.0,no,no,cellular,30.0,apr,442.0,1.0,-1.0,0.0,unknown,True
39.0,admin.,married,secondary,no,0.0,no,no,telephone,12.0,may,256.0,4.0,-1.0,0.0,unknown,False
34.0,admin.,married,secondary,no,0.0,yes,no,cellular,9.0,feb,30.0,4.0,-1.0,0.0,unknown,False
41.0,technician,single,secondary,no,1508.0,no,yes,cellular,28.0,jan,301.0,2.0,-1.0,0.0,unknown,False
54.0,management,divorced,tertiary,no,0.0,yes,no,telephone,18.0,may,17.0,11.0,-1.0,0.0,unknown,False
36.0,technician,single,secondary,no,76.0,yes,no,cellular,31.0,jul,109.0,5.0,-1.0,0.0,unknown,False
26.0,admin.,single,secondary,no,338.0,no,no,cellular,29.0,oct,209.0,1.0,188.0,2.0,unknown,True
36.0,management,single,tertiary,no,419.0,no,no,cellular,12.0,aug,122.0,2.0,-1.0,0.0,unknown,False
50.0,entrepreneur,married,tertiary,no,8649.0,yes,no,cellular,20.0,nov,141.0,1.0,-1.0,0.0,unknown,False
56.0,admin.,divorced,secondary,no,3869.0,no,no,cellular,28.0,jan,79.0,1.0,-1.0,0.0,unknown,False
31.0,blue-collar,single,primary,no,5058.0,yes,no,unknown,20.0,may,157.0,1.0,-1.0,0.0,unknown,False
37.0,technician,single,secondary,no,4.0,no,no,cellular,11.0,aug,933.0,1.0,-1.0,0.0,unknown,True
35.0,blue-collar,married,primary,no,443.0,yes,no,cellular,17.0,apr,185.0,2.0,316.0,3.0,other,False
49.0,blue-collar,married,secondary,no,5058.0,no,no,cellular,12.0,may,255.0,2.0,357.0,4.0,failure,False
51.0,blue-collar,married,primary,no,581.0,yes,no,cellular,11.0,may,282.0,1.0,-1.0,0.0,unknown,False
51.0,services,married,secondary,no,540.0,yes,no,unknown,5.0,jun,124.0,2.0,-1.0,0.0,unknown,False
45.0,technician,married,secondary,no,88.0,no,no,cellular,29.0,aug,150.0,2.0,-1.0,0.0,unknown,False
34.0,blue-collar,married,secondary,no,2700.0,yes,no,unknown,20.0,may,446.0,2.0,-1.0,0.0,unknown,False
32.0,management,single,tertiary,no,6248.0,yes,no,cellular,15.0,may,64.0,3.0,371.0,2.0,failure,False
56.0,entrepreneur,married,secondary,no,339.0,yes,no,cellular,26.0,may,251.0,1.0,98.0,3.0,other,False
46.0,technician,married,secondary,no,518.0,no,no,cellular,25.0,aug,68.0,6.0,-1.0,0.0,unknown,False
37.0,technician,married,secondary,no,427.0,yes,yes,unknown,27.0,may,335.0,3.0,-1.0,0.0,unknown,False
60.0,blue-collar,married,primary,no,5.0,no,no,cellular,29.0,jan,533.0,1.0,92.0,1.0,success,True
37.0,services,married,secondary,no,343.0,yes,yes,cellular,7.0,jul,74.0,7.0,-1.0,0.0,unknown,False
30.0,management,single,secondary,no,308.0,yes,yes,unknown,2.0,jun,175.0,2.0,-1.0,0.0,unknown,False
41.0,admin.,single,secondary,no,30.0,yes,no,unknown,14.0,may,211.0,3.0,-1.0,0.0,unknown,False
43.0,blue-collar,married,primary,no,8.0,no,no,telephone,7.0,jul,245.0,5.0,-1.0,0.0,unknown,False
61.0,management,married,tertiary,no,477.0,yes,no,cellular,29.0,oct,377.0,1.0,520.0,1.0,other,True
57.0,technician,divorced,tertiary,no,114.0,no,no,cellular,19.0,aug,281.0,2.0,-1.0,0.0,unknown,False
30.0,technician,single,secondary,no,4888.0,yes,no,cellular,20.0,nov,274.0,2.0,-1.0,0.0,unknown,False
60.0,retired,divorced,secondary,no,216.0,yes,no,unknown,5.0,may,238.0,1.0,-1.0,0.0,unknown,False
43.0,blue-collar,divorced,secondary,no,-447.0,yes,no,cellular,17.0,apr,85.0,1.0,-1.0,0.0,unknown,False
38.0,blue-collar,single,tertiary,no,2885.0,yes,no,unknown,20.0,jun,1422.0,10.0,-1.0,0.0,unknown,True
46.0,management,married,tertiary,no,-3.0,no,no,cellular,25.0,aug,728.0,4.0,-1.0,0.0,unknown,False
46.0,services,married,unknown,no,72.0,yes,no,cellular,15.0,may,165.0,3.0,-1.0,0.0,unknown,False
59.0,admin.,married,unknown,no,64343.0,no,no,cellular,6.0,aug,45.0,4.0,-1.0,0.0,unknown,False
53.0,entrepreneur,married,unknown,no,7.0,no,no,cellular,20.0,nov,68.0,1.0,-1.0,0.0,unknown,False
56.0,blue-collar,married,primary,no,2765.0,no,no,cellular,13.0,apr,222.0,3.0,-1.0,0.0,unknown,False
32.0,services,married,secondary,no,4885.0,yes,yes,cellular,18.0,nov,400.0,2.0,-1.0,0.0,unknown,False
32.0,technician,single,tertiary,no,1454.0,yes,no,cellular,20.0,apr,190.0,1.0,335.0,1.0,other,False
56.0,blue-collar,divorced,secondary,no,9898.0,yes,no,cellular,21.0,nov,147.0,3.0,-1.0,0.0,unknown,False
39.0,technician,single,secondary,no,-237.0,yes,no,cellular,14.0,may,64.0,2.0,-1.0,0.0,unknown,False
68.0,retired,single,tertiary,no,2144.0,no,no,cellular,22.0,oct,277.0,1.0,184.0,2.0,success,True
52.0,admin.,divorced,secondary,no,1135.0,yes,no,cellular,14.0,may,248.0,1.0,-1.0,0.0,unknown,False
53.0,management,married,tertiary,no,583.0,no,no,cellular,17.0,nov,226.0,1.0,184.0,4.0,success,True
34.0,entrepreneur,married,primary,no,165.0,yes,no,cellular,17.0,apr,182.0,2.0,329.0,1.0,failure,False
34.0,technician,married,unknown,no,4053.0,yes,no,unknown,23.0,may,123.0,2.0,-1.0,0.0,unknown,False
24.0,unemployed,single,tertiary,no,39.0,yes,no,unknown,20.0,jun,15.0,3.0,-1.0,0.0,unknown,False
38.0,blue-collar,married,primary,no,290.0,yes,no,cellular,16.0,apr,283.0,1.0,-1.0,0.0,unknown,False
45.0,blue-collar,married,primary,no,302.0,yes,no,telephone,15.0,may,258.0,3.0,-1.0,0.0,unknown,False
50.0,management,married,tertiary,no,0.0,no,no,cellular,9.0,jul,243.0,5.0,-1.0,0.0,unknown,False
37.0,technician,married,secondary,no,332.0,yes,no,cellular,19.0,nov,342.0,2.0,-1.0,0.0,unknown,False
30.0,technician,single,secondary,no,411.0,yes,no,cellular,16.0,apr,948.0,1.0,-1.0,0.0,unknown,False
31.0,management,married,tertiary,no,-181.0,yes,no,cellular,8.0,may,127.0,1.0,170.0,2.0,failure,False
45.0,management,single,tertiary,no,997.0,no,yes,cellular,19.0,nov,152.0,1.0,-1.0,0.0,unknown,False
24.0,student,single,secondary,no,4126.0,no,no,cellular,5.0,apr,907.0,4.0,185.0,7.0,failure,True
53.0,management,married,tertiary,no,2385.0,no,no,cellular,8.0,aug,498.0,8.0,-1.0,0.0,unknown,False
49.0,management,married,tertiary,no,4374.0,yes,no,cellular,31.0,jul,68.0,3.0,-1.0,0.0,unknown,False
36.0,entrepreneur,married,secondary,no,352.0,yes,no,unknown,21.0,may,139.0,2.0,-1.0,0.0,unknown,False
36.0,technician,married,secondary,no,331.0,no,no,cellular,22.0,aug,239.0,4.0,-1.0,0.0,unknown,False
47.0,technician,divorced,secondary,no,129.0,no,no,cellular,2.0,feb,110.0,2.0,222.0,2.0,failure,False
38.0,management,married,tertiary,no,14190.0,yes,no,cellular,31.0,jul,48.0,3.0,-1.0,0.0,unknown,False
26.0,blue-collar,married,primary,no,-219.0,yes,yes,unknown,15.0,may,311.0,5.0,-1.0,0.0,unknown,False
53.0,blue-collar,married,primary,no,570.0,no,no,cellular,20.0,aug,158.0,4.0,-1.0,0.0,unknown,False
42.0,admin.,married,secondary,no,529.0,yes,yes,cellular,19.0,nov,193.0,3.0,-1.0,0.0,unknown,False
30.0,blue-collar,married,secondary,no,313.0,yes,yes,cellular,6.0,may,311.0,3.0,364.0,1.0,failure,False
45.0,unemployed,married,secondary,no,383.0,no,no,cellular,23.0,apr,293.0,1.0,-1.0,0.0,unknown,False
59.0,technician,married,secondary,no,7766.0,yes,no,cellular,25.0,feb,1422.0,1.0,461.0,1.0,failure,True
57.0,blue-collar,married,primary,no,42.0,yes,no,unknown,21.0,may,384.0,3.0,-1.0,0.0,unknown,False
28.0,technician,single,secondary,no,1532.0,no,no,cellular,22.0,may,253.0,1.0,107.0,5.0,failure,False
32.0,technician,single,tertiary,no,5204.0,no,no,cellular,8.0,aug,31.0,2.0,-1.0,0.0,unknown,False
44.0,services,married,secondary,no,850.0,no,yes,cellular,16.0,jul,220.0,5.0,-1.0,0.0,unknown,False
44.0,management,married,secondary,no,1103.0,no,no,cellular,20.0,nov,82.0,1.0,-1.0,0.0,unknown,False
37.0,blue-collar,married,unknown,no,444.0,no,no,cellular,1.0,oct,143.0,1.0,94.0,9.0,other,False
35.0,blue-collar,married,primary,no,2730.0,yes,no,unknown,21.0,may,65.0,1.0,-1.0,0.0,unknown,False
41.0,management,married,tertiary,no,725.0,no,no,cellular,26.0,aug,460.0,10.0,-1.0,0.0,unknown,False
37.0,management,married,tertiary,no,58.0,yes,no,unknown,5.0,may,98.0,2.0,-1.0,0.0,unknown,False
31.0,technician,single,secondary,no,1188.0,yes,no,cellular,19.0,nov,82.0,1.0,-1.0,0.0,unknown,False
30.0,admin.,single,tertiary,no,5.0,no,yes,cellular,11.0,jul,58.0,1.0,-1.0,0.0,unknown,False
44.0,services,married,secondary,no,-1621.0,yes,yes,unknown,3.0,jun,171.0,5.0,-1.0,0.0,unknown,False
55.0,unemployed,married,secondary,no,-246.0,no,yes,cellular,8.0,jul,305.0,2.0,-1.0,0.0,unknown,False
23.0,services,single,secondary,no,-39.0,yes,yes,unknown,9.0,may,142.0,2.0,-1.0,0.0,unknown,False
45.0,blue-collar,married,primary,no,345.0,yes,no,telephone,14.0,may,289.0,3.0,-1.0,0.0,unknown,False
30.0,admin.,married,secondary,no,695.0,yes,no,cellular,13.0,apr,478.0,2.0,-1.0,0.0,unknown,False
42.0,blue-collar,married,primary,no,325.0,yes,no,cellular,14.0,may,99.0,4.0,-1.0,0.0,unknown,False
37.0,management,married,tertiary,no,26.0,no,no,cellular,17.0,jun,151.0,7.0,62.0,4.0,failure,False
41.0,blue-collar,single,secondary,no,925.0,yes,no,telephone,13.0,may,43.0,1.0,-1.0,0.0,unknown,False
26.0,student,single,secondary,no,0.0,no,no,cellular,27.0,may,107.0,2.0,-1.0,0.0,unknown,False
33.0,admin.,married,secondary,no,166.0,no,yes,cellular,31.0,jul,69.0,27.0,-1.0,0.0,unknown,False
25.0,blue-collar,married,secondary,no,0.0,no,yes,cellular,15.0,jul,1424.0,4.0,-1.0,0.0,unknown,True
38.0,management,single,tertiary,no,0.0,no,no,cellular,29.0,aug,95.0,2.0,-1.0,0.0,unknown,False
43.0,technician,married,secondary,no,-496.0,yes,no,unknown,29.0,may,100.0,2.0,-1.0,0.0,unknown,False
31.0,admin.,single,secondary,no,112.0,yes,no,cellular,22.0,jul,102.0,7.0,-1.0,0.0,unknown,False
32.0,technician,married,tertiary,no,1559.0,yes,yes,cellular,14.0,aug,144.0,7.0,-1.0,0.0,unknown,False
38.0,management,divorced,tertiary,no,349.0,yes,no,cellular,11.0,jul,151.0,2.0,-1.0,0.0,unknown,False
23.0,services,single,secondary,no,966.0,yes,no,unknown,4.0,jun,83.0,2.0,-1.0,0.0,unknown,False
54.0,management,divorced,tertiary,no,92.0,no,yes,telephone,7.0,jul,86.0,4.0,-1.0,0.0,unknown,False
45.0,admin.,divorced,secondary,no,0.0,yes,no,cellular,17.0,nov,102.0,1.0,-1.0,0.0,unknown,False
47.0,management,single,tertiary,no,440.0,no,no,cellular,21.0,aug,71.0,4.0,-1.0,0.0,unknown,False
55.0,admin.,married,secondary,no,6207.0,yes,no,unknown,26.0,jun,113.0,5.0,-1.0,0.0,unknown,False
31.0,unknown,married,secondary,no,111.0,no,no,cellular,20.0,aug,70.0,2.0,-1.0,0.0,unknown,False
45.0,technician,divorced,secondary,no,3271.0,no,no,cellular,7.0,may,388.0,2.0,-1.0,0.0,unknown,False
39.0,blue-collar,married,primary,no,481.0,yes,no,unknown,8.0,may,204.0,1.0,-1.0,0.0,unknown,False
45.0,admin.,single,secondary,no,946.0,yes,no,cellular,13.0,apr,754.0,3.0,143.0,6.0,failure,False
52.0,management,married,tertiary,no,52.0,no,yes,cellular,18.0,aug,124.0,4.0,-1.0,0.0,unknown,False
47.0,technician,married,secondary,no,503.0,yes,no,unknown,6.0,may,109.0,2.0,-1.0,0.0,unknown,False
42.0,blue-collar,married,secondary,no,388.0,yes,yes,unknown,16.0,may,437.0,2.0,-1.0,0.0,unknown,False
