age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
48.0,management,married,tertiary,no,3842.0,no,no,cellular,1.0,jun,215.0,2.0,-1.0,0.0,unknown,True
42.0,blue-collar,married,primary,no,479.0,yes,no,unknown,9.0,may,391.0,2.0,-1.0,0.0,unknown,False
53.0,technician,married,secondary,no,3429.0,no,no,cellular,19.0,aug,280.0,4.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,secondary,no,290.0,yes,no,unknown,20.0,may,409.0,2.0,-1.0,0.0,unknown,False
39.0,blue-collar,single,secondary,no,277.0,yes,no,unknown,3.0,jun,20.0,8.0,-1.0,0.0,unknown,False
30.0,blue-collar,married,secondary,no,0.0,no,no,unknown,19.0,may,159.0,3.0,-1.0,0.0,unknown,False
33.0,self-employed,single,secondary,no,136.0,yes,no,cellular,18.0,may,30.0,2.0,336.0,13.0,other,False
52.0,admin.,divorced,secondary,no,-342.0,no,no,unknown,19.0,may,153.0,1.0,-1.0,0.0,unknown,False
56.0,services,divorced,secondary,no,935.0,no,no,cellular,2.0,jun,136.0,1.0,96.0,3.0,failure,False
29.0,blue-collar,married,secondary,no,358.0,no,no,cellular,21.0,jul,88.0,5.0,-1.0,0.0,unknown,False
31.0,blue-collar,single,secondary,no,297.0,yes,no,cellular,20.0,nov,279.0,2.0,-1.0,0.0,unknown,False
58.0,blue-collar,married,unknown,no,5505.0,yes,no,unknown,23.0,may,317.0,4.0,-1.0,0.0,unknown,False
46.0,services,married,secondary,no,111.0,no,no,cellular,13.0,aug,78.0,2.0,-1.0,0.0,unknown,False
56.0,services,divorced,secondary,no,935.0,no,no,cellular,26.0,feb,112.0,1.0,227.0,2.0,failure,False
42.0,self-employed,married,tertiary,no,-266.0,no,yes,unknown,25.0,jun,322.0,1.0,-1.0,0.0,unknown,False
34.0,unknown,single,secondary,no,859.0,no,no,cellular,28.0,jan,829.0,1.0,-1.0,0.0,unknown,True
32.0,admin.,single,secondary,no,294.0,yes,no,unknown,28.0,may,97.0,2.0,-1.0,0.0,unknown,False
35.0,management,single,tertiary,no,151.0,no,no,unknown,20.0,sep,11.0,1.0,850.0,2.0,failure,False
52.0,services,divorced,secondary,no,765.0,yes,no,unknown,20.0,jun,27.0,3.0,-1.0,0.0,unknown,False
44.0,services,married,secondary,yes,-146.0,yes,no,cellular,11.0,jul,256.0,2.0,-1.0,0.0,unknown,False
50.0,blue-collar,married,secondary,no,616.0,yes,no,cellular,6.0,aug,439.0,6.0,-1.0,0.0,unknown,False
31.0,technician,single,secondary,no,622.0,no,no,cellular,4.0,feb,15.0,5.0,-1.0,0.0,unknown,False
45.0,management,married,tertiary,no,273.0,yes,no,cellular,27.0,feb,94.0,2.0,-1.0,0.0,unknown,False
27.0,admin.,married,secondary,no,1417.0,yes,no,cellular,15.0,may,143.0,2.0,343.0,3.0,failure,False
52.0,blue-collar,married,primary,no,4793.0,yes,no,unknown,6.0,jun,176.0,2.0,-1.0,0.0,unknown,False
50.0,services,divorced,secondary,no,339.0,yes,no,cellular,7.0,may,43.0,3.0,-1.0,0.0,unknown,False
38.0,blue-collar,divorced,secondary,no,1686.0,yes,no,unknown,19.0,jun,9.0,28.0,-1.0,0.0,unknown,False
34.0,blue-collar,married,secondary,no,328.0,yes,yes,cellular,21.0,nov,18.0,7.0,-1.0,0.0,unknown,False
