age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
30.0,management,single,tertiary,no,6825.0,no,no,cellular,4.0,feb,217.0,2.0,-1.0,0.0,unknown,False
59.0,management,divorced,tertiary,no,81.0,no,no,cellular,26.0,may,140.0,1.0,-1.0,0.0,unknown,False
28.0,blue-collar,single,secondary,no,322.0,no,no,telephone,11.0,sep,240.0,2.0,95.0,3.0,other,True
53.0,technician,married,secondary,no,1389.0,no,no,telephone,30.0,jul,34.0,4.0,-1.0,0.0,unknown,False
32.0,blue-collar,married,primary,no,183.0,yes,no,cellular,9.0,feb,308.0,4.0,208.0,3.0,other,False
33.0,management,single,tertiary,no,283.0,yes,no,cellular,14.0,may,40.0,1.0,-1.0,0.0,unknown,False
49.0,management,married,tertiary,no,64.0,no,no,unknown,11.0,jun,586.0,1.0,-1.0,0.0,unknown,True
29.0,services,single,tertiary,no,2564.0,yes,no,unknown,27.0,may,306.0,2.0,-1.0,0.0,unknown,False
40.0,technician,divorced,secondary,no,6.0,no,no,cellular,27.0,aug,26.0,16.0,-1.0,0.0,unknown,False
66.0,retired,married,secondary,no,3409.0,no,no,cellular,12.0,may,801.0,1.0,86.0,2.0,failure,False
39.0,admin.,married,secondary,yes,0.0,no,no,unknown,29.0,may,59.0,3.0,-1.0,0.0,unknown,False
41.0,self-employed,married,unknown,no,1377.0,yes,no,cellular,15.0,may,111.0,4.0,371.0,2.0,other,False
34.0,management,single,tertiary,no,747.0,no,no,cellular,31.0,aug,72.0,2.0,98.0,1.0,failure,False
30.0,admin.,married,secondary,no,667.0,yes,no,unknown,2.0,jun,154.0,2.0,-1.0,0.0,unknown,False
35.0,blue-collar,divorced,secondary,no,164.0,yes,no,cellular,18.0,may,11.0,5.0,364.0,13.0,failure,False
28.0,services,married,secondary,no,4.0,yes,no,unknown,27.0,jun,133.0,5.0,-1.0,0.0,unknown,False
53.0,self-employed,married,tertiary,no,1672.0,no,no,cellular,23.0,jul,438.0,1.0,-1.0,0.0,unknown,False
23.0,blue-collar,married,secondary,no,-295.0,yes,no,cellular,15.0,may,411.0,1.0,323.0,2.0,failure,False
34.0,technician,married,secondary,no,210.0,yes,yes,cellular,20.0,nov,199.0,1.0,-1.0,0.0,unknown,False
45.0,blue-collar,married,primary,no,-160.0,yes,no,unknown,20.0,jun,15.0,26.0,-1.0,0.0,unknown,False
