age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
48,admin.,married,secondary,no,0,no,yes,cellular,11,oct,195,1,104,5,failure,False
38,blue-collar,single,primary,no,1375,yes,no,unknown,23,may,83,3,client was not previously contacted,0,unknown,False
47,admin.,single,secondary,no,15,no,no,unknown,12,may,181,4,client was not previously contacted,0,unknown,False
33,management,single,tertiary,no,-149,yes,no,cellular,22,jul,383,3,client was not previously contacted,0,unknown,False
40,management,single,tertiary,no,867,yes,yes,unknown,12,may,145,4,client was not previously contacted,0,unknown,False
59,retired,married,tertiary,no,1296,no,no,cellular,11,aug,862,11,client was not previously contacted,0,unknown,False
37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,True
35,technician,single,tertiary,no,992,yes,no,telephone,12,feb,1416,1,170,4,failure,False
37,blue-collar,married,primary,no,4997,no,no,unknown,9,jun,172,2,client was not previously contacted,0,unknown,False
30,admin.,single,secondary,no,1309,no,no,cellular,28,jan,622,1,client was not previously contacted,0,unknown,True
39,entrepreneur,divorced,secondary,no,-271,yes,no,cellular,7,may,406,1,client was not previously contacted,0,unknown,False
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,True
42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,client was not previously contacted,0,unknown,True
38,blue-collar,married,primary,no,-42,yes,no,cellular,14,may,87,1,client was not previously contacted,0,unknown,False
50,housemaid,divorced,primary,no,120,yes,no,cellular,21,jul,99,1,client was not previously contacted,0,unknown,False
38,admin.,single,secondary,no,221,yes,no,unknown,6,may,211,2,client was not previously contacted,0,unknown,False
30,technician,single,secondary,no,3286,yes,no,cellular,9,apr,743,1,client was not previously contacted,0,unknown,True
45,technician,married,secondary,no,858,no,no,cellular,5,feb,617,4,251,2,failure,False
46,technician,divorced,secondary,no,387,yes,yes,cellular,3,apr,298,1,client was not previously contacted,0,unknown,False
38,blue-collar,married,primary,no,433,no,no,cellular,20,nov,81,2,136,3,failure,False
35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,client was not previously contacted,0,unknown,False
34,services,married,secondary,no,334,yes,no,cellular,17,apr,139,2,318,1,failure,False
24,management,single,tertiary,no,3197,no,no,cellular,22,may,172,1,client was not previously contacted,0,unknown,False
51,management,married,tertiary,no,0,yes,no,cellular,22,may,168,1,client was not previously contacted,0,unknown,False
60,management,married,tertiary,no,6657,yes,no,cellular,29,jul,333,19,client was not previously contacted,0,unknown,False
54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,104,1,146,1,failure,False
51,services,married,secondary,no,-437,no,yes,cellular,30,jul,130,3,client was not previously contacted,0,unknown,False
30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure,False
29,management,married,tertiary,no,1366,yes,no,unknown,29,may,273,3,client was not previously contacted,0,unknown,False
34,services,married,secondary,no,196,no,no,cellular,6,feb,59,3,client was not previously contacted,0,unknown,False
51,technician,married,tertiary,no,1533,no,no,unknown,18,jun,242,2,client was not previously contacted,0,unknown,False
22,blue-collar,single,secondary,no,3992,yes,yes,unknown,19,may,194,2,client was not previously contacted,0,unknown,False
32,technician,single,secondary,no,13565,no,no,cellular,3,feb,613,2,client was not previously contacted,0,unknown,False
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,1,92,5,success,True
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,True
56,technician,single,secondary,no,751,yes,no,cellular,19,nov,85,5,client was not previously contacted,0,unknown,False
31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,client was not previously contacted,0,unknown,False
22,student,single,secondary,no,364,yes,no,unknown,15,may,282,1,client was not previously contacted,0,unknown,False
42,housemaid,married,primary,no,17,yes,no,unknown,6,may,124,1,client was not previously contacted,0,unknown,False
