age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
48.0,admin.,married,secondary,no,0.0,no,yes,cellular,11.0,oct,195.0,1.0,104.0,5.0,failure,False
38.0,blue-collar,single,primary,no,1375.0,yes,no,unknown,23.0,may,83.0,3.0,-1.0,0.0,unknown,False
47.0,admin.,single,secondary,no,15.0,no,no,unknown,12.0,may,181.0,4.0,-1.0,0.0,unknown,False
33.0,management,single,tertiary,no,-149.0,yes,no,cellular,22.0,jul,383.0,3.0,-1.0,0.0,unknown,False
40.0,management,single,tertiary,no,867.0,yes,yes,unknown,12.0,may,145.0,4.0,-1.0,0.0,unknown,False
59.0,retired,married,tertiary,no,1296.0,no,no,cellular,11.0,aug,862.0,11.0,-1.0,0.0,unknown,False
37.0,management,married,tertiary,no,2987.0,yes,no,cellular,15.0,feb,93.0,1.0,91.0,9.0,failure,True
35.0,technician,single,tertiary,no,992.0,yes,no,telephone,12.0,feb,1416.0,1.0,170.0,4.0,failure,False
37.0,blue-collar,married,primary,no,4997.0,no,no,unknown,9.0,jun,172.0,2.0,-1.0,0.0,unknown,False
30.0,admin.,single,secondary,no,1309.0,no,no,cellular,28.0,jan,622.0,1.0,-1.0,0.0,unknown,True
39.0,entrepreneur,divorced,secondary,no,-271.0,yes,no,cellular,7.0,may,406.0,1.0,-1.0,0.0,unknown,False
38.0,technician,single,secondary,no,1130.0,no,no,cellular,4.0,jun,96.0,2.0,98.0,1.0,success,True
42.0,blue-collar,single,primary,no,1628.0,yes,no,cellular,25.0,jul,590.0,8.0,-1.0,0.0,unknown,True
38.0,blue-collar,married,primary,no,-42.0,yes,no,cellular,14.0,may,87.0,1.0,-1.0,0.0,unknown,False
50.0,housemaid,divorced,primary,no,120.0,yes,no,cellular,21.0,jul,99.0,1.0,-1.0,0.0,unknown,False
38.0,admin.,single,secondary,no,221.0,yes,no,unknown,6.0,may,211.0,2.0,-1.0,0.0,unknown,False
30.0,technician,single,secondary,no,3286.0,yes,no,cellular,9.0,apr,743.0,1.0,-1.0,0.0,unknown,True
45.0,technician,married,secondary,no,858.0,no,no,cellular,5.0,feb,617.0,4.0,251.0,2.0,failure,False
46.0,technician,divorced,secondary,no,387.0,yes,yes,cellular,3.0,apr,298.0,1.0,-1.0,0.0,unknown,False
38.0,blue-collar,married,primary,no,433.0,no,no,cellular,20.0,nov,81.0,2.0,136.0,3.0,failure,False
35.0,management,single,tertiary,no,1496.0,yes,no,cellular,22.0,aug,73.0,4.0,-1.0,0.0,unknown,False
34.0,services,married,secondary,no,334.0,yes,no,cellular,17.0,apr,139.0,2.0,318.0,1.0,failure,False
24.0,management,single,tertiary,no,3197.0,no,no,cellular,22.0,may,172.0,1.0,-1.0,0.0,unknown,False
51.0,management,married,tertiary,no,0.0,yes,no,cellular,22.0,may,168.0,1.0,-1.0,0.0,unknown,False
60.0,management,married,tertiary,no,6657.0,yes,no,cellular,29.0,jul,333.0,19.0,-1.0,0.0,unknown,False
54.0,admin.,married,secondary,no,3136.0,yes,no,telephone,14.0,apr,104.0,1.0,146.0,1.0,failure,False
51.0,services,married,secondary,no,-437.0,no,yes,cellular,30.0,jul,130.0,3.0,-1.0,0.0,unknown,False
30.0,management,married,tertiary,no,101.0,yes,no,cellular,17.0,nov,348.0,1.0,123.0,1.0,failure,False
29.0,management,married,tertiary,no,1366.0,yes,no,unknown,29.0,may,273.0,3.0,-1.0,0.0,unknown,False
34.0,services,married,secondary,no,196.0,no,no,cellular,6.0,feb,59.0,3.0,-1.0,0.0,unknown,False
51.0,technician,married,tertiary,no,1533.0,no,no,unknown,18.0,jun,242.0,2.0,-1.0,0.0,unknown,False
22.0,blue-collar,single,secondary,no,3992.0,yes,yes,unknown,19.0,may,194.0,2.0,-1.0,0.0,unknown,False
32.0,technician,single,secondary,no,13565.0,no,no,cellular,3.0,feb,613.0,2.0,-1.0,0.0,unknown,False
30.0,housemaid,single,tertiary,no,19.0,no,no,cellular,4.0,aug,139.0,1.0,92.0,5.0,success,True
62.0,blue-collar,married,secondary,no,272.0,no,no,cellular,11.0,aug,146.0,1.0,286.0,2.0,failure,True
56.0,technician,single,secondary,no,751.0,yes,no,cellular,19.0,nov,85.0,5.0,-1.0,0.0,unknown,False
31.0,admin.,single,secondary,no,68.0,yes,no,cellular,16.0,apr,570.0,2.0,-1.0,0.0,unknown,False
22.0,student,single,secondary,no,364.0,yes,no,unknown,15.0,may,282.0,1.0,-1.0,0.0,unknown,False
42.0,housemaid,married,primary,no,17.0,yes,no,unknown,6.0,may,124.0,1.0,-1.0,0.0,unknown,False
45.0,blue-collar,married,secondary,no,2926.0,yes,yes,cellular,22.0,jul,477.0,2.0,-1.0,0.0,unknown,False
45.0,blue-collar,married,secondary,no,4111.0,yes,no,unknown,19.0,may,211.0,2.0,-1.0,0.0,unknown,False
41.0,housemaid,married,primary,no,379.0,no,yes,unknown,4.0,sep,9.0,1.0,-1.0,0.0,unknown,False
59.0,blue-collar,married,primary,no,3372.0,no,no,cellular,7.0,jul,87.0,1.0,-1.0,0.0,unknown,False
80.0,retired,married,tertiary,no,3669.0,no,no,cellular,30.0,jun,166.0,1.0,-1.0,0.0,unknown,False
48.0,admin.,married,secondary,no,44.0,no,yes,cellular,25.0,aug,98.0,3.0,-1.0,0.0,unknown,False
36.0,technician,single,tertiary,no,306.0,no,no,cellular,14.0,aug,111.0,2.0,-1.0,0.0,unknown,False
51.0,blue-collar,married,secondary,no,193.0,no,no,cellular,18.0,aug,146.0,5.0,-1.0,0.0,unknown,False
33.0,services,married,tertiary,no,546.0,yes,yes,unknown,9.0,may,253.0,1.0,-1.0,0.0,unknown,False
