age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
48,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,client was not previously contacted,0,unknown,True
42,blue-collar,married,primary,no,479,yes,no,unknown,9,may,391,2,client was not previously contacted,0,unknown,False
53,technician,married,secondary,no,3429,no,no,cellular,19,aug,280,4,client was not previously contacted,0,unknown,False
47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,client was not previously contacted,0,unknown,False
39,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,20,8,client was not previously contacted,0,unknown,False
30,blue-collar,married,secondary,no,0,no,no,unknown,19,may,159,3,client was not previously contacted,0,unknown,False
33,self-employed,single,secondary,no,136,yes,no,cellular,18,may,30,2,336,13,other,False
52,admin.,divorced,secondary,no,-342,no,no,unknown,19,may,153,1,client was not previously contacted,0,unknown,False
56,services,divorced,secondary,no,935,no,no,cellular,2,jun,136,1,96,3,failure,False
29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,client was not previously contacted,0,unknown,False
31,blue-collar,single,secondary,no,297,yes,no,cellular,20,nov,279,2,client was not previously contacted,0,unknown,False
58,blue-collar,married,unknown,no,5505,yes,no,unknown,23,may,317,4,client was not previously contacted,0,unknown,False
46,services,married,secondary,no,111,no,no,cellular,13,aug,78,2,client was not previously contacted,0,unknown,False
56,services,divorced,secondary,no,935,no,no,cellular,26,feb,112,1,227,2,failure,False
42,self-employed,married,tertiary,no,-266,no,yes,unknown,25,jun,322,1,client was not previously contacted,0,unknown,False
34,unknown,single,secondary,no,859,no,no,cellular,28,jan,829,1,client was not previously contacted,0,unknown,True
32,admin.,single,secondary,no,294,yes,no,unknown,28,may,97,2,client was not previously contacted,0,unknown,False
35,management,single,tertiary,no,151,no,no,unknown,20,sep,11,1,850,2,failure,False
