age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
49,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,1,client was not previously contacted,0,unknown,True
59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,252,1,185,2,success,True
30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,414,2,client was not previously contacted,0,unknown,True
33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,client was not previously contacted,0,unknown,True
33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261,1,345,1,failure,True
93,retired,married,unknown,no,775,no,no,cellular,22,jul,860,2,177,7,success,True
51,self-employed,married,tertiary,no,5350,yes,yes,cellular,31,jul,612,4,client was not previously contacted,0,unknown,True
34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,client was not previously contacted,0,unknown,True
38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,client was not previously contacted,0,unknown,True
34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,client was not previously contacted,0,unknown,True
64,retired,married,primary,no,43,no,no,cellular,10,dec,232,1,client was not previously contacted,0,unknown,True
39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,650,2,client was not previously contacted,0,unknown,True
29,admin.,single,secondary,no,266,yes,no,cellular,6,may,540,1,client was not previously contacted,0,unknown,True
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,client was not previously contacted,0,unknown,True
33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,client was not previously contacted,0,unknown,True
28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,True
45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,client was not previously contacted,0,unknown,True
24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,client was not previously contacted,0,unknown,True
36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,client was not previously contacted,0,unknown,True
63,retired,single,tertiary,no,791,no,no,cellular,21,oct,212,2,client was not previously contacted,0,unknown,True
38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure,True
57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,client was not previously contacted,0,unknown,True
28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,client was not previously contacted,0,unknown,True
32,services,single,secondary,no,772,yes,no,unknown,15,may,697,3,client was not previously contacted,0,unknown,True
35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,2,client was not previously contacted,0,unknown,True
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,True
26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,True
48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,client was not previously contacted,0,unknown,True
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,5,93,4,other,True
58,technician,married,primary,no,4198,no,no,cellular,15,oct,441,5,246,5,failure,True
35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,True
