age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,client was not previously contacted,0,unknown,True
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,True
38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,client was not previously contacted,0,unknown,True
24,student,single,tertiary,no,834,no,no,cellular,9,sep,679,1,client was not previously contacted,0,unknown,True
35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,True
28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,True
28,management,married,tertiary,no,12,yes,no,cellular,9,sep,202,1,client was not previously contacted,0,unknown,True
35,management,married,tertiary,no,1731,no,no,cellular,31,jul,361,4,client was not previously contacted,0,unknown,True
72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success,True
57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,client was not previously contacted,0,unknown,True
32,admin.,single,tertiary,no,8866,no,no,cellular,18,mar,278,2,client was not previously contacted,0,unknown,True
37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,client was not previously contacted,0,unknown,True
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,client was not previously contacted,0,unknown,True
49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,1226,1,client was not previously contacted,0,unknown,True
26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,client was not previously contacted,0,unknown,True
49,management,divorced,secondary,no,-46,yes,no,unknown,9,jun,1055,10,client was not previously contacted,0,unknown,True
41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,1,91,7,failure,True
35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,client was not previously contacted,0,unknown,True
21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,True
82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,client was not previously contacted,0,unknown,True
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,client was not previously contacted,0,unknown,True
29,management,married,tertiary,no,1387,yes,no,cellular,18,may,256,2,client was not previously contacted,0,unknown,True
59,blue-collar,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,client was not previously contacted,0,unknown,True
29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,client was not previously contacted,0,unknown,True
38,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,611,2,client was not previously contacted,0,unknown,True
37,housemaid,single,secondary,no,465,yes,no,cellular,18,may,899,3,client was not previously contacted,0,unknown,True
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,client was not previously contacted,0,unknown,True
31,admin.,married,secondary,no,2,yes,yes,cellular,12,may,703,4,client was not previously contacted,0,unknown,True
34,management,single,tertiary,no,268,no,no,cellular,7,sep,587,1,client was not previously contacted,0,unknown,True
