age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
36,management,married,tertiary,no,1352,no,no,unknown,19,jun,2028,1,client was not previously contacted,0,unknown,True
41,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,client was not previously contacted,0,unknown,True
67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,client was not previously contacted,0,unknown,True
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,client was not previously contacted,0,unknown,True
38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,357,3,93,5,success,True
35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,client was not previously contacted,0,unknown,True
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,True
47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,3076,1,client was not previously contacted,0,unknown,True
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183,4,success,True
36,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595,2,client was not previously contacted,0,unknown,True
32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other,True
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,client was not previously contacted,0,unknown,True
36,services,single,secondary,no,-253,yes,no,cellular,14,apr,1073,1,client was not previously contacted,0,unknown,True
50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,client was not previously contacted,0,unknown,True
23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,416,1,client was not previously contacted,0,unknown,True
36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,client was not previously contacted,0,unknown,True
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,True
45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,528,5,client was not previously contacted,0,unknown,True
48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,1,351,2,failure,True
49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,1,91,14,success,True
33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,True
68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,client was not previously contacted,0,unknown,True
61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,client was not previously contacted,0,unknown,True
35,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,4,client was not previously contacted,0,unknown,True
58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,4,client was not previously contacted,0,unknown,True
76,retired,divorced,primary,no,802,no,no,cellular,9,mar,241,1,181,5,success,True
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,True
59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,1,client was not previously contacted,0,unknown,True
48,self-employed,married,tertiary,no,0,no,no,cellular,29,jan,1249,3,client was not previously contacted,0,unknown,True
34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,714,1,client was not previously contacted,0,unknown,True
39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,client was not previously contacted,0,unknown,True
31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,client was not previously contacted,0,unknown,True
48,admin.,married,secondary,no,50,no,yes,cellular,21,oct,419,1,client was not previously contacted,0,unknown,True
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,309,1,181,1,success,True
