age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,client was not previously contacted,0,unknown,True
45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,client was not previously contacted,0,unknown,True
68,retired,divorced,primary,no,695,no,no,cellular,9,apr,233,1,client was not previously contacted,0,unknown,True
26,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,4,client was not previously contacted,0,unknown,True
47,technician,married,secondary,no,1981,yes,no,cellular,21,jul,919,2,client was not previously contacted,0,unknown,True
26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,3,client was not previously contacted,0,unknown,True
36,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,988,4,client was not previously contacted,0,unknown,True
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,True
51,management,single,tertiary,no,151,yes,no,cellular,8,sep,638,1,427,3,success,True
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,True
36,admin.,single,tertiary,no,364,no,yes,cellular,31,aug,185,1,123,1,failure,True
56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,client was not previously contacted,0,unknown,True
37,admin.,divorced,secondary,no,1533,yes,no,cellular,21,nov,555,4,client was not previously contacted,0,unknown,True
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,True
27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,client was not previously contacted,0,unknown,True
40,management,married,tertiary,no,66,no,no,cellular,13,aug,737,4,client was not previously contacted,0,unknown,True
44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,client was not previously contacted,0,unknown,True
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,client was not previously contacted,0,unknown,True
53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,client was not previously contacted,0,unknown,True
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,True
57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,client was not previously contacted,0,unknown,True
45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,client was not previously contacted,0,unknown,True
33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,True
39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,True
31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,client was not previously contacted,0,unknown,True
28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,client was not previously contacted,0,unknown,True
