age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
27,management,single,tertiary,no,616,yes,no,cellular,22,may,685,1,101,1,other,True
56,retired,married,tertiary,no,281,no,no,cellular,3,mar,96,2,client was not previously contacted,0,unknown,True
31,technician,married,secondary,no,180,no,no,cellular,17,mar,299,2,client was not previously contacted,0,unknown,True
28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,client was not previously contacted,0,unknown,True
28,management,single,tertiary,no,6551,no,no,cellular,23,sep,203,1,client was not previously contacted,0,unknown,True
40,technician,married,tertiary,no,206,no,no,cellular,23,apr,499,6,185,4,success,True
58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,client was not previously contacted,0,unknown,True
45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,True
36,blue-collar,single,secondary,no,478,yes,no,cellular,13,may,610,1,client was not previously contacted,0,unknown,True
43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,True
26,services,single,tertiary,no,0,no,yes,telephone,1,jul,261,4,client was not previously contacted,0,unknown,True
18,student,single,unknown,no,108,no,no,cellular,8,sep,169,1,client was not previously contacted,0,unknown,True
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,client was not previously contacted,0,unknown,True
47,admin.,married,secondary,no,70,yes,no,cellular,5,apr,144,4,374,2,success,True
28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,client was not previously contacted,0,unknown,True
32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,client was not previously contacted,0,unknown,True
32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,820,1,client was not previously contacted,0,unknown,True
37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,other,True
41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,client was not previously contacted,0,unknown,True
92,retired,married,unknown,no,775,no,no,cellular,26,jan,164,4,96,3,success,True
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,1720,3,client was not previously contacted,0,unknown,True
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,client was not previously contacted,0,unknown,True
36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,client was not previously contacted,0,unknown,True
33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,1,client was not previously contacted,0,unknown,True
26,services,single,secondary,no,-189,no,yes,cellular,17,jul,538,2,client was not previously contacted,0,unknown,True
32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,failure,True
41,entrepreneur,married,secondary,no,30,no,no,cellular,30,apr,460,1,client was not previously contacted,0,unknown,True
60,technician,married,secondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,True
59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,client was not previously contacted,0,unknown,True
35,management,married,tertiary,no,0,yes,no,cellular,11,nov,229,2,96,3,success,True
46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,client was not previously contacted,0,unknown,True
31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,True
33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,client was not previously contacted,0,unknown,True
58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,client was not previously contacted,0,unknown,True
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,True
24,technician,single,secondary,no,409,yes,no,unknown,16,may,912,1,client was not previously contacted,0,unknown,True
71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,client was not previously contacted,0,unknown,True
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,True
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,client was not previously contacted,0,unknown,True
66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,True
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure,True
46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other,True
56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,client was not previously contacted,0,unknown,True
37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,client was not previously contacted,0,unknown,True
32,self-employed,single,tertiary,no,658,yes,no,cellular,27,mar,283,1,client was not previously contacted,0,unknown,True
57,management,married,tertiary,no,473,no,no,cellular,1,jun,295,1,client was not previously contacted,0,unknown,True
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,client was not previously contacted,0,unknown,True
30,student,single,secondary,no,1681,no,no,cellular,23,mar,128,1,106,2,success,True
70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,client was not previously contacted,0,unknown,True
31,management,married,tertiary,no,676,no,no,cellular,7,aug,1182,1,client was not previously contacted,0,unknown,True
71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,1,client was not previously contacted,0,unknown,True
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,2,180,6,failure,True
37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,client was not previously contacted,0,unknown,True
27,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,652,1,client was not previously contacted,0,unknown,True
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,client was not previously contacted,0,unknown,True
28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other,True
53,admin.,married,secondary,no,53,yes,no,cellular,18,may,387,1,client was not previously contacted,0,unknown,True
59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,client was not previously contacted,0,unknown,True
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,True
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,True
27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,client was not previously contacted,0,unknown,True
38,services,married,secondary,no,4017,no,no,cellular,4,aug,470,1,96,3,success,True
44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,client was not previously contacted,0,unknown,True
43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,1490,3,client was not previously contacted,0,unknown,True
62,blue-collar,married,secondary,no,272,no,no,cellular,11,aug,146,1,286,2,failure,True
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,True
77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,client was not previously contacted,0,unknown,True
52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,client was not previously contacted,0,unknown,True
24,blue-collar,married,secondary,no,-389,yes,yes,unknown,4,jun,1242,1,client was not previously contacted,0,unknown,True
48,unemployed,married,secondary,no,817,no,no,cellular,16,jul,806,3,183,5,success,True
27,technician,single,tertiary,no,3706,yes,no,unknown,16,may,897,1,client was not previously contacted,0,unknown,True
29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,client was not previously contacted,0,unknown,True
36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,True
28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,True
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,True
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,client was not previously contacted,0,unknown,True
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,True
18,student,single,unknown,no,108,no,no,cellular,10,aug,167,1,client was not previously contacted,0,unknown,True
34,blue-collar,married,secondary,no,1207,yes,no,unknown,21,may,905,1,client was not previously contacted,0,unknown,True
30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,9,client was not previously contacted,0,unknown,True
26,self-employed,single,secondary,no,551,no,no,cellular,8,jul,531,1,client was not previously contacted,0,unknown,True
69,retired,married,secondary,no,2473,no,no,cellular,8,jul,967,3,client was not previously contacted,0,unknown,True
38,services,married,secondary,no,2678,no,no,cellular,28,sep,282,2,187,1,success,True
28,admin.,single,secondary,no,154,yes,no,cellular,15,may,536,1,364,1,other,True
52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,client was not previously contacted,0,unknown,True
54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,True
35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,2,client was not previously contacted,0,unknown,True
34,entrepreneur,married,tertiary,no,146,yes,no,cellular,14,jul,788,2,client was not previously contacted,0,unknown,True
31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,87,2,success,True
37,management,married,tertiary,no,255,no,no,cellular,24,feb,562,2,183,10,success,True
60,blue-collar,married,primary,no,5,no,no,cellular,29,oct,401,1,client was not previously contacted,0,unknown,True
49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,client was not previously contacted,0,unknown,True
36,management,married,tertiary,no,625,yes,no,cellular,18,jul,1360,9,client was not previously contacted,0,unknown,True
61,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131,1,client was not previously contacted,0,unknown,True
76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,True
49,blue-collar,married,secondary,no,3728,yes,no,cellular,11,jul,1060,2,client was not previously contacted,0,unknown,True
47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,True
74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,True
25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,client was not previously contacted,0,unknown,True
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,client was not previously contacted,0,unknown,True
75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success,True
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,client was not previously contacted,0,unknown,True
47,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,3,client was not previously contacted,0,unknown,True
59,management,married,secondary,no,1321,no,no,unknown,9,jun,3881,3,client was not previously contacted,0,unknown,True
36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,client was not previously contacted,0,unknown,True
42,unemployed,divorced,secondary,no,1713,yes,no,unknown,30,may,855,2,client was not previously contacted,0,unknown,True
48,management,married,tertiary,no,1147,no,no,cellular,3,dec,155,1,120,3,success,True
35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,1,client was not previously contacted,0,unknown,True
29,management,married,tertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,True
54,management,married,tertiary,no,1624,no,no,cellular,12,may,166,3,182,10,success,True
67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,client was not previously contacted,0,unknown,True
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,True
48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,client was not previously contacted,0,unknown,True
36,blue-collar,married,secondary,no,274,yes,no,unknown,16,jun,686,11,client was not previously contacted,0,unknown,True
35,technician,divorced,secondary,no,5724,yes,no,unknown,30,may,691,10,client was not previously contacted,0,unknown,True
56,management,married,tertiary,no,0,no,yes,unknown,20,jun,422,1,client was not previously contacted,0,unknown,True
29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,client was not previously contacted,0,unknown,True
47,technician,married,secondary,no,1981,yes,no,cellular,21,jul,919,2,client was not previously contacted,0,unknown,True
36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,164,2,failure,True
21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,True
33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,client was not previously contacted,0,unknown,True
21,student,single,secondary,no,215,no,no,cellular,24,may,382,1,89,7,success,True
49,management,married,tertiary,no,4751,no,no,cellular,12,aug,884,4,client was not previously contacted,0,unknown,True
30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,client was not previously contacted,0,unknown,True
46,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127,11,client was not previously contacted,0,unknown,True
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,True
60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,True
39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,1,client was not previously contacted,0,unknown,True
35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,client was not previously contacted,0,unknown,True
52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success,True
42,technician,single,unknown,no,11115,no,no,cellular,30,apr,328,1,client was not previously contacted,0,unknown,True
43,management,married,tertiary,no,240,yes,no,cellular,16,apr,453,1,client was not previously contacted,0,unknown,True
36,management,married,tertiary,no,4069,no,no,cellular,21,nov,517,1,client was not previously contacted,0,unknown,True
38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,True
22,student,single,secondary,no,552,no,no,cellular,1,sep,327,1,client was not previously contacted,0,unknown,True
49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,4,client was not previously contacted,0,unknown,True
49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,343,1,failure,True
61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,client was not previously contacted,0,unknown,True
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,client was not previously contacted,0,unknown,True
23,technician,single,secondary,no,598,no,no,cellular,11,nov,406,1,195,1,failure,True
32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,client was not previously contacted,0,unknown,True
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,client was not previously contacted,0,unknown,True
49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,client was not previously contacted,0,unknown,True
28,student,single,secondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,True
59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,True
44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,client was not previously contacted,0,unknown,True
46,unemployed,married,secondary,no,926,no,no,cellular,7,jul,385,5,client was not previously contacted,0,unknown,True
56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,186,1,433,1,failure,True
28,management,single,tertiary,no,939,yes,no,unknown,27,may,740,1,client was not previously contacted,0,unknown,True
37,technician,married,secondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,True
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,True
32,entrepreneur,married,secondary,no,-242,yes,no,cellular,20,apr,1202,3,client was not previously contacted,0,unknown,True
37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,2,client was not previously contacted,0,unknown,True
41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,1052,1,client was not previously contacted,0,unknown,True
36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,client was not previously contacted,0,unknown,True
47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,560,3,client was not previously contacted,0,unknown,True
39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,362,8,client was not previously contacted,0,unknown,True
34,unemployed,married,secondary,no,978,no,no,cellular,24,mar,132,1,client was not previously contacted,0,unknown,True
27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,197,2,success,True
53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,client was not previously contacted,0,unknown,True
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,True
34,admin.,single,secondary,no,151,yes,no,cellular,12,may,590,1,370,1,other,True
48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,client was not previously contacted,0,unknown,True
50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,client was not previously contacted,0,unknown,True
45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,client was not previously contacted,0,unknown,True
24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,client was not previously contacted,0,unknown,True
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,client was not previously contacted,0,unknown,True
29,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,1,client was not previously contacted,0,unknown,True
43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,client was not previously contacted,0,unknown,True
31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,client was not previously contacted,0,unknown,True
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,True
38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,True
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,True
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,True
24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,134,2,client was not previously contacted,0,unknown,True
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,client was not previously contacted,0,unknown,True
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,403,2,client was not previously contacted,0,unknown,True
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,client was not previously contacted,0,unknown,True
