age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
28,blue-collar,single,secondary,no,623,no,no,unknown,18,jun,25,41,client was not previously contacted,0,unknown,False
49,management,married,secondary,no,367,yes,no,unknown,29,may,85,6,client was not previously contacted,0,unknown,False
33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,114,1,client was not previously contacted,0,unknown,False
31,admin.,married,secondary,no,23,no,no,cellular,28,aug,322,7,client was not previously contacted,0,unknown,False
31,technician,married,tertiary,no,6562,yes,no,cellular,19,aug,118,2,client was not previously contacted,0,unknown,False
32,services,single,tertiary,no,1743,yes,no,cellular,1,apr,1156,1,261,3,other,False
50,blue-collar,married,primary,no,565,yes,yes,cellular,28,aug,36,3,client was not previously contacted,0,unknown,False
36,student,single,secondary,no,17,no,no,cellular,22,apr,621,1,client was not previously contacted,0,unknown,True
56,management,married,primary,no,13,no,no,cellular,17,nov,240,1,client was not previously contacted,0,unknown,False
31,admin.,single,tertiary,no,2004,no,no,cellular,19,nov,117,1,client was not previously contacted,0,unknown,False
40,blue-collar,married,secondary,no,1508,no,no,cellular,10,aug,153,2,383,1,failure,False
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,client was not previously contacted,0,unknown,False
38,unemployed,married,secondary,no,5177,no,no,cellular,8,aug,102,2,client was not previously contacted,0,unknown,False
49,services,married,secondary,no,5673,no,yes,cellular,4,aug,357,3,client was not previously contacted,0,unknown,False
39,blue-collar,divorced,tertiary,no,382,no,no,cellular,18,jun,201,3,client was not previously contacted,0,unknown,False
34,management,married,tertiary,no,0,no,no,cellular,22,apr,176,1,client was not previously contacted,0,unknown,False
31,services,married,secondary,no,407,yes,no,cellular,15,apr,80,3,client was not previously contacted,0,unknown,False
57,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure,True
22,student,single,unknown,no,2281,no,no,cellular,8,sep,221,1,client was not previously contacted,0,unknown,False
46,services,married,primary,no,13118,no,no,cellular,5,aug,414,2,client was not previously contacted,0,unknown,False
30,services,single,secondary,no,114,no,yes,cellular,18,jul,110,10,client was not previously contacted,0,unknown,False
42,technician,married,secondary,no,122,yes,no,cellular,6,may,74,2,client was not previously contacted,0,unknown,False
31,management,single,tertiary,no,3384,no,no,cellular,16,sep,153,1,104,2,success,True
38,admin.,married,secondary,no,424,yes,no,cellular,17,apr,279,1,client was not previously contacted,0,unknown,False
59,retired,married,secondary,no,0,no,no,cellular,28,aug,23,15,client was not previously contacted,0,unknown,False
26,housemaid,single,secondary,no,229,yes,no,unknown,30,may,60,16,client was not previously contacted,0,unknown,False
28,services,single,secondary,no,168,yes,no,cellular,7,may,128,1,client was not previously contacted,0,unknown,False
25,blue-collar,married,primary,no,172,yes,no,unknown,29,may,95,3,client was not previously contacted,0,unknown,False
34,blue-collar,single,secondary,yes,-947,yes,no,unknown,8,may,211,3,client was not previously contacted,0,unknown,False
52,technician,married,secondary,no,2944,no,no,cellular,22,aug,22,18,client was not previously contacted,0,unknown,False
37,blue-collar,married,secondary,no,0,yes,no,cellular,15,jul,129,2,client was not previously contacted,0,unknown,False
27,management,married,tertiary,no,9630,yes,no,cellular,25,jul,190,4,client was not previously contacted,0,unknown,False
32,admin.,single,tertiary,no,4041,no,no,cellular,7,aug,325,1,99,2,success,False
43,blue-collar,divorced,secondary,no,590,yes,yes,cellular,20,apr,306,2,client was not previously contacted,0,unknown,False
34,technician,single,tertiary,no,2047,yes,no,cellular,28,jul,57,5,client was not previously contacted,0,unknown,False
33,management,married,tertiary,no,2173,yes,no,cellular,15,apr,871,1,client was not previously contacted,0,unknown,False
62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,client was not previously contacted,0,unknown,True
48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,2,client was not previously contacted,0,unknown,False
60,admin.,married,secondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,True
49,technician,married,unknown,no,-287,yes,no,unknown,26,may,49,1,client was not previously contacted,0,unknown,False
