age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
33.0,management,divorced,tertiary,no,-634.0,yes,yes,cellular,12.0,may,163.0,2.0,350.0,1.0,failure,False
54.0,admin.,married,secondary,no,42.0,yes,no,unknown,12.0,may,192.0,2.0,-1.0,0.0,unknown,False
32.0,blue-collar,single,primary,no,181.0,yes,no,cellular,6.0,may,90.0,1.0,-1.0,0.0,unknown,False
39.0,services,married,secondary,no,0.0,yes,no,telephone,10.0,jul,29.0,1.0,-1.0,0.0,unknown,False
41.0,blue-collar,divorced,secondary,no,14.0,yes,yes,unknown,13.0,may,65.0,6.0,-1.0,0.0,unknown,False
57.0,management,married,tertiary,no,215.0,no,yes,cellular,23.0,jul,288.0,9.0,-1.0,0.0,unknown,False
23.0,blue-collar,single,primary,no,3198.0,yes,no,cellular,15.0,may,224.0,1.0,352.0,2.0,failure,False
47.0,management,married,unknown,no,555.0,yes,no,cellular,17.0,jul,179.0,1.0,-1.0,0.0,unknown,False
43.0,unemployed,single,tertiary,no,408.0,no,no,cellular,14.0,jul,568.0,8.0,-1.0,0.0,unknown,False
54.0,blue-collar,married,primary,no,2440.0,no,yes,cellular,17.0,nov,334.0,1.0,-1.0,0.0,unknown,False
38.0,technician,single,secondary,no,1270.0,yes,yes,cellular,15.0,may,164.0,1.0,337.0,6.0,other,False
58.0,blue-collar,married,secondary,no,1298.0,yes,no,unknown,29.0,may,516.0,4.0,-1.0,0.0,unknown,False
39.0,technician,single,secondary,no,316.0,no,no,cellular,8.0,aug,100.0,1.0,-1.0,0.0,unknown,False
31.0,technician,single,secondary,no,2460.0,no,no,cellular,1.0,oct,477.0,1.0,-1.0,0.0,unknown,False
46.0,self-employed,married,secondary,no,390.0,yes,no,cellular,31.0,jul,208.0,2.0,-1.0,0.0,unknown,False
35.0,admin.,married,secondary,no,0.0,no,no,cellular,17.0,jul,80.0,5.0,-1.0,0.0,unknown,False
44.0,management,married,secondary,no,991.0,no,no,cellular,2.0,feb,194.0,1.0,-1.0,0.0,unknown,False
33.0,blue-collar,married,secondary,no,1988.0,yes,no,unknown,8.0,may,211.0,2.0,-1.0,0.0,unknown,False
37.0,blue-collar,married,secondary,no,934.0,no,no,unknown,9.0,may,258.0,2.0,-1.0,0.0,unknown,False
34.0,services,married,secondary,no,196.0,no,no,cellular,6.0,feb,59.0,3.0,-1.0,0.0,unknown,False
39.0,unknown,married,primary,no,2860.0,no,no,unknown,19.0,jun,133.0,1.0,-1.0,0.0,unknown,False
55.0,admin.,married,secondary,no,8304.0,no,no,cellular,1.0,jun,201.0,1.0,-1.0,0.0,unknown,True
42.0,admin.,single,secondary,no,4343.0,no,no,cellular,31.0,jul,245.0,4.0,-1.0,0.0,unknown,False
