age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
40.0,unemployed,married,secondary,no,1779.0,yes,no,unknown,5.0,jun,59.0,7.0,-1.0,0.0,unknown,False
51.0,management,married,tertiary,no,615.0,yes,no,cellular,17.0,apr,97.0,1.0,-1.0,0.0,unknown,False
37.0,entrepreneur,married,secondary,no,35.0,yes,yes,unknown,27.0,may,73.0,6.0,-1.0,0.0,unknown,False
50.0,services,married,secondary,no,3374.0,no,no,unknown,19.0,jun,27.0,2.0,-1.0,0.0,unknown,False
58.0,technician,single,secondary,no,8600.0,yes,no,cellular,18.0,nov,61.0,1.0,-1.0,0.0,unknown,False
41.0,housemaid,divorced,secondary,no,43.0,yes,no,telephone,17.0,apr,198.0,1.0,-1.0,0.0,unknown,False
29.0,technician,single,tertiary,no,262.0,yes,yes,cellular,29.0,jul,510.0,9.0,-1.0,0.0,unknown,False
45.0,retired,married,primary,no,0.0,no,no,unknown,3.0,jun,290.0,1.0,-1.0,0.0,unknown,False
34.0,blue-collar,divorced,secondary,no,2551.0,yes,yes,cellular,22.0,jul,1408.0,2.0,-1.0,0.0,unknown,False
48.0,technician,married,unknown,no,460.0,no,no,unknown,5.0,jun,99.0,3.0,-1.0,0.0,unknown,False
31.0,management,married,tertiary,no,1720.0,yes,yes,cellular,18.0,jul,104.0,1.0,-1.0,0.0,unknown,False
42.0,admin.,married,secondary,no,-728.0,yes,no,cellular,10.0,jul,305.0,1.0,-1.0,0.0,unknown,False
30.0,technician,single,tertiary,no,53.0,no,no,cellular,29.0,apr,375.0,1.0,-1.0,0.0,unknown,True
40.0,blue-collar,married,secondary,no,-839.0,yes,yes,cellular,16.0,jul,1018.0,2.0,-1.0,0.0,unknown,True
27.0,self-employed,single,tertiary,no,-503.0,yes,no,unknown,9.0,may,98.0,3.0,-1.0,0.0,unknown,False
36.0,self-employed,married,primary,no,161.0,no,no,cellular,21.0,aug,239.0,3.0,-1.0,0.0,unknown,False
36.0,management,married,tertiary,no,0.0,no,no,unknown,17.0,jun,222.0,3.0,-1.0,0.0,unknown,False
57.0,technician,married,secondary,no,29.0,no,no,cellular,6.0,aug,122.0,2.0,-1.0,0.0,unknown,False
53.0,admin.,married,secondary,no,350.0,no,yes,cellular,17.0,nov,113.0,3.0,132.0,2.0,failure,False
37.0,technician,single,secondary,no,884.0,yes,yes,cellular,31.0,jul,128.0,2.0,-1.0,0.0,unknown,False
32.0,technician,divorced,secondary,no,0.0,no,no,cellular,19.0,aug,103.0,4.0,-1.0,0.0,unknown,False
29.0,blue-collar,single,secondary,no,-37.0,yes,no,unknown,4.0,jun,182.0,1.0,-1.0,0.0,unknown,False
38.0,management,married,secondary,no,96.0,yes,no,cellular,20.0,nov,151.0,3.0,-1.0,0.0,unknown,False
27.0,technician,single,secondary,no,639.0,yes,no,cellular,16.0,apr,119.0,1.0,314.0,5.0,success,False
32.0,blue-collar,married,secondary,no,889.0,yes,no,cellular,3.0,jun,1076.0,2.0,85.0,3.0,other,True
43.0,entrepreneur,married,unknown,no,100.0,yes,no,unknown,5.0,may,702.0,1.0,-1.0,0.0,unknown,False
33.0,blue-collar,single,tertiary,no,3446.0,yes,no,cellular,28.0,apr,83.0,2.0,-1.0,0.0,unknown,False
55.0,management,divorced,primary,no,3629.0,yes,no,unknown,30.0,may,87.0,1.0,-1.0,0.0,unknown,False
34.0,management,married,tertiary,no,19391.0,no,no,cellular,20.0,nov,391.0,2.0,-1.0,0.0,unknown,False
42.0,blue-collar,married,secondary,no,600.0,no,no,cellular,17.0,jul,277.0,3.0,-1.0,0.0,unknown,False
39.0,entrepreneur,divorced,secondary,no,990.0,yes,no,cellular,23.0,jul,55.0,1.0,-1.0,0.0,unknown,False
32.0,services,divorced,secondary,no,41.0,yes,no,cellular,3.0,feb,251.0,4.0,187.0,11.0,other,False
45.0,blue-collar,married,primary,no,419.0,no,no,cellular,18.0,aug,113.0,4.0,-1.0,0.0,unknown,False
47.0,services,married,secondary,no,27.0,no,no,cellular,12.0,aug,153.0,4.0,-1.0,0.0,unknown,False
33.0,management,single,secondary,no,219.0,yes,no,cellular,18.0,may,19.0,4.0,-1.0,0.0,unknown,False
37.0,technician,divorced,secondary,no,262.0,yes,no,cellular,8.0,may,268.0,1.0,281.0,4.0,other,False
45.0,technician,married,secondary,no,3007.0,no,no,unknown,11.0,jun,442.0,1.0,-1.0,0.0,unknown,False
48.0,blue-collar,married,secondary,no,1730.0,yes,no,cellular,4.0,feb,489.0,1.0,178.0,2.0,failure,True
54.0,retired,married,primary,no,309.0,no,no,cellular,13.0,aug,969.0,2.0,-1.0,0.0,unknown,True
30.0,admin.,married,secondary,no,-68.0,yes,no,cellular,10.0,jul,327.0,1.0,-1.0,0.0,unknown,False
59.0,management,married,tertiary,no,553.0,yes,no,cellular,7.0,jul,1272.0,3.0,-1.0,0.0,unknown,True
47.0,blue-collar,married,primary,no,570.0,no,no,cellular,12.0,aug,864.0,3.0,-1.0,0.0,unknown,False
43.0,management,single,tertiary,no,1696.0,yes,no,cellular,26.0,aug,257.0,1.0,474.0,3.0,failure,True
51.0,technician,single,secondary,no,0.0,yes,no,unknown,5.0,may,364.0,2.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,secondary,no,947.0,no,yes,cellular,29.0,aug,24.0,17.0,-1.0,0.0,unknown,False
44.0,management,married,tertiary,no,1451.0,yes,no,cellular,5.0,feb,80.0,7.0,80.0,15.0,failure,False
42.0,housemaid,married,primary,no,2328.0,no,no,cellular,20.0,aug,133.0,2.0,-1.0,0.0,unknown,False
38.0,entrepreneur,married,tertiary,no,170.0,yes,no,cellular,18.0,may,442.0,1.0,-1.0,0.0,unknown,True
57.0,technician,divorced,tertiary,no,437.0,no,no,cellular,26.0,aug,435.0,5.0,-1.0,0.0,unknown,False
34.0,admin.,married,secondary,no,2374.0,yes,no,cellular,9.0,nov,161.0,1.0,209.0,2.0,failure,True
40.0,self-employed,married,secondary,no,0.0,no,no,unknown,19.0,jun,61.0,1.0,-1.0,0.0,unknown,False
28.0,admin.,single,secondary,no,-281.0,yes,no,cellular,8.0,may,144.0,4.0,340.0,4.0,other,False
44.0,admin.,divorced,secondary,no,0.0,no,no,cellular,14.0,apr,1594.0,1.0,148.0,1.0,failure,True
58.0,unemployed,married,primary,no,3884.0,no,no,unknown,9.0,jul,399.0,8.0,-1.0,0.0,unknown,False
60.0,management,married,tertiary,no,0.0,yes,no,cellular,8.0,jul,59.0,1.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,primary,no,1092.0,no,yes,unknown,30.0,may,41.0,8.0,-1.0,0.0,unknown,False
33.0,management,married,secondary,no,180.0,yes,no,cellular,18.0,may,37.0,2.0,-1.0,0.0,unknown,False
23.0,blue-collar,single,secondary,no,9.0,yes,no,unknown,21.0,may,544.0,1.0,-1.0,0.0,unknown,False
35.0,self-employed,married,tertiary,no,137.0,no,no,cellular,5.0,feb,142.0,4.0,-1.0,0.0,unknown,False
36.0,technician,married,secondary,no,627.0,no,yes,cellular,4.0,feb,146.0,3.0,244.0,1.0,other,False
35.0,management,married,tertiary,no,0.0,yes,no,cellular,21.0,jul,295.0,3.0,-1.0,0.0,unknown,False
32.0,blue-collar,married,primary,no,5151.0,yes,yes,unknown,26.0,may,185.0,4.0,-1.0,0.0,unknown,False
45.0,entrepreneur,married,tertiary,no,0.0,yes,no,unknown,20.0,jun,50.0,2.0,-1.0,0.0,unknown,False
59.0,housemaid,married,primary,no,57.0,no,no,cellular,22.0,aug,212.0,11.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,secondary,no,414.0,no,no,cellular,3.0,feb,136.0,3.0,-1.0,0.0,unknown,False
31.0,management,married,tertiary,no,859.0,yes,yes,cellular,4.0,aug,182.0,3.0,-1.0,0.0,unknown,False
49.0,admin.,divorced,secondary,no,771.0,yes,no,cellular,21.0,nov,264.0,2.0,172.0,1.0,failure,False
35.0,technician,married,secondary,no,0.0,yes,no,cellular,9.0,nov,524.0,1.0,96.0,5.0,success,True
39.0,blue-collar,married,primary,no,52.0,no,no,cellular,13.0,aug,69.0,1.0,-1.0,0.0,unknown,False
33.0,technician,married,secondary,no,1940.0,no,no,cellular,27.0,aug,46.0,10.0,-1.0,0.0,unknown,False
51.0,blue-collar,married,primary,no,2095.0,yes,yes,cellular,2.0,feb,438.0,4.0,-1.0,0.0,unknown,False
46.0,blue-collar,married,secondary,no,15.0,yes,yes,cellular,19.0,nov,46.0,2.0,91.0,3.0,failure,False
50.0,technician,divorced,secondary,no,8016.0,no,no,cellular,17.0,jul,903.0,4.0,-1.0,0.0,unknown,False
29.0,technician,single,secondary,no,316.0,yes,no,cellular,3.0,mar,156.0,1.0,-1.0,0.0,unknown,True
38.0,entrepreneur,married,tertiary,no,678.0,no,yes,cellular,18.0,nov,82.0,2.0,152.0,1.0,failure,False
33.0,management,married,tertiary,no,1782.0,yes,no,cellular,20.0,nov,437.0,4.0,-1.0,0.0,unknown,False
60.0,retired,divorced,secondary,no,1091.0,no,no,cellular,30.0,jul,441.0,5.0,-1.0,0.0,unknown,True
26.0,student,single,secondary,no,611.0,no,no,cellular,5.0,jun,455.0,3.0,-1.0,0.0,unknown,False
40.0,admin.,divorced,secondary,no,399.0,no,no,cellular,28.0,jan,246.0,2.0,-1.0,0.0,unknown,False
40.0,management,married,tertiary,no,185.0,no,no,cellular,21.0,aug,310.0,2.0,-1.0,0.0,unknown,False
44.0,blue-collar,married,secondary,no,-448.0,yes,no,unknown,18.0,jun,149.0,2.0,-1.0,0.0,unknown,False
35.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,11.0,may,371.0,1.0,305.0,1.0,failure,False
32.0,blue-collar,divorced,primary,no,158.0,yes,no,cellular,5.0,feb,728.0,4.0,253.0,1.0,failure,False
28.0,technician,married,secondary,no,1180.0,yes,no,unknown,29.0,may,637.0,3.0,-1.0,0.0,unknown,False
33.0,blue-collar,married,secondary,no,91.0,yes,no,cellular,14.0,apr,283.0,2.0,-1.0,0.0,unknown,False
37.0,blue-collar,married,primary,no,5052.0,yes,no,unknown,20.0,jun,37.0,3.0,-1.0,0.0,unknown,False
35.0,technician,married,secondary,no,-195.0,no,no,cellular,31.0,jul,309.0,4.0,-1.0,0.0,unknown,False
29.0,management,married,tertiary,no,1671.0,yes,no,unknown,30.0,may,182.0,1.0,-1.0,0.0,unknown,False
46.0,blue-collar,divorced,primary,no,452.0,yes,no,unknown,9.0,may,113.0,4.0,-1.0,0.0,unknown,False
30.0,management,married,tertiary,no,604.0,no,no,cellular,25.0,aug,132.0,2.0,-1.0,0.0,unknown,False
35.0,technician,married,secondary,no,523.0,yes,yes,unknown,16.0,may,95.0,1.0,-1.0,0.0,unknown,False
32.0,management,single,tertiary,no,470.0,no,no,cellular,19.0,aug,286.0,2.0,-1.0,0.0,unknown,False
49.0,admin.,married,secondary,no,1120.0,yes,no,telephone,11.0,may,226.0,2.0,-1.0,0.0,unknown,False
27.0,management,single,tertiary,no,170.0,no,no,cellular,29.0,jan,76.0,2.0,-1.0,0.0,unknown,False
30.0,student,single,secondary,no,2046.0,no,no,telephone,21.0,apr,595.0,3.0,254.0,1.0,failure,True
43.0,blue-collar,married,primary,no,757.0,yes,no,unknown,9.0,may,315.0,4.0,-1.0,0.0,unknown,False
32.0,blue-collar,single,secondary,no,8.0,yes,no,unknown,16.0,may,265.0,1.0,-1.0,0.0,unknown,False
43.0,management,single,tertiary,no,-50.0,yes,yes,cellular,18.0,jul,30.0,2.0,-1.0,0.0,unknown,False
30.0,self-employed,married,tertiary,no,-517.0,yes,yes,cellular,22.0,aug,123.0,2.0,-1.0,0.0,unknown,False
29.0,blue-collar,married,primary,no,0.0,yes,no,unknown,13.0,may,53.0,1.0,-1.0,0.0,unknown,False
44.0,blue-collar,divorced,secondary,no,1781.0,yes,no,cellular,29.0,jul,48.0,3.0,-1.0,0.0,unknown,False
39.0,management,married,tertiary,no,0.0,no,no,cellular,28.0,aug,93.0,25.0,-1.0,0.0,unknown,False
52.0,technician,divorced,primary,no,1500.0,no,no,unknown,15.0,may,148.0,3.0,-1.0,0.0,unknown,False
57.0,unknown,married,unknown,no,2266.0,no,no,unknown,20.0,jun,42.0,5.0,-1.0,0.0,unknown,False
42.0,management,divorced,tertiary,no,16.0,no,no,cellular,19.0,nov,140.0,3.0,-1.0,0.0,unknown,False
48.0,technician,divorced,tertiary,no,855.0,no,no,cellular,6.0,aug,68.0,4.0,-1.0,0.0,unknown,False
41.0,technician,single,secondary,no,-320.0,yes,no,unknown,9.0,may,128.0,1.0,-1.0,0.0,unknown,False
34.0,management,married,tertiary,no,188.0,no,no,cellular,5.0,may,399.0,1.0,-1.0,0.0,unknown,False
57.0,blue-collar,married,primary,no,856.0,no,no,cellular,11.0,aug,194.0,6.0,-1.0,0.0,unknown,False
50.0,blue-collar,married,tertiary,no,1784.0,no,no,cellular,19.0,nov,1184.0,3.0,160.0,1.0,failure,False
57.0,blue-collar,single,primary,no,3495.0,no,yes,cellular,19.0,nov,362.0,3.0,-1.0,0.0,unknown,False
