age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
33,management,divorced,tertiary,no,-634,yes,yes,cellular,12,may,163,2,350,1,failure,False
54,admin.,married,secondary,no,42,yes,no,unknown,12,may,192,2,client was not previously contacted,0,unknown,False
32,blue-collar,single,primary,no,181,yes,no,cellular,6,may,90,1,client was not previously contacted,0,unknown,False
39,services,married,secondary,no,0,yes,no,telephone,10,jul,29,1,client was not previously contacted,0,unknown,False
41,blue-collar,divorced,secondary,no,14,yes,yes,unknown,13,may,65,6,client was not previously contacted,0,unknown,False
57,management,married,tertiary,no,215,no,yes,cellular,23,jul,288,9,client was not previously contacted,0,unknown,False
23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure,False
47,management,married,unknown,no,555,yes,no,cellular,17,jul,179,1,client was not previously contacted,0,unknown,False
43,unemployed,single,tertiary,no,408,no,no,cellular,14,jul,568,8,client was not previously contacted,0,unknown,False
54,blue-collar,married,primary,no,2440,no,yes,cellular,17,nov,334,1,client was not previously contacted,0,unknown,False
38,technician,single,secondary,no,1270,yes,yes,cellular,15,may,164,1,337,6,other,False
58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,client was not previously contacted,0,unknown,False
39,technician,single,secondary,no,316,no,no,cellular,8,aug,100,1,client was not previously contacted,0,unknown,False
31,technician,single,secondary,no,2460,no,no,cellular,1,oct,477,1,client was not previously contacted,0,unknown,False
46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,client was not previously contacted,0,unknown,False
35,admin.,married,secondary,no,0,no,no,cellular,17,jul,80,5,client was not previously contacted,0,unknown,False
44,management,married,secondary,no,991,no,no,cellular,2,feb,194,1,client was not previously contacted,0,unknown,False
33,blue-collar,married,secondary,no,1988,yes,no,unknown,8,may,211,2,client was not previously contacted,0,unknown,False
37,blue-collar,married,secondary,no,934,no,no,unknown,9,may,258,2,client was not previously contacted,0,unknown,False
34,services,married,secondary,no,196,no,no,cellular,6,feb,59,3,client was not previously contacted,0,unknown,False
39,unknown,married,primary,no,2860,no,no,unknown,19,jun,133,1,client was not previously contacted,0,unknown,False
55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,1,client was not previously contacted,0,unknown,True
42,admin.,single,secondary,no,4343,no,no,cellular,31,jul,245,4,client was not previously contacted,0,unknown,False
57,technician,divorced,secondary,no,204,no,no,unknown,6,jun,97,5,client was not previously contacted,0,unknown,False
29,blue-collar,married,secondary,no,25,yes,no,cellular,15,may,50,5,client was not previously contacted,0,unknown,False
35,management,single,secondary,no,356,yes,no,cellular,21,nov,20,5,114,7,failure,False
