age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
30.0,blue-collar,single,secondary,no,132.0,yes,no,unknown,16.0,may,329.0,1.0,-1.0,0.0,unknown,False
49.0,retired,divorced,secondary,no,-268.0,yes,no,cellular,15.0,jul,111.0,5.0,-1.0,0.0,unknown,False
23.0,student,single,secondary,no,43.0,no,no,unknown,27.0,aug,4.0,1.0,-1.0,0.0,unknown,False
33.0,admin.,married,secondary,no,2.0,yes,yes,cellular,28.0,jul,85.0,12.0,-1.0,0.0,unknown,False
59.0,technician,married,secondary,no,2342.0,no,yes,telephone,23.0,jul,226.0,1.0,-1.0,0.0,unknown,False
32.0,management,single,tertiary,no,27.0,no,no,cellular,28.0,aug,146.0,3.0,-1.0,0.0,unknown,False
52.0,management,married,tertiary,no,193.0,no,no,cellular,4.0,aug,145.0,1.0,-1.0,0.0,unknown,False
41.0,management,single,secondary,no,800.0,no,no,cellular,8.0,aug,899.0,2.0,-1.0,0.0,unknown,False
30.0,admin.,single,secondary,no,222.0,yes,no,cellular,7.0,may,455.0,1.0,-1.0,0.0,unknown,False
58.0,management,married,tertiary,no,138.0,yes,yes,cellular,6.0,aug,107.0,4.0,-1.0,0.0,unknown,False
33.0,management,married,tertiary,no,3713.0,yes,no,cellular,20.0,nov,175.0,1.0,-1.0,0.0,unknown,False
81.0,retired,divorced,secondary,no,452.0,no,no,telephone,16.0,dec,443.0,1.0,-1.0,0.0,unknown,True
28.0,student,single,unknown,no,78.0,no,no,cellular,4.0,dec,232.0,3.0,310.0,2.0,failure,True
50.0,technician,divorced,unknown,no,1328.0,yes,no,unknown,29.0,may,140.0,1.0,-1.0,0.0,unknown,False
44.0,management,married,tertiary,no,423.0,no,no,cellular,3.0,jun,136.0,6.0,83.0,5.0,success,False
30.0,blue-collar,single,secondary,no,5.0,yes,no,cellular,4.0,feb,196.0,1.0,-1.0,0.0,unknown,False
36.0,self-employed,married,secondary,no,96.0,no,no,cellular,27.0,aug,125.0,15.0,-1.0,0.0,unknown,False
23.0,student,single,primary,no,1235.0,no,no,cellular,11.0,sep,122.0,2.0,91.0,3.0,failure,False
25.0,admin.,married,secondary,no,789.0,yes,no,cellular,23.0,jul,202.0,1.0,-1.0,0.0,unknown,False
62.0,retired,married,primary,no,0.0,no,no,telephone,15.0,oct,280.0,1.0,-1.0,0.0,unknown,False
30.0,management,married,tertiary,no,2694.0,no,no,cellular,3.0,jun,192.0,1.0,-1.0,0.0,unknown,False
30.0,blue-collar,married,secondary,no,68.0,yes,yes,unknown,16.0,may,393.0,2.0,-1.0,0.0,unknown,False
23.0,housemaid,single,secondary,no,650.0,yes,no,cellular,14.0,may,136.0,1.0,367.0,4.0,failure,False
40.0,entrepreneur,single,secondary,no,943.0,yes,no,cellular,4.0,feb,179.0,3.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,unknown,no,878.0,yes,no,cellular,13.0,may,245.0,4.0,-1.0,0.0,unknown,False
34.0,services,single,secondary,no,-30.0,no,no,cellular,21.0,jul,1360.0,3.0,-1.0,0.0,unknown,True
49.0,management,married,tertiary,no,3063.0,yes,no,cellular,18.0,may,68.0,2.0,-1.0,0.0,unknown,False
39.0,technician,married,secondary,no,1986.0,no,no,cellular,12.0,aug,217.0,6.0,-1.0,0.0,unknown,False
47.0,blue-collar,married,primary,no,830.0,no,yes,cellular,25.0,jul,795.0,1.0,-1.0,0.0,unknown,False
64.0,retired,divorced,tertiary,no,17875.0,no,no,cellular,25.0,aug,173.0,1.0,-1.0,0.0,unknown,False
37.0,technician,married,secondary,no,-796.0,yes,yes,unknown,26.0,may,299.0,1.0,-1.0,0.0,unknown,False
31.0,blue-collar,single,secondary,no,19.0,yes,no,unknown,19.0,may,178.0,5.0,-1.0,0.0,unknown,False
41.0,management,married,tertiary,no,144.0,no,no,cellular,27.0,feb,123.0,3.0,-1.0,0.0,unknown,False
44.0,technician,single,unknown,no,1431.0,no,no,cellular,16.0,jul,199.0,2.0,-1.0,0.0,unknown,False
41.0,blue-collar,married,primary,no,2770.0,yes,yes,unknown,5.0,jun,191.0,2.0,-1.0,0.0,unknown,False
34.0,self-employed,single,tertiary,no,72.0,yes,no,unknown,2.0,jun,69.0,1.0,-1.0,0.0,unknown,False
33.0,services,married,secondary,no,207.0,yes,no,cellular,14.0,may,629.0,4.0,-1.0,0.0,unknown,True
47.0,housemaid,married,tertiary,no,228.0,yes,no,cellular,22.0,jul,89.0,1.0,-1.0,0.0,unknown,False
27.0,admin.,single,tertiary,no,689.0,no,no,cellular,26.0,jan,98.0,1.0,307.0,1.0,failure,False
33.0,technician,married,secondary,no,118.0,yes,no,cellular,29.0,aug,103.0,2.0,-1.0,0.0,unknown,False
54.0,blue-collar,married,primary,no,1111.0,no,no,telephone,26.0,aug,385.0,9.0,-1.0,0.0,unknown,False
37.0,entrepreneur,married,unknown,no,1134.0,yes,no,unknown,9.0,jun,142.0,3.0,-1.0,0.0,unknown,False
34.0,management,single,tertiary,no,2555.0,yes,no,cellular,26.0,may,129.0,2.0,-1.0,0.0,unknown,False
46.0,blue-collar,married,secondary,no,1934.0,yes,no,unknown,13.0,may,20.0,1.0,-1.0,0.0,unknown,False
35.0,technician,married,secondary,no,783.0,yes,no,cellular,16.0,apr,772.0,4.0,-1.0,0.0,unknown,False
35.0,technician,married,secondary,no,-67.0,yes,no,cellular,17.0,jul,160.0,6.0,-1.0,0.0,unknown,False
27.0,blue-collar,single,secondary,no,535.0,no,no,cellular,16.0,nov,183.0,1.0,94.0,1.0,success,True
42.0,entrepreneur,married,tertiary,no,42045.0,no,no,cellular,8.0,aug,205.0,2.0,-1.0,0.0,unknown,False
30.0,technician,married,secondary,no,418.0,yes,no,unknown,3.0,jun,112.0,1.0,-1.0,0.0,unknown,False
42.0,blue-collar,divorced,secondary,no,898.0,yes,no,cellular,18.0,nov,136.0,2.0,131.0,1.0,failure,False
40.0,housemaid,married,secondary,no,116.0,no,no,cellular,11.0,aug,1099.0,4.0,-1.0,0.0,unknown,False
75.0,retired,divorced,secondary,no,1092.0,no,no,telephone,12.0,oct,250.0,1.0,431.0,2.0,failure,False
38.0,services,married,secondary,no,393.0,no,no,unknown,18.0,jun,90.0,3.0,-1.0,0.0,unknown,False
46.0,blue-collar,single,secondary,no,0.0,no,no,unknown,21.0,may,27.0,10.0,-1.0,0.0,unknown,False
52.0,blue-collar,married,secondary,no,782.0,yes,no,unknown,5.0,may,93.0,3.0,-1.0,0.0,unknown,False
32.0,blue-collar,single,secondary,no,29.0,no,no,unknown,16.0,may,132.0,13.0,-1.0,0.0,unknown,False
43.0,blue-collar,married,primary,no,289.0,yes,no,cellular,6.0,may,284.0,3.0,-1.0,0.0,unknown,False
29.0,student,single,secondary,no,872.0,yes,no,unknown,7.0,may,230.0,1.0,-1.0,0.0,unknown,False
40.0,blue-collar,single,primary,no,2226.0,yes,no,telephone,14.0,may,7.0,7.0,-1.0,0.0,unknown,False
34.0,blue-collar,single,secondary,no,551.0,yes,no,cellular,8.0,may,347.0,2.0,-1.0,0.0,unknown,False
60.0,services,divorced,secondary,no,758.0,no,no,cellular,3.0,feb,282.0,1.0,-1.0,0.0,unknown,False
36.0,blue-collar,married,secondary,no,13.0,no,no,unknown,3.0,jun,284.0,1.0,-1.0,0.0,unknown,False
28.0,admin.,married,secondary,no,1595.0,no,no,unknown,9.0,sep,1.0,1.0,254.0,4.0,success,False
51.0,blue-collar,married,primary,no,230.0,yes,no,cellular,17.0,nov,174.0,1.0,195.0,1.0,failure,False
