age,type of job,marital status,education,has credit in default?,"average yearly balance, in euros",has housing loan?,has personal loan?,contact communication type,last contact day of the month,last contact month of year,"last contact duration, in seconds",number of contacts performed during this campaign and for this client,number of days that passed by after the client was last contacted from a previous campaign,number of contacts performed before this campaign and for this client,outcome of the previous marketing campaign,label
40,unemployed,married,secondary,no,1779,yes,no,unknown,5,jun,59,7,client was not previously contacted,0,unknown,False
51,management,married,tertiary,no,615,yes,no,cellular,17,apr,97,1,client was not previously contacted,0,unknown,False
37,entrepreneur,married,secondary,no,35,yes,yes,unknown,27,may,73,6,client was not previously contacted,0,unknown,False
50,services,married,secondary,no,3374,no,no,unknown,19,jun,27,2,client was not previously contacted,0,unknown,False
58,technician,single,secondary,no,8600,yes,no,cellular,18,nov,61,1,client was not previously contacted,0,unknown,False
41,housemaid,divorced,secondary,no,43,yes,no,telephone,17,apr,198,1,client was not previously contacted,0,unknown,False
29,technician,single,tertiary,no,262,yes,yes,cellular,29,jul,510,9,client was not previously contacted,0,unknown,False
45,retired,married,primary,no,0,no,no,unknown,3,jun,290,1,client was not previously contacted,0,unknown,False
34,blue-collar,divorced,secondary,no,2551,yes,yes,cellular,22,jul,1408,2,client was not previously contacted,0,unknown,False
48,technician,married,unknown,no,460,no,no,unknown,5,jun,99,3,client was not previously contacted,0,unknown,False
31,management,married,tertiary,no,1720,yes,yes,cellular,18,jul,104,1,client was not previously contacted,0,unknown,False
42,admin.,married,secondary,no,-728,yes,no,cellular,10,jul,305,1,client was not previously contacted,0,unknown,False
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,client was not previously contacted,0,unknown,True
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,2,client was not previously contacted,0,unknown,True
27,self-employed,single,tertiary,no,-503,yes,no,unknown,9,may,98,3,client was not previously contacted,0,unknown,False
36,self-employed,married,primary,no,161,no,no,cellular,21,aug,239,3,client was not previously contacted,0,unknown,False
36,management,married,tertiary,no,0,no,no,unknown,17,jun,222,3,client was not previously contacted,0,unknown,False
57,technician,married,secondary,no,29,no,no,cellular,6,aug,122,2,client was not previously contacted,0,unknown,False
53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,False
37,technician,single,secondary,no,884,yes,yes,cellular,31,jul,128,2,client was not previously contacted,0,unknown,False
32,technician,divorced,secondary,no,0,no,no,cellular,19,aug,103,4,client was not previously contacted,0,unknown,False
29,blue-collar,single,secondary,no,-37,yes,no,unknown,4,jun,182,1,client was not previously contacted,0,unknown,False
