recency,frequency,monetary,time,label
2.0,1.0,250.0,2.0,False
23.0,3.0,750.0,89.0,False
4.0,3.0,750.0,24.0,False
11.0,8.0,2000.0,72.0,False
23.0,6.0,1500.0,70.0,False
23.0,3.0,750.0,28.0,False
2.0,9.0,2250.0,22.0,True
11.0,9.0,2250.0,33.0,False
16.0,6.0,1500.0,35.0,True
2.0,1.0,250.0,2.0,False
2.0,3.0,750.0,11.0,False
16.0,5.0,1250.0,27.0,False
7.0,10.0,2500.0,47.0,False
16.0,2.0,500.0,27.0,False
9.0,8.0,2000.0,38.0,True
2.0,5.0,1250.0,26.0,False
0.0,26.0,6500.0,76.0,True
2.0,1.0,250.0,2.0,False
14.0,1.0,250.0,14.0,False
9.0,9.0,2250.0,45.0,False
1.0,9.0,2250.0,51.0,False
8.0,8.0,2000.0,52.0,True
4.0,5.0,1250.0,34.0,False
11.0,10.0,2500.0,35.0,False
2.0,2.0,500.0,11.0,True
9.0,9.0,2250.0,54.0,False
2.0,1.0,250.0,2.0,True
2.0,1.0,250.0,2.0,False
16.0,1.0,250.0,16.0,False
4.0,11.0,2750.0,61.0,False
1.0,7.0,1750.0,57.0,False
16.0,1.0,250.0,16.0,False
