recency,frequency,monetary,time,label
4.0,1.0,250.0,4.0,False
11.0,1.0,250.0,11.0,False
16.0,1.0,250.0,16.0,False
4.0,5.0,1250.0,23.0,True
4.0,6.0,1500.0,35.0,False
14.0,5.0,1250.0,26.0,False
2.0,4.0,1000.0,16.0,False
2.0,5.0,1250.0,11.0,True
14.0,4.0,1000.0,38.0,False
11.0,6.0,1500.0,28.0,False
23.0,3.0,750.0,39.0,False
1.0,14.0,3500.0,95.0,False
2.0,14.0,3500.0,57.0,True
2.0,2.0,500.0,23.0,False
14.0,2.0,500.0,14.0,False
15.0,16.0,4000.0,82.0,False
2.0,2.0,500.0,11.0,True
3.0,1.0,250.0,3.0,True
21.0,1.0,250.0,21.0,False
4.0,3.0,750.0,25.0,True
21.0,2.0,500.0,23.0,False
10.0,5.0,1250.0,38.0,False
23.0,2.0,500.0,23.0,False
14.0,4.0,1000.0,40.0,False
4.0,2.0,500.0,29.0,False
2.0,1.0,250.0,2.0,False
4.0,12.0,3000.0,34.0,True
14.0,1.0,250.0,14.0,False
1.0,7.0,1750.0,57.0,False
23.0,1.0,250.0,23.0,False
4.0,3.0,750.0,16.0,False
11.0,1.0,250.0,11.0,False
2.0,7.0,1750.0,77.0,False
2.0,4.0,1000.0,16.0,False
2.0,2.0,500.0,11.0,True
23.0,4.0,1000.0,87.0,False
21.0,3.0,750.0,38.0,False
14.0,1.0,250.0,14.0,False
16.0,1.0,250.0,16.0,False
4.0,8.0,2000.0,34.0,True
14.0,1.0,250.0,14.0,False
2.0,5.0,1250.0,34.0,False
8.0,9.0,2250.0,64.0,False
4.0,2.0,500.0,59.0,False
4.0,7.0,1750.0,58.0,False
23.0,1.0,250.0,23.0,False
4.0,7.0,1750.0,82.0,False
11.0,5.0,1250.0,33.0,False
4.0,1.0,250.0,4.0,True
9.0,1.0,250.0,9.0,False
3.0,6.0,1500.0,21.0,False
2.0,11.0,2750.0,26.0,False
2.0,12.0,3000.0,70.0,True
2.0,3.0,750.0,4.0,True
14.0,7.0,1750.0,45.0,False
4.0,8.0,2000.0,21.0,False
16.0,7.0,1750.0,38.0,False
16.0,2.0,500.0,16.0,False
4.0,1.0,250.0,4.0,False
2.0,5.0,1250.0,16.0,False
11.0,1.0,250.0,11.0,False
4.0,3.0,750.0,34.0,False
23.0,1.0,250.0,23.0,False
4.0,7.0,1750.0,62.0,False
11.0,6.0,1500.0,58.0,False
2.0,4.0,1000.0,26.0,False
16.0,1.0,250.0,16.0,False
4.0,6.0,1500.0,43.0,False
23.0,3.0,750.0,89.0,False
21.0,1.0,250.0,21.0,False
11.0,2.0,500.0,26.0,False
23.0,4.0,1000.0,45.0,False
4.0,5.0,1250.0,26.0,True
2.0,21.0,5250.0,52.0,True
14.0,8.0,2000.0,26.0,False
4.0,5.0,1250.0,14.0,True
14.0,3.0,750.0,31.0,False
2.0,1.0,250.0,2.0,False
4.0,1.0,250.0,4.0,False
11.0,2.0,500.0,38.0,True
3.0,2.0,500.0,23.0,False
4.0,5.0,1250.0,74.0,False
4.0,10.0,2500.0,28.0,True
14.0,5.0,1250.0,74.0,False
7.0,5.0,1250.0,35.0,False
38.0,1.0,250.0,38.0,False
2.0,4.0,1000.0,16.0,False
11.0,1.0,250.0,11.0,False
2.0,1.0,250.0,2.0,False
2.0,5.0,1250.0,16.0,True
16.0,10.0,2500.0,89.0,False
2.0,4.0,1000.0,16.0,False
16.0,3.0,750.0,21.0,False
23.0,2.0,500.0,28.0,False
14.0,1.0,250.0,14.0,False
2.0,6.0,1500.0,26.0,False
4.0,2.0,500.0,46.0,False
16.0,4.0,1000.0,33.0,False
4.0,6.0,1500.0,35.0,False
11.0,5.0,1250.0,18.0,False
4.0,4.0,1000.0,34.0,True
2.0,2.0,500.0,22.0,False
11.0,3.0,750.0,37.0,False
2.0,2.0,500.0,11.0,False
14.0,4.0,1000.0,22.0,True
3.0,5.0,1250.0,26.0,False
2.0,2.0,500.0,10.0,False
21.0,1.0,250.0,21.0,False
9.0,9.0,2250.0,16.0,False
4.0,1.0,250.0,4.0,False
2.0,4.0,1000.0,16.0,False
21.0,2.0,500.0,35.0,False
2.0,10.0,2500.0,49.0,False
2.0,11.0,2750.0,79.0,True
4.0,1.0,250.0,4.0,True
9.0,2.0,500.0,11.0,False
4.0,1.0,250.0,4.0,False
7.0,10.0,2500.0,47.0,False
23.0,5.0,1250.0,33.0,False
4.0,6.0,1500.0,38.0,True
23.0,4.0,1000.0,53.0,False
4.0,6.0,1500.0,35.0,True
4.0,1.0,250.0,4.0,False
9.0,2.0,500.0,26.0,False
4.0,4.0,1000.0,46.0,False
11.0,7.0,1750.0,62.0,True
2.0,7.0,1750.0,77.0,False
4.0,1.0,250.0,4.0,True
