median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
2.7717,25.0,2670.0,527.0,936.0,461.0,33.12,-117.32,True
1.9779,49.0,1407.0,269.0,889.0,283.0,33.99,-118.32,False
2.1687,41.0,1353.0,379.0,1536.0,416.0,34.1,-118.23,False
4.7,36.0,2396.0,421.0,1064.0,398.0,34.21,-118.51,True
2.9375,30.0,2495.0,586.0,1139.0,559.0,34.14,-117.87,True
4.2222,24.0,4248.0,840.0,3118.0,798.0,33.74,-117.94,True
3.125,40.0,2966.0,536.0,1225.0,505.0,38.53,-121.49,False
4.1442,22.0,3362.0,630.0,1471.0,612.0,32.66,-117.04,True
3.0208,38.0,2573.0,484.0,1568.0,459.0,34.0,-118.11,True
3.1032,19.0,6823.0,1509.0,3784.0,1509.0,32.81,-117.18,False
1.9028,36.0,1542.0,458.0,1711.0,468.0,33.96,-118.22,False
1.1667,52.0,275.0,123.0,273.0,111.0,34.15,-118.15,True
5.9493,36.0,1473.0,253.0,713.0,257.0,33.85,-118.1,True
1.47,36.0,788.0,181.0,405.0,180.0,36.29,-119.14,False
1.2667,7.0,938.0,297.0,1187.0,282.0,32.54,-117.04,False
1.4387,37.0,3009.0,733.0,1513.0,588.0,38.62,-121.44,False
4.1455,37.0,3781.0,873.0,1725.0,838.0,34.06,-118.4,True
4.125,39.0,1420.0,272.0,645.0,277.0,37.7,-122.07,True
4.4356,3.0,2029.0,336.0,1003.0,340.0,36.83,-119.67,False
1.128,46.0,2646.0,645.0,1684.0,616.0,38.56,-121.5,False
1.7885,40.0,3272.0,663.0,1467.0,553.0,41.78,-121.62,False
2.2679,32.0,362.0,100.0,348.0,102.0,34.22,-118.38,False
1.8958,12.0,99.0,25.0,37.0,17.0,33.28,-115.95,False
2.0385,47.0,858.0,170.0,365.0,171.0,34.17,-118.35,True
1.6531,30.0,3112.0,931.0,2739.0,841.0,33.98,-118.33,False
7.2045,49.0,1068.0,190.0,410.0,171.0,37.37,-122.11,True
3.3095,36.0,1527.0,309.0,1154.0,279.0,33.89,-118.25,False
6.4001,16.0,1956.0,312.0,671.0,319.0,34.14,-118.83,True
2.65,30.0,2369.0,469.0,510.0,213.0,39.24,-120.04,False
2.9832,22.0,6465.0,1397.0,2694.0,1370.0,34.18,-119.2,False
3.3272,35.0,1872.0,363.0,1054.0,369.0,36.79,-119.83,False
4.45,32.0,2542.0,526.0,1278.0,493.0,34.24,-118.28,True
