median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
15.0001,27,3979,510,1351,520,34.1,-118.4,True
10.8783,52,1335,151,402,157,37.79,-122.44,True
2.4896,26,2405,564,680,531,37.87,-122.08,False
3.1832,9,981,169,596,156,33.67,-117.31,False
4.8646,29,1061,202,759,206,32.58,-117.1,False
5.7385,28,2714,502,1389,490,37.25,-121.9,True
15.0001,34,2061,260,825,254,34.19,-118.19,True
5.0391,28,1731,295,810,295,37.91,-122.07,True
5.0869,23,3351,591,1535,522,34.02,-117.8,True
3.6083,38,2308,425,1272,406,38.28,-122.29,False
3.6442,43,1220,222,729,230,34.22,-118.4,True
4.3523,17,1697,268,911,254,32.99,-115.54,False
3.0536,34,1058,230,1043,229,34.05,-118.04,False
6.822,41,847,173,344,170,33.87,-118.43,True
3.4896,9,2200,422,938,369,38.68,-121.2,False
3.6458,35,1362,243,698,255,32.79,-117.13,False
1.7245,21,2046,580,952,353,38.95,-119.95,False
2.375,41,395,164,549,184,37.33,-121.88,False
2.3715,18,1892,568,974,553,37.29,-121.87,True
2.0586,28,1673,385,1434,371,36.13,-119.13,False
5.6346,36,1317,228,531,214,33.72,-117.6,True
5.7251,28,3688,633,1877,620,37.28,-121.98,True
4.0391,52,1916,432,889,424,37.74,-122.42,True
6.2162,16,3114,463,1641,469,33.71,-117.79,True
2.1136,23,666,142,580,160,32.8,-115.55,False
4.0238,19,2372,394,1142,365,37.02,-121.51,True
1.9718,46,1480,358,1511,348,34.05,-117.75,False
6.6012,6,9518,1418,4413,1275,32.99,-117.04,True
5.3428,23,4417,740,1865,693,33.7,-117.96,True
2.7262,34,2735,539,1390,491,38.36,-122.0,False
4.0568,52,2459,507,1012,475,37.75,-122.43,True
4.5833,36,3157,582,1842,561,33.77,-117.93,True
4.5042,9,2374,372,884,333,39.04,-121.07,True
3.7258,32,1993,388,1385,380,34.05,-117.96,True
3.375,52,674,180,647,168,37.79,-122.24,False
1.7734,23,951,235,806,222,36.3,-119.21,False
2.817,19,2248,427,1207,368,33.72,-117.29,False
1.7866,25,1316,836,2796,784,34.05,-118.27,True
9.267,33,2996,398,1048,387,33.75,-118.32,True
3.775,25,2208,477,1084,424,34.1,-117.87,True
3.5607,21,3691,640,1758,603,38.83,-121.21,False
4.5272,17,2193,386,1148,372,38.36,-121.29,True
2.9286,20,505,216,326,216,37.48,-122.21,True
3.0313,17,2677,531,1244,456,41.84,-124.3,False
14.4219,52,1659,191,519,201,37.56,-122.35,True
4.26,46,2223,361,968,373,34.02,-118.33,True
2.4464,25,3819,702,1983,658,39.23,-121.83,False
6.0901,8,3866,539,1555,513,37.95,-122.01,True
3.8703,23,2542,772,1720,675,33.73,-117.82,False
2.2917,37,1575,358,933,320,37.76,-122.18,False
3.724,15,8479,1759,5008,1646,38.14,-122.24,False
3.0503,25,4405,1262,2178,1090,33.77,-118.17,True
2.9137,46,1750,347,754,356,37.66,-120.99,False
1.6607,52,217,82,531,93,32.71,-117.15,False
2.5179,18,382,128,194,69,32.84,-116.28,False
3.75,36,2471,498,2594,475,33.73,-117.88,False
6.1437,17,4293,712,1091,464,33.78,-116.43,True
4.125,52,2616,473,1085,487,37.89,-122.28,True
4.7679,11,1112,164,441,174,32.72,-116.99,False
2.5,42,510,88,247,99,36.6,-119.45,False
4.6324,16,3741,698,1938,658,38.32,-122.69,True
4.3438,48,1301,253,637,260,34.16,-118.27,True
4.5461,42,3490,665,1713,620,34.16,-118.08,True
3.2375,17,2554,540,723,319,38.97,-122.7,False
2.6458,16,2930,1038,1648,980,34.1,-118.35,True
8.1596,36,2127,314,807,306,33.89,-118.4,True
3.1568,36,3495,641,1688,684,37.66,-121.02,False
3.5313,20,2025,328,1039,346,36.32,-119.33,False
3.5568,33,1409,307,633,290,36.6,-121.86,True
3.7235,48,1091,236,632,234,34.11,-118.16,True
3.2731,20,5998,1320,3185,1199,33.93,-117.45,False
3.1111,36,1950,365,1125,374,33.91,-118.25,False
4.8173,16,906,149,605,148,37.3,-121.8,True
4.4167,40,1880,377,1229,378,33.9,-118.1,False
3.8024,18,3038,592,1904,595,32.82,-116.95,False
3.4612,36,1191,266,718,248,34.22,-118.44,False
4.0495,12,2258,456,1147,433,33.14,-117.13,False
2.875,30,1835,474,934,415,32.76,-117.1,False
3.0972,34,1439,253,607,223,36.31,-119.29,False
3.9531,17,4363,1041,1640,989,37.89,-122.52,True
3.125,39,854,242,389,228,37.81,-122.25,True
3.6086,30,1680,469,1779,429,33.82,-118.22,False
4.1118,35,1341,233,898,216,34.03,-117.92,False
2.3523,37,2653,754,1087,698,33.77,-118.18,True
4.9335,13,5819,919,2228,866,33.23,-117.11,True
6.1419,26,3727,572,1724,530,34.23,-118.61,True
4.0125,37,1383,259,808,241,37.61,-122.03,False
2.3229,16,3498,702,2372,672,33.85,-117.28,False
1.6094,16,352,105,226,82,39.39,-120.91,False
3.8833,36,2058,423,1132,423,34.19,-118.48,True
11.9993,31,4803,575,1490,577,33.8,-118.45,True
1.9187,29,874,217,788,222,37.96,-121.24,False
6.0352,23,1894,416,769,392,34.12,-118.33,True
1.8993,17,1485,345,823,316,40.95,-124.1,False
1.847,18,3585,1661,5229,1534,34.05,-118.29,True
3.6667,7,9613,1666,4487,1653,35.52,-120.76,True
3.9063,25,1092,190,702,215,34.31,-119.29,True
9.7796,20,975,134,324,146,37.43,-122.21,True
3.5227,38,2040,458,1775,445,33.93,-118.13,True
3.2868,21,1724,317,1006,290,37.04,-120.25,False
2.9821,32,342,58,138,52,38.02,-121.27,False
2.1581,33,376,83,267,88,33.93,-116.98,False
2.8,18,2737,589,1128,533,35.65,-117.67,False
3.7262,20,1705,353,856,341,37.97,-122.07,True
10.1357,24,6097,794,2248,806,33.74,-118.32,True
3.3917,25,830,228,368,174,37.38,-122.08,True
4.7768,52,2962,557,1215,506,37.33,-121.92,True
2.375,20,4620,1042,1745,794,39.17,-123.73,False
4.8382,45,989,174,504,180,37.51,-122.25,True
3.8295,13,1330,216,719,215,32.72,-116.99,False
3.0833,25,1769,440,1371,414,33.89,-118.35,True
3.125,52,1350,266,490,257,38.06,-122.23,False
3.3636,43,1350,287,811,307,34.03,-118.37,False
1.5227,22,1540,364,610,268,33.89,-116.63,False
3.5959,9,4838,920,2460,923,37.77,-120.87,False
4.3542,34,1852,322,978,332,33.2,-117.27,False
2.8871,22,2828,610,986,391,39.61,-121.39,False
4.5744,52,2302,457,1154,424,37.74,-122.49,True
3.6364,19,1028,191,340,159,33.68,-117.95,True
3.1953,15,3045,689,1340,588,36.8,-119.72,False
3.1901,52,4220,908,3731,892,33.97,-118.21,False
4.7946,52,2285,509,839,456,37.75,-122.43,True
2.6339,13,1203,292,1035,293,33.21,-117.25,False
2.9422,38,5054,1168,2366,1103,32.74,-117.17,True
4.526,19,1317,189,517,187,36.79,-119.63,False
0.7445,19,792,232,641,222,36.33,-119.29,False
6.5616,33,2890,453,1300,452,33.74,-117.8,True
4.5,14,5180,1051,1639,991,33.03,-117.05,True
3.6042,28,633,137,525,170,32.7,-117.1,False
4.1845,13,3009,588,1439,607,34.26,-119.2,True
2.2532,46,2273,495,1088,447,38.01,-121.8,False
3.4474,28,2647,658,1459,595,33.72,-118.3,True
5.5385,36,1035,196,475,205,37.39,-122.09,True
3.9659,8,1705,400,886,391,34.41,-119.53,True
3.6742,24,3983,1126,2645,1072,37.4,-122.09,True
2.5735,31,2020,476,1408,437,38.43,-122.72,False
3.6289,25,1759,404,1404,385,33.76,-118.02,True
3.2042,11,2265,382,1285,387,36.07,-119.07,False
3.2917,34,2065,343,1041,313,36.55,-119.53,False
5.3505,15,5094,818,2118,758,32.67,-117.03,True
3.0365,19,1902,335,1102,313,32.59,-117.02,False
3.0735,23,7079,1381,3205,1327,34.11,-117.78,True
3.7015,27,4713,1169,2372,1077,34.19,-118.31,True
4.6528,32,2676,484,986,473,37.9,-122.05,True
5.4359,25,3333,511,1671,504,37.51,-121.97,True
2.6364,22,2052,568,1254,572,34.18,-118.43,True
4.5625,12,9966,1517,5008,1492,33.99,-117.44,False
2.3381,12,2144,568,1320,566,36.82,-119.71,False
0.9687,27,844,249,583,265,37.94,-122.36,False
1.1122,52,936,454,990,354,34.06,-118.28,True
2.6806,42,1481,411,1206,394,34.03,-118.15,True
3.0809,5,6660,1217,3012,1087,37.69,-120.86,False
4.7831,24,3421,656,2220,645,34.22,-119.03,True
3.2589,18,2791,492,1187,438,38.32,-120.88,False
6.4994,18,7397,1137,3126,1115,37.66,-121.9,True
7.3753,34,2494,375,1399,382,37.35,-122.05,True
4.0068,16,3015,829,1769,807,37.39,-122.01,True
2.8125,30,1765,310,746,298,36.35,-119.64,False
4.55,34,3353,544,1583,571,32.84,-117.2,True
3.1946,5,5613,1060,3569,999,34.57,-117.93,False
3.4083,34,1357,310,1042,287,33.98,-118.1,False
1.9375,14,1276,270,867,261,32.82,-115.37,False
3.3005,12,3783,702,1970,639,40.39,-122.37,False
3.5714,38,1527,332,1303,340,34.28,-118.45,False
2.0658,30,1584,316,984,300,36.72,-119.87,False
1.5972,44,1625,392,944,347,40.58,-122.39,False
4.1083,6,1727,506,1200,439,34.14,-118.26,True
