median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
2.0521,45.0,1834.0,421.0,1405.0,407.0,37.31,-120.49,False
5.0434,26.0,3119.0,562.0,1459.0,562.0,34.43,-119.74,True
7.0309,29.0,473.0,103.0,359.0,87.0,37.41,-122.15,True
4.6312,30.0,3404.0,693.0,1794.0,633.0,37.3,-121.98,True
3.3214,37.0,3029.0,738.0,2436.0,700.0,37.7,-122.46,True
3.4375,21.0,4383.0,901.0,2689.0,913.0,33.82,-118.29,True
2.8438,33.0,2028.0,422.0,1727.0,371.0,34.05,-117.97,False
2.9063,52.0,1931.0,329.0,1025.0,293.0,37.73,-122.39,True
5.2077,7.0,586.0,118.0,232.0,107.0,33.77,-118.02,True
2.7639,17.0,1661.0,329.0,948.0,357.0,40.93,-124.11,False
2.2883,33.0,3557.0,894.0,2659.0,894.0,38.14,-121.27,False
7.0875,41.0,1411.0,233.0,626.0,214.0,37.79,-122.18,True
3.1781,23.0,2744.0,588.0,1493.0,557.0,38.34,-122.71,False
2.9812,22.0,1547.0,334.0,773.0,316.0,34.09,-117.68,False
3.625,31.0,1007.0,181.0,563.0,185.0,38.7,-121.47,False
2.7813,35.0,3405.0,779.0,1953.0,671.0,33.84,-118.2,False
4.3911,21.0,1745.0,266.0,837.0,292.0,36.35,-119.65,False
7.6917,32.0,3633.0,508.0,1393.0,506.0,37.88,-122.17,True
1.8288,20.0,1232.0,332.0,667.0,288.0,38.56,-121.36,False
2.6567,20.0,3204.0,625.0,2016.0,605.0,37.68,-121.03,False
3.2656,29.0,2912.0,566.0,2188.0,518.0,34.11,-117.34,False
1.125,36.0,1954.0,513.0,1437.0,440.0,37.91,-122.33,False
2.8351,45.0,2438.0,462.0,1415.0,510.0,38.67,-121.77,False
3.5,19.0,2167.0,443.0,1654.0,435.0,33.22,-117.25,False
7.0808,4.0,6995.0,1151.0,2907.0,1089.0,34.29,-118.57,True
3.0257,52.0,862.0,215.0,994.0,213.0,37.78,-122.23,False
8.1124,52.0,2742.0,422.0,1153.0,414.0,34.11,-118.14,True
2.8519,17.0,2534.0,517.0,1764.0,502.0,37.43,-120.79,False
3.1534,19.0,2232.0,448.0,1149.0,417.0,33.86,-117.87,True
3.3125,22.0,1970.0,332.0,1066.0,319.0,36.79,-119.9,False
1.7172,28.0,826.0,258.0,979.0,245.0,33.72,-116.22,False
3.4306,29.0,2307.0,452.0,1218.0,402.0,33.86,-118.01,True
3.045,36.0,1722.0,353.0,1174.0,335.0,34.0,-118.09,False
1.0516,41.0,1582.0,416.0,1422.0,370.0,33.98,-118.29,False
3.7731,38.0,1878.0,338.0,710.0,342.0,38.57,-121.42,False
2.1908,32.0,1604.0,292.0,868.0,276.0,36.57,-119.67,False
2.875,41.0,1440.0,325.0,1014.0,322.0,34.21,-118.44,False
3.5625,27.0,3236.0,832.0,2230.0,798.0,37.36,-121.95,True
2.1766,36.0,1276.0,503.0,1502.0,450.0,34.08,-118.3,True
2.5363,25.0,2228.0,534.0,1130.0,481.0,38.59,-121.4,False
6.3144,28.0,3952.0,592.0,1469.0,571.0,35.28,-120.62,True
2.2381,35.0,1133.0,296.0,774.0,271.0,33.86,-118.19,False
