median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
3.1587,47,998,211,597,185,37.75,-122.17,False
6.2503,2,12360,1747,4438,1470,38.66,-121.13,True
2.5368,35,1267,212,710,204,32.8,-117.14,False
2.59,21,1834,321,1120,314,36.71,-119.52,False
4.4375,26,2081,339,906,323,38.45,-122.66,True
6.3835,31,1736,250,497,170,36.61,-121.95,True
4.3047,27,2676,652,2661,623,34.3,-118.45,False
4.9118,26,3087,532,1597,483,37.55,-122.03,True
3.1979,17,841,146,473,154,32.96,-115.59,False
2.0,25,980,276,896,245,34.65,-120.45,False
1.9125,39,598,149,366,132,35.35,-119.01,False
2.3787,21,1607,356,834,352,38.29,-122.32,False
2.0547,34,1848,667,1351,589,34.06,-118.31,True
1.8967,15,2342,535,1064,433,39.5,-123.34,False
3.5607,21,3691,640,1758,603,38.83,-121.21,False
4.7019,35,1213,221,790,243,37.63,-122.09,False
4.9355,34,3150,518,1392,480,34.25,-118.25,True
2.9705,23,2474,594,1107,536,32.75,-117.16,True
2.1776,46,879,253,1010,221,34.01,-118.26,False
3.4048,30,2722,584,628,384,36.55,-121.94,True
5.6047,34,988,173,759,184,33.81,-117.92,True
3.3447,21,3235,648,1820,614,36.79,-119.84,False
4.6976,36,2381,419,1669,444,33.92,-118.09,False
1.9125,36,1813,560,1501,544,34.14,-118.24,True
2.1833,52,5486,1044,1977,754,40.35,-121.03,False
2.4659,45,1778,339,839,319,38.35,-121.99,False
3.0417,25,1611,383,554,327,33.67,-117.95,False
3.5083,52,1777,454,671,439,34.08,-118.33,True
4.1765,52,2204,498,899,445,33.77,-118.15,True
2.0871,20,1273,354,1548,355,33.64,-116.11,False
1.998,27,12342,2630,1300,566,34.24,-116.94,False
2.1667,11,1161,235,640,210,33.72,-117.28,False
5.3922,34,4613,749,2050,725,37.28,-121.9,True
1.9138,29,2274,514,1234,521,36.32,-119.28,False
4.3939,22,14034,3020,6266,2952,37.5,-122.31,True
6.3434,30,2532,464,1056,419,33.89,-118.39,True
3.7609,6,3157,721,1695,710,33.55,-117.67,True
15.0001,38,2176,266,798,243,34.19,-118.2,True
2.6458,41,570,135,466,121,33.93,-118.27,False
2.25,20,4810,1074,1304,740,33.69,-116.5,True
2.4511,37,709,187,390,142,33.2,-115.6,False
3.3239,52,4001,809,1886,756,37.76,-122.47,True
3.3571,17,3139,569,1612,516,34.06,-117.38,False
2.7143,31,1291,356,1252,373,33.64,-117.93,True
3.6827,34,2921,641,1541,562,34.12,-118.08,True
3.1392,52,2951,647,1448,591,37.78,-122.47,True
2.0437,36,3005,771,2054,758,34.04,-118.38,True
3.9583,19,6755,1443,4205,1395,34.31,-118.42,False
3.5104,29,5055,1036,410,191,34.3,-116.99,False
2.9784,35,1113,236,681,246,32.78,-116.97,False
2.1418,13,3641,897,1737,788,37.32,-120.48,False
2.6591,33,1523,391,753,298,34.11,-118.18,True
3.6687,48,409,86,148,70,37.74,-122.41,True
2.375,33,349,124,460,83,34.02,-117.96,False
3.2312,38,2462,553,1843,538,34.08,-118.07,True
5.7535,18,4172,806,3226,790,37.66,-122.47,True
1.9342,32,2293,466,1538,468,36.39,-119.31,False
3.1736,26,3106,603,1396,576,34.17,-117.28,False
4.3553,42,2051,334,878,318,38.15,-121.36,True
4.1917,26,2636,468,1416,485,35.77,-119.23,False
6.1278,29,1048,150,455,152,37.71,-122.48,True
1.9444,23,3497,887,2467,816,37.61,-120.96,False
2.7266,37,1583,392,1776,377,34.03,-118.2,False
15.0001,34,5586,674,1871,636,33.76,-118.34,True
2.4135,52,1770,435,1848,439,34.07,-118.21,False
1.875,39,2004,633,3050,621,34.02,-118.27,False
2.5125,52,1560,451,700,419,37.97,-122.53,True
2.1062,21,2707,675,1742,626,34.09,-117.94,False
3.9329,17,3064,588,1704,590,38.45,-122.74,False
6.4963,6,16222,2309,6700,2080,34.24,-118.77,True
4.6406,34,1069,217,601,212,33.87,-118.34,True
5.0849,18,2933,481,1279,443,38.24,-122.61,True
5.159,18,1920,333,890,323,34.14,-117.2,False
4.2647,26,3364,570,1806,566,38.0,-121.85,False
4.1838,44,3042,697,335,115,37.25,-119.21,False
4.1563,20,1577,363,764,333,33.47,-117.7,True
4.065,6,1771,293,935,279,33.82,-117.08,False
3.2386,16,1006,212,515,200,36.33,-119.78,False
4.5022,2,4860,1193,2332,1073,33.65,-117.59,False
2.5643,37,1534,315,1147,322,38.62,-121.45,False
1.5909,27,1513,314,1071,284,36.31,-119.64,False
3.1062,11,3737,757,2212,727,33.23,-117.34,False
3.6475,47,2530,565,1262,509,33.99,-118.04,True
3.3816,52,1207,302,1008,269,37.75,-122.42,True
4.1993,23,2191,415,959,361,38.5,-122.47,True
1.4896,17,1483,284,481,211,39.55,-121.19,False
1.4917,35,1562,403,1587,406,33.93,-118.26,False
1.3333,19,902,284,414,272,34.03,-118.48,True
5.195,23,2949,473,1671,477,33.86,-117.6,False
3.5761,43,1833,355,786,334,34.1,-118.06,True
4.0911,19,3203,708,1761,667,33.88,-118.11,True
5.6163,27,2287,353,1140,351,33.83,-117.87,True
3.3966,20,2451,475,1785,456,33.98,-117.48,False
3.6,32,1444,317,1177,311,34.23,-118.37,False
3.0212,31,4267,1070,3176,1071,34.03,-118.13,True
4.3438,16,1717,277,903,289,36.3,-119.79,False
2.8194,9,5927,1269,3369,1176,38.89,-121.32,False
3.8333,48,1408,295,891,269,37.76,-122.5,True
1.9362,33,2143,488,1732,509,35.6,-119.34,False
11.2093,42,777,102,284,113,34.17,-118.43,True
3.1908,16,2790,624,1386,636,38.54,-121.72,True
3.7614,52,1001,191,425,184,36.62,-121.92,True
3.6923,28,2213,390,1096,378,40.54,-122.37,False
6.3955,25,4229,601,1634,574,32.85,-117.23,True
2.7708,43,977,266,1084,259,34.05,-118.19,False
3.1953,15,3045,689,1340,588,36.8,-119.72,False
5.5696,17,1149,182,702,192,33.15,-117.14,False
3.7562,17,2761,501,1128,482,38.64,-121.34,False
2.6364,39,3375,659,1388,631,37.98,-121.3,False
3.0856,49,1104,266,668,297,34.04,-118.35,False
2.0136,13,4460,925,2225,840,34.49,-117.17,False
5.1893,34,2807,487,1152,445,37.76,-122.47,True
3.6019,20,4374,1311,2165,1185,34.03,-118.41,True
2.3657,19,2611,503,1185,483,40.09,-122.08,False
2.3029,45,2612,664,3117,584,34.18,-118.15,False
4.5075,39,3996,793,1744,761,37.51,-122.27,True
3.0905,12,7653,1578,3628,1494,39.78,-121.86,False
3.4375,17,748,184,412,180,37.4,-122.09,True
4.7,25,2990,450,1335,434,38.24,-122.61,True
2.0134,35,2695,748,2935,706,33.91,-118.19,False
5.9596,43,1394,321,552,296,33.9,-118.42,True
1.4497,25,2345,852,2860,862,34.09,-118.3,True
4.2361,31,1340,235,1336,270,37.28,-121.82,False
3.0515,21,6911,1341,3967,1297,37.31,-120.44,False
2.1763,19,557,216,673,212,34.15,-118.12,False
5.6482,35,1651,269,707,252,33.9,-118.37,True
6.1648,35,1018,169,484,174,37.25,-121.96,True
3.2426,26,3239,647,1529,590,34.24,-118.58,True
6.9081,18,6205,821,2311,756,38.09,-122.61,True
6.3719,26,2754,402,1128,395,37.6,-122.41,True
2.5562,42,1756,465,2184,422,37.87,-122.25,True
4.4565,5,1975,520,861,440,37.25,-121.81,False
4.2039,11,1290,197,881,191,37.19,-121.74,True
3.8398,32,3190,568,1614,512,34.12,-117.37,False
1.9787,39,2806,662,1659,638,38.68,-121.78,False
3.7546,28,3264,576,1512,567,37.8,-121.2,False
2.6033,52,1503,298,690,275,37.84,-122.27,False
3.1103,20,1145,198,431,173,37.32,-121.95,True
4.45,15,7803,1603,2957,1546,37.93,-122.05,True
4.6389,34,1654,285,905,292,33.8,-117.95,True
8.2953,11,2630,327,1256,352,33.66,-117.69,True
5.7204,15,1848,280,786,282,38.37,-122.65,True
2.5284,44,1574,390,1323,404,34.05,-118.33,True
5.6999,21,1798,399,837,410,37.38,-122.06,True
5.0164,13,3995,605,1969,607,37.98,-121.82,False
14.4219,52,1659,191,519,201,37.56,-122.35,True
3.7857,5,1688,430,857,402,33.66,-117.84,True
5.5423,14,7876,1253,3699,1162,34.15,-117.8,True
1.6111,13,335,89,247,77,37.8,-121.22,False
4.2917,17,762,138,322,139,40.2,-122.23,False
4.0985,43,2373,481,1247,454,37.75,-122.5,True
4.9103,4,2487,440,1545,452,38.25,-121.98,False
2.6014,36,1156,309,521,304,34.43,-119.72,True
7.1754,52,2318,328,779,312,37.9,-122.28,True
6.7978,24,1219,177,610,185,33.99,-117.95,True
1.8245,22,2447,556,1157,556,39.76,-121.6,False
7.1831,18,808,136,420,145,37.19,-122.1,True
4.105,16,5203,898,2515,862,32.83,-116.91,False
1.0539,30,1385,518,1730,472,34.01,-118.29,False
4.0,13,2132,425,1345,432,32.68,-117.04,False
4.2227,30,4114,743,1994,722,38.01,-121.89,False
2.136,8,2517,632,1686,613,32.81,-116.94,False
5.2898,25,6964,1066,3240,1036,33.86,-117.56,False
2.475,40,1292,271,504,230,36.62,-121.91,True
2.0469,19,3244,776,1463,710,36.8,-119.84,False
4.3631,43,2322,418,1106,433,34.2,-118.33,True
3.099,42,1594,369,952,362,34.01,-118.42,True
3.7991,21,795,163,414,162,38.37,-122.78,False
2.8203,24,2314,468,1549,463,35.05,-120.48,False
3.9732,35,2129,382,1044,350,32.8,-117.13,False
2.8728,8,3405,961,1742,918,32.91,-117.12,False
3.5484,23,2578,665,989,622,32.79,-117.23,True
4.7188,29,866,138,341,133,37.95,-122.04,True
4.25,44,1387,280,984,302,33.8,-118.21,False
3.8667,32,3756,662,1611,598,32.79,-116.98,True
6.0196,35,1855,345,985,329,37.27,-121.93,True
2.3224,18,2609,721,2221,703,34.06,-118.11,True
7.333,23,2234,270,854,286,37.68,-121.88,True
3.9844,18,1404,226,754,229,36.6,-119.46,False
4.0238,19,2372,394,1142,365,37.02,-121.51,True
1.9205,40,1146,323,1354,321,34.05,-118.2,False
3.8247,33,3910,838,2097,810,34.21,-118.55,True
4.8889,5,2987,457,1821,485,34.11,-117.39,False
6.5861,26,5591,934,2824,939,33.82,-118.33,True
1.3167,49,969,229,599,195,37.94,-122.37,False
7.2392,31,4624,624,1852,635,33.77,-117.81,True
3.5082,11,9053,2193,7096,2038,34.24,-118.45,False
3.8073,14,1978,424,1085,387,32.82,-116.91,False
9.5862,27,6039,780,2181,761,37.85,-122.04,True
4.0125,52,1759,387,980,402,34.42,-119.72,True
3.5,7,2081,657,1456,535,34.21,-118.46,True
1.8894,39,915,199,580,175,36.04,-119.4,False
2.8365,34,2364,557,1517,516,37.79,-122.21,False
2.7321,28,1049,235,705,208,36.85,-121.79,False
2.3182,25,3040,831,1580,735,33.98,-118.04,True
2.0455,21,2628,494,1364,468,39.48,-121.52,False
6.4242,12,4235,735,1798,683,33.86,-118.38,True
3.5365,22,1283,256,3082,239,37.88,-121.17,False
2.8701,26,2221,662,1998,603,34.2,-118.53,True
3.4013,35,1225,228,720,231,34.23,-118.43,False
2.3099,13,2109,477,1108,466,37.32,-120.51,False
3.35,25,1459,362,1150,354,33.88,-118.35,True
1.645,10,1145,293,726,251,34.13,-117.23,False
3.7222,30,3115,625,1444,568,37.69,-122.1,True
8.1117,8,4874,627,2070,619,33.88,-117.77,True
2.2754,23,3832,774,2435,747,39.0,-122.13,False
4.6146,21,4342,783,2172,789,37.57,-121.97,True
3.6442,43,1220,222,729,230,34.22,-118.4,True
8.4952,16,2956,393,1379,429,33.8,-118.02,True
2.7058,28,6128,1963,3586,1815,34.0,-118.43,True
3.3977,45,1327,271,1069,284,34.09,-118.17,False
6.6207,16,3491,502,1496,509,33.84,-117.75,True
2.2292,5,2899,745,1593,633,37.51,-120.85,False
10.7058,52,2488,281,805,295,37.79,-122.49,True
5.3269,19,256,34,101,28,34.02,-117.53,True
6.7962,4,3345,552,1525,539,33.67,-117.8,True
1.2668,27,1245,471,653,451,32.72,-117.16,True
1.6286,42,1705,418,905,393,35.42,-119.03,False
4.207,42,4091,757,1861,771,37.64,-122.43,True
4.9375,12,1906,351,802,319,37.69,-121.82,True
1.5076,24,2404,819,1566,753,33.77,-118.2,False
5.3836,33,1582,256,771,240,33.88,-117.89,True
5.9346,27,1469,216,578,219,37.94,-121.95,True
3.443,18,8076,1789,5325,1707,33.99,-117.9,False
4.025,24,2749,498,1367,460,33.81,-117.95,True
4.7875,19,3430,601,1817,571,34.76,-118.28,False
6.68,10,2829,394,1510,386,37.33,-121.78,True
4.0767,5,5526,1102,3207,1012,38.03,-121.95,False
4.6923,39,3184,593,1188,572,38.53,-121.5,True
8.176,18,3674,577,1590,550,34.26,-118.53,True
1.4301,47,2438,804,1148,747,38.57,-121.48,False
3.8589,16,1496,298,778,284,38.36,-123.02,True
3.8586,45,1816,398,1524,388,33.81,-118.21,False
