median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
3.1312,49.0,1977.0,393.0,741.0,339.0,38.51,-122.48,True
7.3028,45.0,2089.0,312.0,834.0,305.0,34.04,-118.39,True
2.6477,32.0,671.0,166.0,856.0,114.0,35.13,-117.28,False
3.0,52.0,1564.0,396.0,1162.0,374.0,37.75,-122.42,True
2.6684,50.0,1829.0,536.0,1129.0,516.0,37.87,-122.29,True
4.7361,41.0,2189.0,414.0,1063.0,409.0,37.66,-122.42,True
0.8928,52.0,662.0,160.0,520.0,149.0,39.14,-121.58,False
2.2756,10.0,1431.0,473.0,1438.0,429.0,34.17,-118.37,True
2.2788,52.0,1233.0,300.0,571.0,292.0,37.87,-122.28,True
5.2923,5.0,1549.0,378.0,735.0,355.0,33.7,-117.8,True
6.5571,10.0,4355.0,716.0,2030.0,674.0,34.13,-118.76,True
2.1781,10.0,4201.0,850.0,2378.0,808.0,34.5,-117.2,False
5.7833,26.0,3285.0,502.0,1443.0,530.0,37.31,-121.99,True
6.641,2.0,647.0,136.0,203.0,118.0,37.91,-122.51,True
2.706,19.0,1673.0,318.0,1298.0,343.0,36.22,-119.37,False
4.6708,17.0,1779.0,292.0,1006.0,293.0,34.02,-117.32,False
1.9706,41.0,2090.0,530.0,2043.0,537.0,34.09,-118.19,False
6.6766,26.0,1391.0,241.0,700.0,236.0,37.31,-122.01,True
2.0331,37.0,1761.0,443.0,911.0,365.0,35.41,-119.03,False
3.8214,24.0,2282.0,423.0,1167.0,398.0,37.69,-120.75,False
3.0453,25.0,4013.0,1097.0,2297.0,969.0,33.79,-118.15,True
6.907,16.0,3103.0,482.0,1567.0,467.0,34.3,-118.96,True
5.3994,23.0,1310.0,267.0,910.0,261.0,37.44,-121.88,True
2.3,10.0,6317.0,1335.0,2625.0,1094.0,33.81,-117.02,False
5.5701,34.0,1513.0,231.0,545.0,211.0,37.76,-122.14,True
10.6834,28.0,2796.0,365.0,1085.0,363.0,37.24,-122.02,True
2.655,36.0,3903.0,885.0,2313.0,804.0,38.75,-121.3,False
5.759,22.0,2512.0,426.0,919.0,341.0,34.38,-119.57,True
2.6582,15.0,4799.0,1209.0,2554.0,1057.0,34.1,-117.63,False
2.1472,19.0,4563.0,1069.0,2256.0,926.0,38.64,-121.38,False
1.7885,40.0,3272.0,663.0,1467.0,553.0,41.78,-121.62,False
1.2096,49.0,299.0,90.0,287.0,68.0,34.03,-118.26,False
4.0813,24.0,5474.0,955.0,3020.0,904.0,32.72,-117.04,False
6.1986,17.0,3362.0,507.0,1520.0,496.0,34.04,-117.24,True
4.125,34.0,544.0,108.0,348.0,127.0,33.21,-117.23,False
4.4561,28.0,2377.0,469.0,1068.0,435.0,37.92,-122.08,True
3.6034,16.0,1414.0,463.0,793.0,439.0,34.44,-119.82,False
7.1937,36.0,1878.0,323.0,846.0,325.0,33.81,-118.09,True
5.7097,15.0,5368.0,1312.0,2269.0,1232.0,34.05,-118.44,True
4.7344,18.0,878.0,255.0,384.0,247.0,37.94,-122.53,True
5.4351,29.0,1875.0,340.0,816.0,350.0,37.38,-122.05,True
2.7917,40.0,626.0,164.0,337.0,150.0,36.6,-121.89,True
4.0,4.0,3066.0,625.0,1164.0,582.0,33.16,-117.23,True
2.1289,52.0,1855.0,611.0,1715.0,614.0,37.75,-122.42,True
3.4886,13.0,7559.0,1444.0,3189.0,1105.0,33.85,-116.52,False
2.0034,51.0,2982.0,689.0,1831.0,608.0,38.03,-121.9,False
3.4643,42.0,1472.0,310.0,768.0,309.0,37.69,-122.11,False
4.6989,14.0,2655.0,441.0,1277.0,422.0,38.4,-121.22,True
4.5337,31.0,4077.0,777.0,2544.0,738.0,37.68,-122.47,True
2.6071,10.0,4374.0,989.0,1020.0,376.0,34.23,-116.76,False
3.0907,13.0,8443.0,1744.0,4885.0,1470.0,33.92,-117.27,False
2.6979,19.0,1931.0,509.0,855.0,394.0,33.18,-117.37,True
3.8954,27.0,5266.0,971.0,2432.0,948.0,38.67,-121.23,False
1.3,41.0,1075.0,597.0,2260.0,614.0,34.05,-118.28,False
4.4477,4.0,5465.0,974.0,2844.0,950.0,33.17,-117.06,False
4.9107,37.0,1159.0,238.0,740.0,243.0,33.89,-118.14,False
2.9688,42.0,1597.0,373.0,1311.0,352.0,34.08,-118.03,False
2.2583,42.0,1279.0,358.0,1254.0,340.0,37.33,-121.89,True
4.4732,25.0,2017.0,454.0,1024.0,428.0,33.68,-117.92,True
2.2,20.0,908.0,206.0,481.0,211.0,39.75,-121.59,False
4.4769,16.0,2094.0,358.0,1092.0,357.0,38.87,-121.27,True
4.1708,33.0,1250.0,276.0,866.0,268.0,33.89,-118.14,False
2.7829,24.0,1438.0,351.0,1294.0,342.0,37.93,-121.29,False
4.3081,20.0,4228.0,1006.0,2334.0,1007.0,37.3,-121.96,True
