median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
2.6673,38,2375,494,1167,471,37.99,-121.3,False
2.375,11,513,104,204,86,39.78,-120.48,False
3.0703,34,1766,410,974,404,33.91,-118.14,True
2.1413,38,248,55,261,53,34.62,-118.02,False
1.879,28,2173,819,2548,763,34.09,-118.32,True
3.7549,23,4099,1287,2103,1217,34.05,-118.45,True
3.3977,31,1633,316,944,300,38.28,-122.3,False
3.045,36,1722,353,1174,335,34.0,-118.09,False
2.6071,45,131,28,89,31,33.99,-117.35,False
4.3906,44,2250,378,928,379,35.4,-119.0,False
4.675,27,2287,491,1101,466,33.87,-118.38,True
2.0337,11,1802,440,630,428,32.8,-117.04,False
6.2918,22,1898,239,734,245,37.68,-121.89,True
6.0274,36,2303,381,862,371,37.75,-122.45,True
2.0221,20,1511,328,791,320,39.9,-120.93,False
2.0331,37,1761,443,911,365,35.41,-119.03,False
6.0857,5,14944,2490,6600,2407,32.93,-117.08,True
1.6156,45,1140,310,840,339,32.72,-117.14,False
9.8074,16,3973,483,1373,452,33.8,-117.77,True
2.5536,31,1189,295,891,292,37.97,-121.26,False
2.0714,31,1312,376,1178,330,33.99,-118.47,True
2.9219,18,700,169,260,128,38.51,-121.49,False
1.5846,46,2608,636,1766,596,33.99,-118.29,False
5.293,25,2324,326,1087,328,33.85,-118.26,True
3.6976,25,2768,850,1558,784,34.04,-118.46,True
2.5625,52,1114,206,425,207,37.73,-122.16,False
6.0959,3,4430,841,2559,801,37.37,-121.88,True
0.536,4,42,10,9,3,34.14,-116.76,False
2.2417,30,3533,1061,2678,1033,33.85,-118.19,False
4.175,35,1637,300,894,302,34.26,-118.45,True
6.1898,35,4055,652,1758,639,33.95,-117.98,True
4.7773,37,997,262,531,282,33.74,-118.1,True
2.5068,26,6607,1663,4066,1558,33.86,-118.16,False
2.775,52,1966,347,793,331,37.85,-122.27,False
2.4943,45,1183,289,900,266,32.68,-117.1,False
2.0978,13,1907,347,821,367,39.18,-121.63,False
1.3527,30,227,75,169,101,35.39,-119.02,False
2.5603,32,3553,1060,3129,1010,34.18,-118.38,False
2.3942,32,2723,637,1549,556,38.58,-122.58,True
2.4688,21,1548,308,1137,306,36.15,-119.74,False
2.875,22,2465,539,381,146,39.06,-120.13,False
4.0089,51,2413,431,1095,437,37.75,-122.47,True
5.4155,5,5673,855,2592,797,33.01,-116.84,True
2.026,50,1125,322,616,304,37.83,-122.26,False
5.0824,23,4925,948,2530,894,37.52,-121.97,True
5.4659,33,1208,198,495,216,37.34,-122.07,True
2.1153,18,1524,414,2030,356,36.34,-120.08,False
2.2721,40,1185,221,676,256,36.32,-119.72,False
6.2583,37,1592,308,783,321,34.02,-118.44,True
2.5477,33,2565,745,2301,638,33.78,-116.46,False
3.5156,44,1487,314,961,272,37.79,-122.22,False
7.3658,14,4753,681,2138,678,33.88,-117.85,True
2.7268,30,4071,1067,2144,970,33.85,-118.15,True
12.542,10,3663,409,1179,371,34.21,-118.69,True
2.5875,44,1297,307,776,278,35.05,-118.16,False
4.6792,23,1551,236,555,243,38.44,-122.82,True
3.25,37,775,179,726,183,34.08,-118.03,False
6.5116,16,1644,251,1033,267,37.58,-122.07,True
2.7813,19,2788,614,1365,525,36.74,-119.67,False
3.1315,18,2067,770,870,541,33.83,-117.96,False
1.6902,41,2183,559,1202,506,39.14,-121.62,False
2.3712,14,2281,426,894,430,33.74,-116.9,False
3.428,15,3583,644,2183,643,38.02,-121.35,False
5.6895,24,4567,688,2102,695,37.27,-121.88,True
4.7941,24,2155,379,1158,360,33.15,-117.06,False
6.3131,17,3674,824,1364,694,37.33,-122.05,True
2.9562,14,5549,1000,1822,919,39.54,-121.46,False
2.5887,13,1110,216,602,209,39.08,-121.1,False
3.3922,26,1182,309,620,306,37.28,-121.98,True
4.7708,36,1057,207,658,207,34.07,-117.92,True
4.6793,14,1750,336,852,300,33.68,-117.78,True
3.1497,26,3616,892,2257,821,33.83,-118.02,True
1.7708,24,1631,340,1042,333,40.11,-122.17,False
2.4554,20,2233,431,1024,399,33.74,-116.95,False
4.0189,43,2483,548,1212,493,33.99,-118.43,True
3.0441,20,3960,1027,1729,978,34.15,-118.25,True
2.0,43,764,322,1275,306,34.07,-118.25,False
2.4875,26,4397,997,2539,965,38.09,-122.23,False
3.4612,29,917,181,379,183,34.15,-118.39,True
2.0643,37,1673,444,1477,446,34.42,-119.67,True
4.4485,21,3707,751,1420,608,36.97,-121.9,True
2.75,24,2728,845,2023,773,33.92,-118.35,True
4.875,16,4045,623,1862,625,38.03,-121.32,False
4.0125,29,3415,631,1527,597,35.44,-119.02,False
3.4625,52,1590,360,1127,321,34.12,-118.21,False
6.1324,20,707,114,282,86,37.54,-120.82,False
2.5742,32,352,132,313,105,37.78,-122.4,True
2.8357,16,3084,724,2557,690,33.49,-117.68,False
11.2866,14,7970,1142,2926,1096,34.09,-118.57,True
3.0081,5,2904,702,1302,618,34.66,-120.46,False
3.4821,9,9885,1871,5372,1843,37.52,-120.86,False
6.3669,47,1930,315,692,296,37.91,-122.27,True
2.0625,44,1448,393,1066,357,37.01,-121.57,False
3.6563,33,1452,268,1274,278,34.05,-117.97,False
1.6047,10,2964,668,1853,609,34.58,-117.41,False
4.2071,14,6224,1679,3148,1589,33.67,-117.92,True
2.5542,35,1620,276,939,277,38.68,-121.37,False
2.8833,45,1226,279,590,260,37.94,-122.33,False
10.1854,18,2321,358,803,341,36.53,-121.77,True
3.875,32,1764,365,924,329,34.14,-117.88,True
4.35,35,2348,531,1475,498,37.4,-122.02,True
2.5882,33,1115,316,583,269,32.75,-117.19,True
4.775,35,2552,545,1850,503,34.24,-118.4,False
3.6016,21,2376,475,1175,441,37.74,-121.13,False
3.1319,2,6305,1265,2489,1152,33.7,-117.15,False
6.6689,32,1646,242,697,233,34.18,-118.63,True
3.9063,41,746,145,387,161,37.69,-122.1,False
0.8362,17,449,151,141,53,40.07,-123.41,False
12.3411,4,1741,225,811,233,33.64,-117.81,True
2.7202,31,965,217,599,206,33.99,-118.1,True
2.0,15,1879,411,755,294,36.89,-119.33,False
3.275,52,2616,483,582,313,36.55,-121.92,True
2.1292,23,3999,1182,2051,1130,32.75,-117.13,False
5.9629,39,2427,401,1178,408,37.48,-122.17,True
