median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
2.0521,45,1834,421,1405,407,37.31,-120.49,False
5.0434,26,3119,562,1459,562,34.43,-119.74,True
7.0309,29,473,103,359,87,37.41,-122.15,True
4.6312,30,3404,693,1794,633,37.3,-121.98,True
3.3214,37,3029,738,2436,700,37.7,-122.46,True
3.4375,21,4383,901,2689,913,33.82,-118.29,True
2.8438,33,2028,422,1727,371,34.05,-117.97,False
2.9063,52,1931,329,1025,293,37.73,-122.39,True
5.2077,7,586,118,232,107,33.77,-118.02,True
2.7639,17,1661,329,948,357,40.93,-124.11,False
2.2883,33,3557,894,2659,894,38.14,-121.27,False
7.0875,41,1411,233,626,214,37.79,-122.18,True
3.1781,23,2744,588,1493,557,38.34,-122.71,False
2.9812,22,1547,334,773,316,34.09,-117.68,False
3.625,31,1007,181,563,185,38.7,-121.47,False
2.7813,35,3405,779,1953,671,33.84,-118.2,False
4.3911,21,1745,266,837,292,36.35,-119.65,False
7.6917,32,3633,508,1393,506,37.88,-122.17,True
1.8288,20,1232,332,667,288,38.56,-121.36,False
2.6567,20,3204,625,2016,605,37.68,-121.03,False
3.2656,29,2912,566,2188,518,34.11,-117.34,False
1.125,36,1954,513,1437,440,37.91,-122.33,False
2.8351,45,2438,462,1415,510,38.67,-121.77,False
3.5,19,2167,443,1654,435,33.22,-117.25,False
7.0808,4,6995,1151,2907,1089,34.29,-118.57,True
3.0257,52,862,215,994,213,37.78,-122.23,False
8.1124,52,2742,422,1153,414,34.11,-118.14,True
2.8519,17,2534,517,1764,502,37.43,-120.79,False
3.1534,19,2232,448,1149,417,33.86,-117.87,True
3.3125,22,1970,332,1066,319,36.79,-119.9,False
1.7172,28,826,258,979,245,33.72,-116.22,False
3.4306,29,2307,452,1218,402,33.86,-118.01,True
3.045,36,1722,353,1174,335,34.0,-118.09,False
1.0516,41,1582,416,1422,370,33.98,-118.29,False
3.7731,38,1878,338,710,342,38.57,-121.42,False
2.1908,32,1604,292,868,276,36.57,-119.67,False
2.875,41,1440,325,1014,322,34.21,-118.44,False
3.5625,27,3236,832,2230,798,37.36,-121.95,True
2.1766,36,1276,503,1502,450,34.08,-118.3,True
2.5363,25,2228,534,1130,481,38.59,-121.4,False
6.3144,28,3952,592,1469,571,35.28,-120.62,True
2.2381,35,1133,296,774,271,33.86,-118.19,False
1.6354,20,1282,273,852,247,36.15,-119.06,False
2.5852,38,1243,310,788,286,34.02,-118.13,True
4.2708,24,2920,601,1460,598,34.31,-118.46,True
2.8958,32,1595,309,706,277,40.62,-124.17,False
1.8375,21,1730,350,982,322,39.86,-122.23,False
0.9817,32,1165,358,997,361,34.0,-118.08,False
6.6633,10,3283,550,2491,522,37.33,-121.79,True
1.625,29,266,42,136,40,33.94,-117.56,False
6.01,43,1061,208,514,208,34.23,-118.24,True
2.0,52,1718,354,1026,312,34.0,-118.3,False
5.2299,36,2219,393,1042,396,33.82,-118.09,True
4.2719,20,4293,1272,2389,1210,37.38,-122.06,True
4.075,49,2300,463,1061,429,38.23,-122.64,True
