median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
5.1583,8.0,1964.0,413.0,913.0,406.0,33.68,-117.81,True
4.4435,35.0,1517.0,257.0,658.0,245.0,34.14,-117.27,False
1.7708,9.0,818.0,197.0,358.0,197.0,39.52,-121.56,False
4.4209,33.0,2952.0,565.0,1264.0,517.0,36.49,-121.74,True
0.8056,48.0,1455.0,354.0,788.0,332.0,37.81,-122.3,False
3.875,32.0,1764.0,365.0,924.0,329.0,34.14,-117.88,True
3.5462,19.0,2629.0,494.0,1444.0,503.0,33.14,-117.08,False
3.5938,34.0,1636.0,358.0,977.0,357.0,33.9,-118.02,True
2.375,4.0,2.0,2.0,6.0,2.0,35.21,-117.79,False
5.543,34.0,1865.0,345.0,963.0,302.0,33.86,-118.36,True
5.1842,17.0,1893.0,297.0,936.0,287.0,33.15,-117.07,False
3.2059,47.0,1176.0,286.0,564.0,258.0,37.72,-122.47,True
2.3,40.0,1054.0,251.0,1056.0,276.0,34.17,-118.14,False
3.415,29.0,5474.0,1457.0,2352.0,1326.0,34.15,-118.44,True
2.1765,10.0,1686.0,414.0,1000.0,391.0,32.61,-117.07,False
5.8622,30.0,4713.0,758.0,2271.0,730.0,33.8,-117.83,True
1.517,36.0,1598.0,443.0,1658.0,417.0,35.75,-119.25,False
2.8438,33.0,2028.0,422.0,1727.0,371.0,34.05,-117.97,False
4.745,28.0,3580.0,611.0,1634.0,567.0,38.46,-122.81,True
4.2437,35.0,2323.0,406.0,1741.0,398.0,33.91,-118.03,False
5.8722,34.0,1428.0,227.0,890.0,249.0,34.05,-117.95,True
3.75,38.0,575.0,107.0,259.0,109.0,38.72,-121.9,True
7.2909,14.0,1087.0,165.0,365.0,176.0,36.82,-119.83,False
3.8125,27.0,1806.0,465.0,791.0,358.0,33.61,-117.93,True
3.6171,22.0,7828.0,2038.0,3303.0,1922.0,34.16,-118.45,True
1.4511,32.0,1268.0,283.0,549.0,273.0,36.96,-120.07,False
2.375,41.0,1545.0,420.0,747.0,415.0,32.76,-117.13,False
4.0221,16.0,3010.0,580.0,1649.0,538.0,33.61,-117.69,True
2.963,25.0,1612.0,313.0,837.0,303.0,39.77,-121.61,False
1.9762,32.0,555.0,159.0,748.0,163.0,34.06,-118.19,False
6.4468,43.0,2641.0,411.0,1011.0,444.0,33.83,-118.19,True
4.2132,2.0,4055.0,735.0,1730.0,654.0,36.83,-119.88,False
1.1667,52.0,275.0,123.0,273.0,111.0,34.15,-118.15,True
2.0187,39.0,1141.0,258.0,1313.0,234.0,33.94,-118.23,False
4.5625,33.0,3280.0,569.0,1583.0,559.0,37.27,-121.92,True
2.8893,39.0,1546.0,291.0,833.0,308.0,33.18,-117.36,True
3.2277,4.0,6712.0,1200.0,3126.0,1026.0,34.47,-117.54,False
5.6683,24.0,3308.0,548.0,1891.0,544.0,37.41,-121.87,True
3.5943,14.0,6787.0,1454.0,3416.0,1357.0,36.99,-121.98,True
1.5652,38.0,980.0,285.0,1308.0,310.0,34.02,-118.26,False
2.3824,27.0,2616.0,591.0,1889.0,577.0,32.58,-117.1,False
7.5402,13.0,3651.0,465.0,1311.0,435.0,33.08,-117.25,True
6.0398,19.0,1285.0,195.0,650.0,193.0,34.44,-118.53,True
3.1654,25.0,1122.0,198.0,564.0,213.0,38.6,-121.28,False
2.5119,26.0,1701.0,404.0,989.0,367.0,33.2,-117.24,False
