median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
7.2419,38.0,2726.0,398.0,1059.0,380.0,34.17,-118.06,True
6.0663,30.0,6540.0,991.0,3124.0,953.0,33.97,-118.0,True
3.9643,27.0,1832.0,415.0,1480.0,414.0,34.16,-119.18,True
5.065,27.0,5640.0,1001.0,3538.0,978.0,34.04,-118.02,True
2.0161,11.0,562.0,164.0,504.0,147.0,34.64,-120.46,False
2.6563,29.0,488.0,108.0,308.0,115.0,37.87,-121.29,False
5.2773,21.0,3284.0,487.0,1832.0,521.0,34.23,-119.03,True
3.9536,26.0,4115.0,883.0,2184.0,825.0,33.78,-117.95,True
3.2197,17.0,3890.0,586.0,2791.0,595.0,32.8,-117.11,False
5.4122,52.0,2036.0,348.0,775.0,332.0,34.11,-118.28,True
3.0,21.0,3803.0,898.0,1511.0,829.0,33.77,-118.03,True
4.9125,38.0,1840.0,291.0,633.0,283.0,32.73,-117.25,True
1.9773,21.0,1548.0,290.0,744.0,265.0,40.07,-122.19,False
5.04,22.0,3337.0,518.0,1288.0,466.0,33.2,-117.21,True
3.375,47.0,1190.0,251.0,540.0,266.0,37.72,-122.15,True
4.5667,34.0,2941.0,558.0,1660.0,576.0,34.12,-118.06,True
1.9766,42.0,1032.0,215.0,812.0,225.0,36.69,-119.58,False
3.6734,34.0,2047.0,347.0,888.0,352.0,35.38,-118.96,False
7.7865,34.0,2515.0,401.0,1079.0,399.0,37.34,-122.05,True
3.4777,47.0,2344.0,513.0,1537.0,481.0,34.18,-118.12,True
2.8514,52.0,2167.0,622.0,1095.0,570.0,33.99,-118.47,True
3.3892,20.0,6331.0,1537.0,2957.0,1509.0,34.25,-118.53,True
2.2304,42.0,1558.0,322.0,884.0,334.0,34.2,-118.5,True
3.4167,35.0,1760.0,447.0,984.0,384.0,34.15,-118.12,True
3.6944,29.0,2741.0,667.0,2449.0,677.0,34.08,-118.02,False
3.9917,25.0,3067.0,569.0,1602.0,550.0,38.33,-122.82,True
4.8125,21.0,2333.0,377.0,1073.0,332.0,38.07,-121.18,False
1.6563,31.0,1072.0,279.0,781.0,281.0,38.61,-121.47,False
3.3008,28.0,1395.0,398.0,1220.0,362.0,33.86,-117.89,True
4.0202,43.0,3783.0,814.0,2139.0,789.0,37.72,-122.17,False
4.4712,52.0,741.0,170.0,277.0,165.0,37.8,-122.42,True
4.1325,32.0,5135.0,1025.0,2152.0,944.0,32.64,-117.07,False
2.9063,27.0,1199.0,224.0,463.0,199.0,38.07,-120.55,False
3.3516,32.0,2366.0,505.0,1283.0,477.0,33.86,-117.96,True
2.9453,28.0,1651.0,305.0,780.0,309.0,36.81,-119.72,False
3.8913,40.0,1445.0,256.0,849.0,255.0,37.75,-122.15,False
0.4999,23.0,333.0,92.0,198.0,55.0,36.09,-119.99,False
