median income,median age,total rooms,total bedrooms,population,households,latitude,longitude,label
2.1419,30,2188,455,1033,437,39.22,-121.08,False
4.6563,32,3485,678,1715,649,33.86,-118.32,True
6.2946,34,3931,622,1717,621,37.59,-122.41,True
2.1473,41,1182,346,1644,346,33.97,-118.24,False
8.1513,31,1448,244,607,259,33.88,-118.39,True
3.9408,46,695,136,408,148,37.09,-122.09,True
4.6477,36,2824,493,1394,507,33.86,-117.94,True
6.299,16,2876,391,1089,377,37.93,-121.93,True
4.0062,12,1321,268,661,232,39.22,-120.94,False
2.0182,36,1205,317,678,290,34.7,-118.14,False
3.1136,27,508,93,263,81,37.73,-120.86,True
3.5085,27,3894,776,1832,715,38.48,-122.87,True
4.7321,42,1275,272,451,200,36.96,-121.99,True
1.6667,50,1291,277,864,274,32.79,-115.57,False
2.3508,37,2868,574,2055,563,34.12,-117.32,False
8.1356,25,4919,661,2183,625,34.27,-118.55,True
2.5772,37,1976,481,1197,465,37.68,-122.11,False
4.6667,4,1078,158,571,184,32.72,-116.98,True
3.7625,10,1604,352,540,190,38.94,-120.72,False
5.93,16,2306,393,1368,387,33.87,-118.03,True
2.8175,22,4266,1010,2766,985,32.81,-116.94,False
1.6875,29,1877,516,1634,492,34.94,-120.44,False
6.1731,26,1279,163,412,157,34.12,-117.73,True
0.9708,21,1260,342,1167,310,33.95,-118.24,False
7.0813,30,2268,404,1197,372,37.3,-122.08,True
2.5792,16,1671,354,935,340,35.12,-120.61,False
3.274,30,4426,995,4196,921,33.89,-118.15,False
6.7613,29,2787,475,1182,444,33.86,-118.38,True
3.1563,37,1487,296,863,291,33.94,-118.32,True
5.5357,40,2085,329,796,339,37.91,-122.29,True
5.1298,17,2248,448,878,423,33.41,-117.59,True
2.3365,34,987,248,902,221,33.95,-118.27,False
4.3424,43,1005,199,723,191,33.82,-118.21,False
1.852,40,2099,599,2311,529,34.0,-118.27,False
2.5679,36,3504,862,2521,836,33.94,-118.3,False
3.5313,15,3221,659,1390,607,34.27,-118.67,True
3.9038,49,1230,279,669,269,34.04,-118.39,True
10.9052,23,4960,592,1929,586,34.26,-118.54,True
2.0313,17,1497,308,1425,247,36.57,-119.97,False
6.4271,34,1256,178,460,174,37.98,-122.49,True
5.3359,21,18132,5419,7431,4930,33.98,-118.44,True
3.625,37,934,231,587,230,34.19,-118.4,True
2.7368,23,2503,532,1735,505,33.92,-118.29,False
2.05,11,1607,478,1384,450,32.75,-117.11,False
1.6168,14,3182,730,2298,721,36.74,-120.04,False
2.774,38,2121,433,1547,441,35.39,-118.97,False
1.75,16,1667,372,762,283,37.34,-120.07,False
6.4333,16,3552,575,2120,573,34.02,-117.87,True
2.7451,42,1731,435,866,403,33.73,-118.3,True
1.9792,47,1551,362,1329,322,34.0,-118.31,False
5.6856,9,2254,400,694,243,39.36,-120.15,False
6.844,10,2499,331,1040,333,38.67,-121.08,True
1.0278,15,1204,326,543,326,32.76,-117.02,False
1.7829,45,1081,241,821,230,36.73,-119.77,False
3.2067,36,3791,746,2258,672,34.0,-117.51,False
4.0776,13,3756,648,1767,614,33.23,-117.24,True
1.886,23,3135,707,1650,680,37.99,-121.31,False
6.5987,24,3260,458,1383,442,33.72,-117.82,True
6.3735,8,614,118,278,115,38.09,-122.19,False
2.6734,31,2338,652,3289,631,33.74,-117.87,False
5.5105,26,1616,292,700,241,33.68,-117.97,True
7.3003,19,4976,711,1926,625,38.46,-122.68,True
2.2574,19,1853,415,772,397,38.62,-121.33,False
5.8666,37,1328,250,626,228,34.01,-118.45,True
2.225,41,98,20,68,19,37.64,-122.42,True
1.8472,52,1477,300,1065,269,37.78,-122.21,False
3.7188,8,16679,3457,7919,3329,38.62,-121.5,False
4.7773,37,997,262,531,282,33.74,-118.1,True
5.5137,15,2874,592,1382,586,33.63,-117.73,False
1.625,52,403,117,361,105,34.14,-118.15,True
1.9274,49,1916,447,863,378,37.84,-122.28,False
2.6937,45,4423,1001,2109,874,38.12,-122.27,False
1.8109,29,3497,1096,2994,919,33.79,-118.19,False
4.4464,52,1903,461,831,433,37.79,-122.44,True
3.575,18,1476,473,838,415,37.41,-122.09,True
4.1552,43,1663,330,935,335,37.74,-122.41,True
3.4455,10,3208,636,1395,582,33.14,-117.11,True
9.0702,43,4269,591,1467,582,34.17,-118.18,True
