median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
1.1108,41.0,3221.0,853.0,1959.0,720.0,37.82,-122.27,False
4.7019,48.0,1740.0,360.0,748.0,357.0,34.07,-118.36,True
4.5673,45.0,1132.0,269.0,654.0,264.0,33.99,-118.45,True
3.1146,36.0,2696.0,713.0,905.0,659.0,34.15,-118.39,True
2.6384,16.0,2653.0,606.0,1693.0,586.0,38.46,-122.75,False
2.9583,34.0,1471.0,423.0,995.0,386.0,34.18,-118.36,True
4.1667,48.0,1527.0,295.0,589.0,286.0,34.09,-118.27,True
4.2011,41.0,1865.0,392.0,825.0,369.0,38.01,-122.68,True
4.4609,16.0,4082.0,666.0,1912.0,652.0,38.71,-121.27,False
5.1509,42.0,3677.0,627.0,1779.0,622.0,34.11,-118.05,True
5.3774,22.0,3650.0,527.0,1637.0,520.0,37.38,-121.79,True
5.3311,34.0,3718.0,676.0,2510.0,632.0,37.68,-122.49,True
4.6406,34.0,1069.0,217.0,601.0,212.0,33.87,-118.34,True
3.0,11.0,2403.0,497.0,890.0,344.0,37.64,-120.31,False
2.9591,2.0,3129.0,707.0,1606.0,698.0,37.99,-121.96,True
3.4899,14.0,3305.0,841.0,2272.0,769.0,33.68,-117.99,True
3.0197,28.0,256.0,66.0,214.0,60.0,36.67,-121.64,False
3.163,40.0,2108.0,526.0,1922.0,544.0,33.98,-118.34,False
6.2319,10.0,6531.0,1036.0,2975.0,1018.0,34.01,-118.03,True
3.1827,21.0,1161.0,282.0,724.0,186.0,33.88,-115.58,False
2.101,21.0,1024.0,218.0,890.0,232.0,33.12,-115.51,False
4.0614,8.0,1841.0,409.0,1243.0,394.0,34.05,-117.72,False
4.7663,38.0,1475.0,269.0,827.0,265.0,33.9,-118.13,True
4.5659,5.0,8352.0,1555.0,3723.0,1389.0,34.67,-118.17,False
5.444,37.0,1534.0,258.0,751.0,259.0,34.0,-118.4,True
6.0,34.0,2377.0,362.0,1055.0,362.0,34.23,-118.23,True
2.9564,34.0,3659.0,897.0,2479.0,903.0,37.67,-122.1,False
1.5268,30.0,1041.0,275.0,877.0,270.0,33.94,-118.27,False
5.0756,52.0,3084.0,595.0,1324.0,571.0,37.58,-122.36,True
11.1768,52.0,2113.0,332.0,800.0,327.0,34.04,-118.41,True
3.6591,52.0,1475.0,238.0,736.0,260.0,37.96,-121.3,False
6.776,21.0,7010.0,1063.0,3331.0,1038.0,34.37,-118.55,True
4.5615,8.0,4454.0,1058.0,2595.0,1027.0,37.27,-121.83,True
2.1573,28.0,2857.0,619.0,1614.0,592.0,36.79,-119.74,False
6.6049,16.0,2169.0,262.0,877.0,245.0,37.93,-121.93,True
2.5263,34.0,2486.0,560.0,2443.0,557.0,36.67,-121.63,False
4.0686,18.0,2060.0,563.0,1144.0,600.0,37.43,-122.14,True
2.5469,38.0,1214.0,254.0,723.0,236.0,34.0,-117.35,False
5.0544,29.0,2644.0,464.0,1372.0,450.0,38.24,-122.67,True
9.3603,51.0,2713.0,396.0,1090.0,401.0,37.75,-122.47,True
4.4464,34.0,2180.0,424.0,906.0,429.0,34.17,-118.43,True
4.6852,34.0,2421.0,475.0,1232.0,454.0,34.23,-118.25,True
3.0139,45.0,2264.0,504.0,1076.0,472.0,38.23,-122.63,True
