median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,label
2.319,41.0,2227.0,462.0,1129.0,415.0,36.78,-119.79,False
5.3243,29.0,1285.0,193.0,460.0,206.0,38.59,-121.35,True
2.3056,25.0,287.0,57.0,118.0,50.0,37.86,-120.35,False
4.5,52.0,65.0,17.0,24.0,10.0,36.96,-122.06,True
4.8295,18.0,3593.0,661.0,1992.0,626.0,32.96,-117.05,False
2.2146,31.0,1832.0,444.0,1669.0,463.0,33.11,-117.08,False
3.0795,36.0,1083.0,218.0,557.0,210.0,33.88,-118.12,True
0.8246,18.0,279.0,59.0,188.0,60.0,34.55,-117.32,False
2.5833,23.0,954.0,390.0,804.0,373.0,33.81,-118.19,True
2.983,45.0,1397.0,253.0,555.0,248.0,37.72,-122.14,True
3.5882,21.0,3460.0,711.0,658.0,255.0,33.71,-116.68,False
7.2574,52.0,1467.0,190.0,496.0,177.0,37.85,-122.24,True
11.2093,42.0,777.0,102.0,284.0,113.0,34.17,-118.43,True
3.3924,14.0,1258.0,245.0,752.0,264.0,34.07,-117.18,False
5.0528,26.0,2256.0,360.0,937.0,372.0,38.13,-121.3,False
3.7031,36.0,1111.0,184.0,444.0,177.0,33.81,-118.1,True
5.3254,24.0,534.0,88.0,249.0,74.0,33.7,-117.88,True
2.489,51.0,1637.0,463.0,1543.0,393.0,37.78,-122.22,False
5.0374,30.0,1337.0,253.0,838.0,247.0,36.74,-121.62,False
0.7068,49.0,658.0,318.0,467.0,316.0,37.33,-121.89,True
1.9727,21.0,1653.0,419.0,737.0,308.0,38.9,-120.0,False
5.37,26.0,3266.0,491.0,1222.0,533.0,37.76,-122.13,True
4.7953,26.0,6960.0,1454.0,4367.0,1437.0,33.84,-118.06,True
0.536,16.0,19.0,19.0,166.0,9.0,37.67,-121.04,False
3.6729,52.0,1777.0,368.0,624.0,350.0,38.56,-121.49,False
4.1528,15.0,2638.0,429.0,1289.0,357.0,36.76,-121.34,True
3.0724,45.0,173.0,42.0,230.0,57.0,33.98,-118.24,False
3.0341,11.0,4670.0,1007.0,2430.0,962.0,38.43,-122.74,False
2.8941,39.0,2702.0,646.0,1136.0,491.0,36.97,-122.0,True
2.0224,41.0,1087.0,272.0,462.0,219.0,38.62,-121.42,False
2.6667,52.0,351.0,81.0,308.0,75.0,37.76,-122.41,True
5.3737,26.0,2553.0,405.0,1337.0,411.0,33.71,-117.97,True
1.4766,23.0,3800.0,1003.0,3786.0,917.0,36.76,-119.76,False
2.2165,32.0,4202.0,986.0,2309.0,956.0,35.3,-120.67,True
4.5278,32.0,1607.0,253.0,778.0,262.0,32.84,-116.94,False
2.8971,37.0,1525.0,363.0,1075.0,374.0,37.36,-121.89,True
5.2595,20.0,3214.0,446.0,1360.0,463.0,36.83,-119.76,False
10.0825,52.0,2003.0,250.0,658.0,244.0,37.9,-122.28,True
3.875,16.0,20.0,5.0,15.0,5.0,33.67,-117.86,True
7.333,23.0,2234.0,270.0,854.0,286.0,37.68,-121.88,True
4.75,35.0,2127.0,417.0,1247.0,378.0,33.86,-117.94,True
3.8611,18.0,1894.0,319.0,846.0,317.0,35.4,-119.05,False
1.9439,26.0,1748.0,346.0,891.0,303.0,36.02,-119.08,False
2.71,34.0,1279.0,285.0,963.0,268.0,38.52,-121.46,False
3.3482,21.0,5662.0,1185.0,3067.0,1055.0,34.08,-117.68,False
5.8703,5.0,4222.0,712.0,2024.0,646.0,34.36,-118.52,True
1.6977,10.0,3404.0,855.0,1656.0,675.0,34.1,-117.37,False
3.6761,18.0,3197.0,809.0,1894.0,726.0,33.82,-117.89,False
4.5909,16.0,2497.0,500.0,1357.0,456.0,33.63,-117.71,True
3.9036,37.0,1709.0,333.0,778.0,344.0,33.95,-118.13,True
4.6324,16.0,3741.0,698.0,1938.0,658.0,38.32,-122.69,True
4.4625,32.0,3058.0,562.0,1475.0,569.0,33.67,-117.91,True
2.5284,44.0,1574.0,390.0,1323.0,404.0,34.05,-118.33,True
3.2246,19.0,6473.0,1212.0,3559.0,1123.0,37.69,-121.08,False
2.5833,35.0,908.0,226.0,667.0,203.0,34.1,-117.46,False
3.125,9.0,12139.0,2640.0,6837.0,2358.0,38.67,-121.75,False
3.3333,40.0,2549.0,591.0,1156.0,546.0,34.16,-118.24,True
5.2124,9.0,1567.0,299.0,675.0,294.0,33.67,-117.81,True
4.4896,31.0,1602.0,358.0,1179.0,354.0,37.36,-121.86,False
6.0097,25.0,1290.0,190.0,689.0,216.0,34.45,-118.5,True
1.2344,52.0,1377.0,319.0,1280.0,259.0,36.73,-119.78,False
7.898,23.0,1533.0,226.0,693.0,230.0,33.9,-117.89,True
1.6534,44.0,1288.0,295.0,723.0,287.0,36.96,-120.06,False
5.5,30.0,1291.0,230.0,835.0,215.0,33.79,-118.26,True
4.3098,52.0,859.0,157.0,429.0,158.0,37.77,-122.25,True
5.7245,52.0,2272.0,403.0,963.0,376.0,37.59,-122.37,True
3.0625,14.0,3155.0,653.0,951.0,575.0,33.66,-117.99,True
1.6851,46.0,2217.0,489.0,1227.0,448.0,34.02,-118.31,False
4.8021,45.0,818.0,144.0,340.0,138.0,37.74,-121.42,False
3.65,29.0,1232.0,243.0,665.0,247.0,32.8,-117.02,False
3.375,42.0,1555.0,337.0,1152.0,348.0,34.07,-118.19,False
4.4712,20.0,1351.0,372.0,1427.0,394.0,37.44,-121.88,False
1.4886,52.0,248.0,68.0,124.0,51.0,37.76,-122.38,True
3.8162,18.0,3208.0,643.0,1973.0,614.0,34.25,-119.2,True
4.6473,36.0,1749.0,322.0,855.0,319.0,33.81,-118.13,True
2.5488,30.0,1547.0,436.0,1700.0,410.0,34.06,-118.11,True
